order_id,customer_id,order_date,order_status
O001514,C08668,2024-08-15 00:00:00,Delivered
O001515,C00934,2024-10-30 00:00:00,Delivered
O001516,C03068,2024-08-26 00:00:00,Delivered
O001517,C04318,2023-05-28 00:00:00,Delivered
O001518,C05821,2023-12-21 00:00:00,Delivered
O001519,C03310,2024-10-23 00:00:00,Delivered
O001520,C09981,2023-06-25 00:00:00,Delivered
O001521,C03452,2023-06-28 00:00:00,Delivered
O001522,C01373,2023-06-27 00:00:00,Delivered
O001523,C03263,2023-01-08 00:00:00,Delivered
O001524,C08444,2024-11-04 00:00:00,Delivered
O001525,C03324,2023-09-10 00:00:00,Delivered
O001526,C03573,2024-02-14 00:00:00,Delivered
O001527,C03914,2023-05-19 00:00:00,Delivered
O001528,C08050,2024-03-08 00:00:00,Delivered
O001529,C00241,2023-09-19 00:00:00,Cancelled
O001530,C07923,2024-11-01 00:00:00,Delivered
O001531,C08135,2024-11-01 00:00:00,Cancelled
O001532,C00196,2024-09-11 00:00:00,Delivered
O001533,C08414,2023-04-15 00:00:00,Delivered
O001534,C00503,2024-03-31 00:00:00,Returned
O001535,C09115,2023-01-14 00:00:00,Cancelled
O001536,C09150,2024-05-14 00:00:00,Delivered
O001537,C06240,2024-05-07 00:00:00,Delivered
O001538,C05564,2023-07-31 00:00:00,Out for Delivery
O001539,C03246,2023-10-25 00:00:00,Delivered
O001540,C03133,2023-09-06 00:00:00,Delivered
O001541,C07537,2024-06-08 00:00:00,Delivered
O001542,C07465,2023-02-10 00:00:00,Cancelled
O001543,C01206,2024-06-03 00:00:00,Delivered
O001544,C00752,2023-07-23 00:00:00,Delivered
O001545,C06533,2023-03-27 00:00:00,Delivered
O001546,C03483,2024-05-07 00:00:00,Delivered
O001547,C05345,2023-01-25 00:00:00,Delivered
O001548,C05126,2023-03-03 00:00:00,Delivered
O001549,C06129,2023-04-10 00:00:00,Returned
O001550,C01846,2024-02-09 00:00:00,Delivered
O001551,C07842,2024-07-23 00:00:00,Delivered
O001552,C04713,2023-12-29 00:00:00,Delivered
O001553,C07390,2024-10-02 00:00:00,Out for Delivery
O001554,C06759,2023-06-22 00:00:00,Delivered
O001555,C03951,2023-01-14 00:00:00,Delivered
O001556,C02059,2024-03-19 00:00:00,Cancelled
O001557,C00062,2023-06-22 00:00:00,Delivered
O001558,C03872,2023-07-11 00:00:00,Returned
O001559,C06578,2024-09-23 00:00:00,Delivered
O001560,C07378,2023-05-19 00:00:00,Delivered
O001561,C07602,2023-01-27 00:00:00,Delivered
O001562,C09901,2023-11-06 00:00:00,Delivered
O001563,C00267,2024-08-24 00:00:00,Delivered
O001564,C05412,2023-03-25 00:00:00,Cancelled
O001565,C01143,2023-01-04 00:00:00,Delivered
O001566,C09316,2023-08-31 00:00:00,Delivered
O001567,C04334,2023-01-12 00:00:00,Delivered
O001568,C09427,2024-02-27 00:00:00,Delivered
O001569,C07666,2024-07-24 00:00:00,Delivered
O001570,C05871,2024-10-08 00:00:00,Delivered
O001571,C05816,2024-09-12 00:00:00,Out for Delivery
O001572,C08585,2024-11-06 00:00:00,Delivered
O001573,C07237,2023-03-07 00:00:00,Delivered
O001574,C00618,2023-08-16 00:00:00,Delivered
O001575,C09719,2023-05-29 00:00:00,Cancelled
O001576,C04782,2023-11-02 00:00:00,Delivered
O001577,C02731,2023-04-20 00:00:00,Delivered
O001578,C04791,2023-07-28 00:00:00,Delivered
O001579,C01530,2023-09-06 00:00:00,Cancelled
O001580,C03774,2023-02-08 00:00:00,Returned
O001581,C00825,2023-10-24 00:00:00,Delivered
O001582,C02714,2024-09-28 00:00:00,Delivered
O001583,C00024,2023-07-14 00:00:00,Delivered
O001584,C02115,2024-09-02 00:00:00,Delivered
O001585,C00029,2024-08-18 00:00:00,Delivered
O001586,C08253,2024-05-17 00:00:00,Delivered
O001587,C00433,2023-06-23 00:00:00,Delivered
O001588,C07423,2023-12-31 00:00:00,Delivered
O001589,C00326,2024-12-12 00:00:00,Delivered
O001590,C05853,2024-02-07 00:00:00,Delivered
O001591,C01374,2024-06-07 00:00:00,Out for Delivery
O001592,C00116,2024-03-21 00:00:00,Delivered
O001593,C03651,2024-10-15 00:00:00,Cancelled
O001594,C04353,2023-09-05 00:00:00,Delivered
O001595,C04612,2023-11-05 00:00:00,Delivered
O001596,C04024,2023-01-08 00:00:00,Delivered
O001597,C05770,2024-09-22 00:00:00,Delivered
O001598,C07996,2024-02-28 00:00:00,Delivered
O001599,C00574,2024-08-23 00:00:00,Out for Delivery
O001600,C08031,2024-01-27 00:00:00,Delivered
O001601,C03056,2023-11-30 00:00:00,Delivered
O001602,C04001,2024-09-13 00:00:00,Delivered
O001603,C06321,2024-05-12 00:00:00,Out for Delivery
O001604,C04240,2024-07-16 00:00:00,Delivered
O001605,C03794,2024-08-15 00:00:00,Delivered
O001606,C02397,2023-01-09 00:00:00,Delivered
O001607,C08175,2024-01-07 00:00:00,Delivered
O001608,C05081,2023-03-06 00:00:00,Cancelled
O001609,C04067,2023-03-13 00:00:00,Cancelled
O001610,C00476,2023-04-15 00:00:00,Delivered
O001611,C08653,2024-07-28 00:00:00,Delivered
O001612,C09192,2023-11-13 00:00:00,Delivered
O001613,C06029,2023-09-04 00:00:00,Delivered
O001614,C03312,2024-04-18 00:00:00,Delivered
O001615,C09604,2023-09-19 00:00:00,Returned
O001616,C03071,2024-07-02 00:00:00,Returned
O001617,C00195,2024-07-03 00:00:00,Delivered
O001618,C08734,2024-06-02 00:00:00,Delivered
O001619,C03634,2024-05-28 00:00:00,Delivered
O001620,C08931,2023-12-10 00:00:00,Delivered
O001621,C02490,2023-02-22 00:00:00,Delivered
O001622,C04700,2024-10-19 00:00:00,Delivered
O001623,C04374,2024-07-21 00:00:00,Returned
O001624,C05893,2024-12-27 00:00:00,Delivered
O001625,C06028,2023-12-27 00:00:00,Delivered
O001626,C06641,2023-09-25 00:00:00,Delivered
O001627,C07816,2023-02-02 00:00:00,Delivered
O001628,C02219,2023-05-04 00:00:00,Delivered
O001629,C00245,2023-09-02 00:00:00,Delivered
O001630,C00670,2024-11-13 00:00:00,Delivered
O001631,C09023,2024-07-14 00:00:00,Delivered
O001632,C02698,2023-08-26 00:00:00,Delivered
O001633,C05944,2024-09-24 00:00:00,Delivered
O001634,C02216,2023-03-12 00:00:00,Delivered
O001635,C08859,2024-12-11 00:00:00,Delivered
O001636,C06973,2024-07-19 00:00:00,Delivered
O001637,C05612,2024-10-04 00:00:00,Delivered
O001638,C06293,2023-05-30 00:00:00,Delivered
O001639,C04705,2024-03-19 00:00:00,Delivered
O001640,C07026,2023-12-08 00:00:00,Delivered
O001641,C01994,2024-01-09 00:00:00,Delivered
O001642,C07384,2023-05-12 00:00:00,Cancelled
O001643,C03753,2023-12-13 00:00:00,Delivered
O001644,C01377,2024-05-06 00:00:00,Delivered
O001645,C04597,2024-12-06 00:00:00,Delivered
O001646,C07461,2024-09-01 00:00:00,Delivered
O001647,C07655,2023-02-13 00:00:00,Returned
O001648,C09488,2024-09-05 00:00:00,Delivered
O001649,C04559,2024-01-22 00:00:00,Delivered
O001650,C03666,2023-11-19 00:00:00,Delivered
O001651,C00919,2024-03-05 00:00:00,Delivered
O001652,C04702,2023-10-25 00:00:00,Delivered
O001653,C00045,2024-03-08 00:00:00,Delivered
O001654,C08017,2023-11-11 00:00:00,Delivered
O001655,C01040,2024-12-01 00:00:00,Delivered
O001656,C00490,2023-06-07 00:00:00,Delivered
O001657,C07459,2024-10-15 00:00:00,Delivered
O001658,C07332,2023-03-08 00:00:00,Delivered
O001659,C07028,2023-10-31 00:00:00,Delivered
O001660,C02373,2023-07-19 00:00:00,Delivered
O001661,C05848,2024-11-20 00:00:00,Delivered
O001662,C06503,2024-07-30 00:00:00,Delivered
O001663,C08355,2023-01-17 00:00:00,Delivered
O001664,C08887,2024-07-02 00:00:00,Out for Delivery
O001665,C01618,2023-10-19 00:00:00,Delivered
O001666,C08865,2024-10-12 00:00:00,Delivered
O001667,C06348,2024-12-04 00:00:00,Out for Delivery
O001668,C05390,2023-09-26 00:00:00,Delivered
O001669,C01116,2023-07-04 00:00:00,Delivered
O001670,C02860,2023-05-28 00:00:00,Delivered
O001671,C00969,2024-03-10 00:00:00,Delivered
O001672,C01350,2023-09-13 00:00:00,Cancelled
O001673,C02969,2023-05-03 00:00:00,Delivered
O001674,C02597,2024-10-01 00:00:00,Delivered
O001675,C02364,2024-12-05 00:00:00,Delivered
O001676,C06748,2024-03-16 00:00:00,Delivered
O001677,C02352,2023-08-05 00:00:00,Cancelled
O001678,C09512,2024-02-21 00:00:00,Delivered
O001679,C07045,2024-04-10 00:00:00,Delivered
O001680,C06077,2024-08-21 00:00:00,Delivered
O001681,C09120,2024-02-11 00:00:00,Delivered
O001682,C09127,2024-04-28 00:00:00,Cancelled
O001683,C08674,2023-12-24 00:00:00,Delivered
O001684,C07286,2023-04-23 00:00:00,Returned
O001685,C01320,2024-06-18 00:00:00,Delivered
O001686,C07888,2024-12-12 00:00:00,Delivered
O001687,C08499,2023-04-27 00:00:00,Delivered
O001688,C07269,2023-01-19 00:00:00,Returned
O001689,C03261,2023-08-11 00:00:00,Delivered
O001690,C08803,2024-04-11 00:00:00,Delivered
O001691,C07288,2023-06-06 00:00:00,Delivered
O001692,C07256,2023-08-05 00:00:00,Delivered
O001693,C06315,2024-06-15 00:00:00,Delivered
O001694,C06831,2023-03-09 00:00:00,Delivered
O001695,C03641,2024-02-13 00:00:00,Delivered
O001696,C07916,2024-12-09 00:00:00,Delivered
O001697,C00753,2024-12-16 00:00:00,Out for Delivery
O001698,C02886,2024-11-19 00:00:00,Delivered
O001699,C00474,2024-05-08 00:00:00,Delivered
O001700,C09622,2023-11-26 00:00:00,Delivered
O001701,C06696,2023-07-05 00:00:00,Delivered
O001702,C04566,2023-04-02 00:00:00,Delivered
O001703,C02344,2023-10-14 00:00:00,Delivered
O001704,C01779,2023-05-13 00:00:00,Delivered
O001705,C01195,2023-10-20 00:00:00,Delivered
O001706,C01376,2023-10-04 00:00:00,Delivered
O001707,C05759,2024-06-17 00:00:00,Delivered
O001708,C04182,2023-12-17 00:00:00,Delivered
O001709,C01921,2023-09-15 00:00:00,Delivered
O001710,C03569,2024-07-08 00:00:00,Out for Delivery
O001711,C05658,2023-03-04 00:00:00,Delivered
O001712,C06264,2024-11-19 00:00:00,Delivered
O001713,C09635,2023-05-10 00:00:00,Out for Delivery
O001714,C05713,2023-03-12 00:00:00,Delivered
O001715,C04116,2024-12-10 00:00:00,Delivered
O001716,C05896,2024-08-29 00:00:00,Delivered
O001717,C02244,2024-07-10 00:00:00,Delivered
O001718,C09501,2023-10-18 00:00:00,Delivered
O001719,C04046,2023-12-28 00:00:00,Cancelled
O001720,C02220,2024-03-29 00:00:00,Delivered
O001721,C00178,2024-04-01 00:00:00,Delivered
O001722,C01218,2023-10-09 00:00:00,Delivered
O001723,C07842,2024-02-10 00:00:00,Delivered
O001724,C03796,2024-02-10 00:00:00,Out for Delivery
O001725,C01751,2024-05-19 00:00:00,Returned
O001726,C00763,2023-08-29 00:00:00,Cancelled
O001727,C02158,2023-11-16 00:00:00,Delivered
O001728,C03715,2023-10-17 00:00:00,Delivered
O001729,C07529,2024-10-31 00:00:00,Delivered
O001730,C02490,2024-12-07 00:00:00,Delivered
O001731,C01725,2024-04-13 00:00:00,Delivered
O001732,C05983,2023-06-16 00:00:00,Delivered
O001733,C06446,2023-01-14 00:00:00,Delivered
O001734,C01550,2023-06-13 00:00:00,Delivered
O001735,C01981,2024-05-07 00:00:00,Delivered
O001736,C00623,2024-07-30 00:00:00,Delivered
O001737,C04726,2023-01-17 00:00:00,Delivered
O001738,C00567,2024-10-20 00:00:00,Returned
O001739,C04442,2023-07-21 00:00:00,Out for Delivery
O001740,C05757,2023-06-24 00:00:00,Delivered
O001741,C09960,2024-09-24 00:00:00,Cancelled
O001742,C02011,2024-04-28 00:00:00,Out for Delivery
O001743,C06825,2023-07-07 00:00:00,Delivered
O001744,C06589,2024-12-12 00:00:00,Cancelled
O001745,C06032,2024-02-22 00:00:00,Delivered
O001746,C09100,2024-07-09 00:00:00,Out for Delivery
O001747,C04468,2024-11-16 00:00:00,Delivered
O001748,C05540,2024-10-24 00:00:00,Delivered
O001749,C05309,2024-01-20 00:00:00,Delivered
O001750,C00087,2024-02-29 00:00:00,Out for Delivery
O001751,C02622,2024-06-14 00:00:00,Delivered
O001752,C06327,2024-10-08 00:00:00,Delivered
O001753,C07993,2023-11-13 00:00:00,Delivered
O001754,C09154,2024-10-06 00:00:00,Cancelled
O001755,C08661,2024-04-26 00:00:00,Out for Delivery
O001756,C01208,2024-12-12 00:00:00,Delivered
O001757,C06732,2023-08-28 00:00:00,Delivered
O001758,C04734,2023-07-15 00:00:00,Out for Delivery
O001759,C03809,2023-09-07 00:00:00,Out for Delivery
O001760,C01511,2024-12-12 00:00:00,Delivered
O001761,C08013,2023-02-23 00:00:00,Delivered
O001762,C04685,2023-11-24 00:00:00,Delivered
O001763,C08660,2023-07-29 00:00:00,Returned
O001764,C09359,2024-11-02 00:00:00,Delivered
O001765,C00321,2023-10-13 00:00:00,Cancelled
O001766,C07765,2024-09-13 00:00:00,Delivered
O001767,C00297,2023-09-02 00:00:00,Delivered
O001768,C03437,2023-08-20 00:00:00,Cancelled
O001769,C09632,2024-09-15 00:00:00,Delivered
O001770,C01163,2024-06-09 00:00:00,Delivered
O001771,C00025,2023-06-14 00:00:00,Delivered
O001772,C06534,2024-03-25 00:00:00,Delivered
O001773,C07024,2023-09-21 00:00:00,Delivered
O001774,C00100,2024-09-03 00:00:00,Delivered
O001775,C00488,2024-12-19 00:00:00,Delivered
O001776,C07884,2024-03-26 00:00:00,Delivered
O001777,C01423,2023-10-25 00:00:00,Out for Delivery
O001778,C06279,2024-08-22 00:00:00,Delivered
O001779,C06420,2023-01-23 00:00:00,Delivered
O001780,C04657,2023-06-08 00:00:00,Delivered
O001781,C03521,2023-12-22 00:00:00,Out for Delivery
O001782,C04601,2023-02-09 00:00:00,Cancelled
O001783,C08251,2024-11-07 00:00:00,Delivered
O001784,C07262,2023-11-11 00:00:00,Delivered
O001785,C04753,2023-03-18 00:00:00,Delivered
O001786,C08636,2024-07-12 00:00:00,Cancelled
O001787,C05178,2024-07-07 00:00:00,Delivered
O001788,C04021,2024-11-07 00:00:00,Delivered
O001789,C02370,2024-02-06 00:00:00,Delivered
O001790,C03369,2023-09-09 00:00:00,Delivered
O001791,C00968,2024-01-28 00:00:00,Delivered
O001792,C08116,2024-05-05 00:00:00,Delivered
O001793,C08397,2024-07-31 00:00:00,Delivered
O001794,C03422,2024-07-01 00:00:00,Delivered
O001795,C00868,2023-01-11 00:00:00,Delivered
O001796,C01764,2023-01-03 00:00:00,Delivered
O001797,C09768,2024-10-09 00:00:00,Delivered
O001798,C05766,2023-01-29 00:00:00,Delivered
O001799,C06601,2023-05-08 00:00:00,Delivered
O001800,C04307,2024-06-10 00:00:00,Delivered
O001801,C07660,2023-04-26 00:00:00,Cancelled
O001802,C07106,2024-09-02 00:00:00,Delivered
O001803,C03956,2023-08-19 00:00:00,Delivered
O001804,C01749,2023-02-28 00:00:00,Delivered
O001805,C00874,2023-02-17 00:00:00,Delivered
O001806,C01910,2023-10-13 00:00:00,Delivered
O001807,C08612,2024-09-08 00:00:00,Delivered
O001808,C06257,2024-07-22 00:00:00,Delivered
O001809,C00372,2024-08-10 00:00:00,Out for Delivery
O001810,C08383,2024-09-08 00:00:00,Delivered
O001811,C03161,2024-09-20 00:00:00,Delivered
O001812,C03601,2024-11-18 00:00:00,Delivered
O001813,C04212,2024-02-05 00:00:00,Delivered
O001814,C06906,2024-10-11 00:00:00,Delivered
O001815,C07002,2023-02-06 00:00:00,Delivered
O001816,C03834,2024-06-16 00:00:00,Delivered
O001817,C02419,2024-11-30 00:00:00,Cancelled
O001818,C09056,2024-10-08 00:00:00,Delivered
O001819,C02994,2023-09-03 00:00:00,Delivered
O001820,C07510,2023-11-21 00:00:00,Delivered
O001821,C08140,2023-05-20 00:00:00,Delivered
O001822,C00609,2023-12-08 00:00:00,Delivered
O001823,C05194,2023-01-29 00:00:00,Delivered
O001824,C08907,2024-10-06 00:00:00,Cancelled
O001825,C07280,2023-06-05 00:00:00,Delivered
O001826,C06578,2024-01-04 00:00:00,Cancelled
O001827,C07231,2024-05-23 00:00:00,Delivered
O001828,C07622,2024-07-13 00:00:00,Returned
O001829,C08265,2024-04-27 00:00:00,Delivered
O001830,C00163,2024-06-08 00:00:00,Delivered
O001831,C08236,2023-08-04 00:00:00,Delivered
O001832,C02148,2023-01-02 00:00:00,Returned
O001833,C06420,2024-12-21 00:00:00,Delivered
O001834,C02131,2024-09-24 00:00:00,Delivered
O001835,C08326,2024-07-30 00:00:00,Delivered
O001836,C06160,2023-12-29 00:00:00,Delivered
O001837,C08215,2024-08-23 00:00:00,Delivered
O001838,C03972,2024-02-15 00:00:00,Delivered
O001839,C00300,2024-03-17 00:00:00,Delivered
O001840,C09295,2024-12-18 00:00:00,Cancelled
O001841,C08099,2024-01-02 00:00:00,Delivered
O001842,C03567,2024-06-20 00:00:00,Delivered
O001843,C04896,2024-10-25 00:00:00,Delivered
O001844,C03359,2024-07-25 00:00:00,Delivered
O001845,C01447,2023-12-29 00:00:00,Cancelled
O001846,C01149,2023-12-28 00:00:00,Out for Delivery
O001847,C00104,2023-01-11 00:00:00,Delivered
O001848,C08731,2023-08-04 00:00:00,Delivered
O001849,C03117,2023-11-06 00:00:00,Delivered
O001850,C05257,2024-10-30 00:00:00,Returned
O001851,C04806,2023-07-08 00:00:00,Delivered
O001852,C06516,2023-03-12 00:00:00,Delivered
O001853,C01037,2024-03-28 00:00:00,Out for Delivery
O001854,C04942,2023-08-12 00:00:00,Returned
O001855,C07394,2024-02-04 00:00:00,Delivered
O001856,C08548,2023-07-22 00:00:00,Delivered
O001857,C05882,2024-05-04 00:00:00,Delivered
O001858,C08381,2023-05-01 00:00:00,Out for Delivery
O001859,C06299,2024-09-02 00:00:00,Delivered
O001860,C03790,2024-10-22 00:00:00,Cancelled
O001861,C02449,2023-09-25 00:00:00,Delivered
O001862,C06669,2024-08-30 00:00:00,Delivered
O001863,C07006,2023-02-22 00:00:00,Delivered
O001864,C03011,2023-12-02 00:00:00,Delivered
O001865,C09531,2023-01-22 00:00:00,Delivered
O001866,C00119,2023-03-12 00:00:00,Delivered
O001867,C03962,2024-08-10 00:00:00,Cancelled
O001868,C09177,2024-08-11 00:00:00,Delivered
O001869,C08339,2023-10-25 00:00:00,Delivered
O001870,C03055,2023-10-14 00:00:00,Cancelled
O001871,C05039,2024-01-06 00:00:00,Delivered
O001872,C05090,2023-08-28 00:00:00,Delivered
O001873,C02999,2023-11-19 00:00:00,Delivered
O001874,C01237,2023-06-11 00:00:00,Out for Delivery
O001875,C09126,2024-02-17 00:00:00,Delivered
O001876,C05470,2023-05-26 00:00:00,Delivered
O001877,C03640,2024-10-07 00:00:00,Delivered
O001878,C01689,2023-02-20 00:00:00,Delivered
O001879,C08825,2024-01-26 00:00:00,Delivered
O001880,C05674,2023-05-19 00:00:00,Delivered
O001881,C00704,2023-02-10 00:00:00,Delivered
O001882,C03671,2023-12-11 00:00:00,Delivered
O001883,C01252,2023-07-27 00:00:00,Delivered
O001884,C05771,2024-04-17 00:00:00,Delivered
O001885,C04985,2023-10-21 00:00:00,Cancelled
O001886,C01386,2023-09-23 00:00:00,Delivered
O001887,C02434,2023-10-13 00:00:00,Delivered
O001888,C00300,2023-07-07 00:00:00,Returned
O001889,C05313,2024-05-31 00:00:00,Delivered
O001890,C05971,2023-11-30 00:00:00,Returned
O001891,C03424,2024-08-31 00:00:00,Cancelled
O001892,C09922,2024-05-15 00:00:00,Delivered
O001893,C06532,2023-01-08 00:00:00,Delivered
O001894,C05816,2023-02-15 00:00:00,Delivered
O001895,C06444,2023-06-11 00:00:00,Delivered
O001896,C06140,2024-08-23 00:00:00,Delivered
O001897,C04356,2024-11-23 00:00:00,Out for Delivery
O001898,C03893,2023-11-21 00:00:00,Delivered
O001899,C09365,2024-01-05 00:00:00,Out for Delivery
O001900,C05220,2024-02-22 00:00:00,Delivered
O001901,C01994,2024-04-21 00:00:00,Out for Delivery
O001902,C00239,2024-04-27 00:00:00,Delivered
O001903,C07134,2024-12-20 00:00:00,Delivered
O001904,C09130,2024-05-30 00:00:00,Delivered
O001905,C03334,2024-04-30 00:00:00,Delivered
O001906,C03607,2023-02-19 00:00:00,Delivered
O001907,C03002,2024-04-28 00:00:00,Returned
O001908,C03292,2024-04-24 00:00:00,Delivered
O001909,C08886,2023-04-06 00:00:00,Delivered
O001910,C04929,2023-10-09 00:00:00,Delivered
O001911,C08748,2024-08-16 00:00:00,Cancelled
O001912,C05856,2023-06-03 00:00:00,Delivered
O001913,C08892,2023-10-18 00:00:00,Delivered
O001914,C09326,2023-01-24 00:00:00,Delivered
O001915,C02752,2023-12-17 00:00:00,Cancelled
O001916,C08453,2024-04-12 00:00:00,Delivered
O001917,C05309,2024-04-19 00:00:00,Delivered
O001918,C01793,2023-08-05 00:00:00,Delivered
O001919,C02565,2023-02-01 00:00:00,Out for Delivery
O001920,C07418,2023-09-09 00:00:00,Out for Delivery
O001921,C05672,2023-11-05 00:00:00,Delivered
O001922,C05988,2024-10-17 00:00:00,Delivered
O001923,C04142,2023-01-01 00:00:00,Cancelled
O001924,C01572,2024-03-03 00:00:00,Delivered
O001925,C07540,2024-07-10 00:00:00,Delivered
O001926,C00997,2024-12-28 00:00:00,Delivered
O001927,C00514,2024-10-01 00:00:00,Returned
O001928,C03749,2023-07-22 00:00:00,Delivered
O001929,C08785,2024-01-25 00:00:00,Delivered
O001930,C05236,2023-03-14 00:00:00,Delivered
O001931,C01141,2023-10-23 00:00:00,Delivered
O001932,C04263,2024-07-04 00:00:00,Returned
O001933,C09239,2024-11-14 00:00:00,Delivered
O001934,C02733,2023-01-23 00:00:00,Cancelled
O001935,C06413,2023-03-10 00:00:00,Delivered
O001936,C05186,2023-01-31 00:00:00,Delivered
O001937,C01295,2024-03-24 00:00:00,Delivered
O001938,C08360,2024-12-30 00:00:00,Delivered
O001939,C05140,2023-01-22 00:00:00,Cancelled
O001940,C04899,2024-04-22 00:00:00,Delivered
O001941,C00520,2023-01-12 00:00:00,Cancelled
O001942,C06560,2023-07-07 00:00:00,Delivered
O001943,C00724,2023-03-19 00:00:00,Out for Delivery
O001944,C08085,2023-12-08 00:00:00,Delivered
O001945,C07617,2024-12-03 00:00:00,Delivered
O001946,C08953,2024-10-22 00:00:00,Delivered
O001947,C09833,2023-07-02 00:00:00,Delivered
O001948,C09224,2023-08-15 00:00:00,Delivered
O001949,C00281,2024-12-18 00:00:00,Delivered
O001950,C04597,2024-05-11 00:00:00,Delivered
O001951,C00312,2024-03-05 00:00:00,Delivered
O001952,C05879,2024-05-19 00:00:00,Delivered
O001953,C05263,2023-05-12 00:00:00,Delivered
O001954,C09464,2024-07-24 00:00:00,Delivered
O001955,C01157,2023-04-08 00:00:00,Delivered
O001956,C05330,2024-08-29 00:00:00,Delivered
O001957,C02602,2023-05-23 00:00:00,Returned
O001958,C01402,2024-06-11 00:00:00,Delivered
O001959,C08781,2024-04-04 00:00:00,Cancelled
O001960,C01802,2024-03-18 00:00:00,Out for Delivery
O001961,C04770,2024-12-01 00:00:00,Delivered
O001962,C05634,2023-03-14 00:00:00,Delivered
O001963,C06741,2023-03-26 00:00:00,Delivered
O001964,C00238,2023-09-07 00:00:00,Delivered
O001965,C08868,2024-11-16 00:00:00,Delivered
O001966,C07781,2024-06-17 00:00:00,Delivered
O001967,C01997,2023-11-22 00:00:00,Delivered
O001968,C02276,2024-10-02 00:00:00,Delivered
O001969,C04774,2023-09-05 00:00:00,Delivered
O001970,C09924,2023-04-29 00:00:00,Cancelled
O001971,C01659,2024-12-01 00:00:00,Delivered
O001972,C05774,2023-10-12 00:00:00,Delivered
O001973,C04605,2024-07-06 00:00:00,Delivered
O001974,C02206,2023-02-26 00:00:00,Delivered
O001975,C05181,2023-05-15 00:00:00,Delivered
O001976,C08105,2024-09-20 00:00:00,Delivered
O001977,C06471,2023-03-02 00:00:00,Delivered
O001978,C05797,2023-03-04 00:00:00,Cancelled
O001979,C09750,2023-07-14 00:00:00,Delivered
O001980,C03598,2023-01-23 00:00:00,Delivered
O001981,C06841,2024-07-14 00:00:00,Delivered
O001982,C02335,2023-01-14 00:00:00,Delivered
O001983,C08360,2023-10-17 00:00:00,Delivered
O001984,C02650,2024-07-23 00:00:00,Delivered
O001985,C04101,2024-08-09 00:00:00,Delivered
O001986,C05191,2024-04-02 00:00:00,Returned
O001987,C02454,2023-08-17 00:00:00,Delivered
O001988,C06170,2023-03-29 00:00:00,Out for Delivery
O001989,C03438,2024-07-17 00:00:00,Delivered
O001990,C01949,2024-06-21 00:00:00,Delivered
O001991,C00123,2023-11-24 00:00:00,Cancelled
O001992,C00706,2024-11-19 00:00:00,Delivered
O001993,C05228,2023-03-09 00:00:00,Delivered
O001994,C09238,2024-10-06 00:00:00,Delivered
O001995,C06426,2023-06-26 00:00:00,Delivered
O001996,C02951,2024-11-12 00:00:00,Out for Delivery
O001997,C04764,2024-10-20 00:00:00,Delivered
O001998,C08052,2023-01-17 00:00:00,Delivered
O001999,C03584,2023-10-26 00:00:00,Delivered
O002000,C02860,2023-03-15 00:00:00,Delivered
O002001,C05416,2023-05-20 00:00:00,Delivered
O002002,C04195,2023-06-06 00:00:00,Out for Delivery
O002003,C01804,2024-02-13 00:00:00,Delivered
O002004,C01688,2024-08-21 00:00:00,Returned
O002005,C07947,2023-12-30 00:00:00,Cancelled
O002006,C04989,2023-04-28 00:00:00,Delivered
O002007,C00251,2023-09-14 00:00:00,Delivered
O002008,C09412,2023-02-20 00:00:00,Delivered
O002009,C04933,2024-05-23 00:00:00,Delivered
O002010,C02401,2024-09-15 00:00:00,Delivered
O002011,C00919,2024-11-02 00:00:00,Delivered
O002012,C08569,2024-02-01 00:00:00,Cancelled
O002013,C06606,2023-03-17 00:00:00,Returned
O002014,C01770,2024-06-24 00:00:00,Cancelled
O002015,C07276,2023-02-28 00:00:00,Cancelled
O002016,C07182,2023-10-03 00:00:00,Delivered
O002017,C09082,2024-09-13 00:00:00,Cancelled
O002018,C00220,2024-03-01 00:00:00,Delivered
O002019,C00647,2023-06-06 00:00:00,Cancelled
O002020,C03107,2023-04-28 00:00:00,Delivered
O002021,C07078,2024-04-20 00:00:00,Delivered
O002022,C05194,2023-07-10 00:00:00,Delivered
O002023,C06732,2023-07-20 00:00:00,Delivered
O002024,C02578,2024-10-02 00:00:00,Delivered
O002025,C04592,2023-11-05 00:00:00,Out for Delivery
O002026,C05823,2023-01-30 00:00:00,Delivered
O002027,C05295,2023-11-10 00:00:00,Delivered
O002028,C08391,2024-08-14 00:00:00,Delivered
O002029,C05188,2024-01-16 00:00:00,Delivered
O002030,C08772,2024-08-21 00:00:00,Delivered
O002031,C05941,2024-11-28 00:00:00,Returned
O002032,C01926,2023-11-11 00:00:00,Delivered
O002033,C08195,2023-01-22 00:00:00,Delivered
O002034,C04846,2023-05-29 00:00:00,Delivered
O002035,C02646,2023-01-02 00:00:00,Cancelled
O002036,C07685,2023-08-07 00:00:00,Cancelled
O002037,C00200,2023-01-12 00:00:00,Delivered
O002038,C05277,2023-07-11 00:00:00,Out for Delivery
O002039,C02898,2023-09-08 00:00:00,Delivered
O002040,C01789,2023-10-23 00:00:00,Delivered
O002041,C00555,2023-09-28 00:00:00,Delivered
O002042,C07987,2024-08-25 00:00:00,Delivered
O002043,C09383,2023-12-02 00:00:00,Delivered
O002044,C04779,2023-07-16 00:00:00,Delivered
O002045,C07921,2023-03-14 00:00:00,Delivered
