transaction_id,order_id,product_id,quantity,amount,payment_mode
T003165,O002471,P01000,2,220,Credit Card
T003166,O012813,P00923,3,450,UPI
T003167,O008481,P00451,4,200,UPI
T003168,O017078,P00670,4,2160,UPI
T003169,O018135,P00719,2,400,Debit Card
T003170,O007657,P00413,5,900,Debit Card
T003171,O012269,P00443,5,350,UPI
T003172,O003772,P00132,2,440,Cash on Delivery
T003173,O004328,P00664,5,250,UPI
T003174,O011826,P00699,3,210,Net Banking
T003175,O005261,P00121,1,240,UPI
T003176,O014302,P00745,4,680,UPI
T003177,O006556,P00732,1,40,UPI
T003178,O014611,P00506,5,550,UPI
T003179,O007500,P01024,5,1350,Net Banking
T003180,O014355,P00323,5,1750,Debit Card
T003181,O015321,P01032,2,420,UPI
T003182,O007997,P00302,1,150,Credit Card
T003183,O013958,P00839,4,600,Cash on Delivery
T003184,O005546,P00582,1,60,Net Banking
T003185,O016243,P00538,2,560,UPI
T003186,O006207,P00038,2,500,UPI
T003187,O011485,P00891,2,1540,UPI
T003188,O006221,P00398,4,1040,UPI
T003189,O012896,P00198,3,1260,Credit Card
T003190,O009769,P00543,1,670,Cash on Delivery
T003191,O018697,P00938,4,400,Credit Card
T003192,O008798,P00203,1,130,UPI
T003193,O005955,P00075,3,1350,Credit Card
T003194,O006211,P00633,5,2450,UPI
T003195,O001542,P00104,4,80,Wallet
T003196,O003553,P00358,3,420,UPI
T003197,O003273,P00302,1,150,UPI
T003198,O019691,P00756,4,520,UPI
T003199,O001675,P00117,3,120,Debit Card
T003200,O015411,P00118,2,800,Wallet
T003201,O001041,P00347,2,1000,Debit Card
T003202,O004783,P00609,2,560,UPI
T003203,O017939,P00338,4,640,UPI
T003204,O015519,P00325,3,510,Cash on Delivery
T003205,O018261,P00804,2,1020,Net Banking
T003206,O019766,P00142,2,840,UPI
T003207,O019913,P00564,5,1650,Credit Card
T003208,O004079,P00765,1,100,UPI
T003209,O018509,P00215,3,750,Wallet
T003210,O000832,P00687,5,950,Cash on Delivery
T003211,O013043,P00057,1,30,Cash on Delivery
T003212,O011433,P00468,3,330,UPI
T003213,O019755,P00580,2,920,Credit Card
T003214,O011637,P00887,1,230,Debit Card
T003215,O001002,P00884,1,490,Cash on Delivery
T003216,O014463,P00388,2,580,UPI
T003217,O005012,P00127,4,800,UPI
T003218,O018913,P00929,3,390,UPI
T003219,O005043,P00364,2,1400,Wallet
T003220,O006164,P00594,4,800,Debit Card
T003221,O014372,P00776,2,400,Debit Card
T003222,O011577,P00726,3,570,Credit Card
T003223,O004982,P00004,1,300,UPI
T003224,O001062,P00680,2,400,Credit Card
T003225,O009961,P00588,1,50,UPI
T003226,O013296,P00581,4,920,Credit Card
T003227,O004151,P00777,2,260,Credit Card
T003228,O001322,P00135,3,990,UPI
T003229,O013060,P00515,4,880,UPI
T003230,O016130,P00657,3,600,Cash on Delivery
T003231,O017012,P00539,3,540,Credit Card
T003232,O017876,P00472,5,1450,UPI
T003233,O016706,P00314,5,1350,Credit Card
T003234,O001612,P01061,4,1840,UPI
T003235,O017712,P00691,1,240,UPI
T003236,O007997,P00771,4,960,UPI
T003237,O007159,P00111,4,960,UPI
T003238,O012389,P00222,3,360,UPI
T003239,O014038,P00835,3,870,UPI
T003240,O004524,P01063,5,300,UPI
T003241,O009960,P00110,2,1000,Debit Card
T003242,O006233,P00527,1,100,UPI
T003243,O007646,P00314,3,810,UPI
T003244,O010858,P00575,4,320,UPI
T003245,O004625,P00742,4,2760,Credit Card
T003246,O011542,P00437,2,80,Wallet
T003247,O003442,P01023,1,60,Credit Card
T003248,O012136,P00543,3,2010,Wallet
T003249,O006496,P00065,3,450,UPI
T003250,O004633,P00148,3,270,UPI
T003251,O014501,P01022,3,450,UPI
T003252,O004989,P00211,1,560,UPI
T003253,O002654,P00766,5,1100,Credit Card
T003254,O014387,P00424,1,250,Wallet
T003255,O011617,P00087,1,570,Cash on Delivery
T003256,O001081,P00629,3,480,UPI
T003257,O012241,P00922,2,260,Debit Card
T003258,O003708,P00747,5,200,Cash on Delivery
T003259,O005142,P00974,1,110,UPI
T003260,O016164,P00287,4,800,Credit Card
T003261,O000682,P00637,1,90,UPI
T003262,O001676,P00180,4,920,UPI
T003263,O005152,P00231,4,720,Debit Card
T003264,O001389,P00764,1,210,Debit Card
T003265,O012159,P00711,1,90,UPI
T003266,O000959,P00016,2,280,Cash on Delivery
T003267,O005774,P00272,5,600,UPI
T003268,O018021,P00882,2,1320,Credit Card
T003269,O000022,P00097,4,240,Net Banking
T003270,O015365,P00261,1,130,UPI
T003271,O013929,P00772,2,500,Debit Card
T003272,O014812,P00164,4,1760,UPI
T003273,O006135,P01167,5,1450,Debit Card
T003274,O018819,P00946,5,1900,Cash on Delivery
T003275,O006633,P00619,3,360,Credit Card
T003276,O010902,P00974,5,550,UPI
T003277,O014447,P00916,3,210,UPI
T003278,O005568,P00411,5,350,Net Banking
T003279,O019434,P00260,4,1240,Credit Card
T003280,O002183,P00204,4,160,Debit Card
T003281,O019255,P00070,1,160,Credit Card
T003282,O005283,P00342,4,1080,Wallet
T003283,O015122,P00425,5,600,UPI
T003284,O005305,P00829,3,570,Credit Card
T003285,O012269,P00010,2,180,UPI
T003286,O015107,P00524,5,750,UPI
T003287,O008226,P00421,2,400,UPI
T003288,O011866,P00257,2,880,Wallet
T003289,O000759,P00075,1,450,UPI
T003290,O012330,P00249,5,1400,UPI
T003291,O010803,P00994,2,140,Net Banking
T003292,O015045,P00059,2,140,UPI
T003293,O010841,P00077,2,220,Debit Card
T003294,O007693,P01125,5,1950,UPI
T003295,O018073,P00332,3,90,Cash on Delivery
T003296,O002841,P01084,3,870,Credit Card
T003297,O009952,P00030,4,1000,UPI
T003298,O016522,P00506,5,550,UPI
T003299,O014203,P01149,1,160,UPI
T003300,O013719,P00790,4,720,UPI
T003301,O016833,P00461,5,750,UPI
T003302,O016699,P00258,3,660,Cash on Delivery
T003303,O003677,P00523,5,300,UPI
T003304,O001828,P00469,1,290,UPI
T003305,O019241,P00727,2,480,UPI
T003306,O008285,P01163,4,2240,UPI
T003307,O012070,P00643,2,1160,Credit Card
T003308,O007136,P01147,3,120,UPI
T003309,O011958,P01185,4,1320,UPI
T003310,O012783,P00990,3,630,UPI
T003311,O008811,P00992,3,540,UPI
T003312,O019673,P00604,3,360,Credit Card
T003313,O019488,P00449,3,450,Debit Card
T003314,O005898,P00490,3,690,Wallet
T003315,O011174,P01181,2,760,UPI
T003316,O002611,P00449,5,750,Net Banking
T003317,O013798,P00285,5,650,UPI
T003318,O012462,P00859,1,230,Credit Card
T003319,O006914,P01102,5,950,UPI
T003320,O006674,P00254,5,1700,UPI
T003321,O000508,P00142,5,2100,Credit Card
T003322,O006912,P00908,3,210,UPI
T003323,O003950,P00130,3,120,UPI
T003324,O006638,P00081,2,780,Cash on Delivery
T003325,O001941,P00787,1,210,UPI
T003326,O012936,P00057,2,60,Wallet
T003327,O015861,P00999,5,1350,UPI
T003328,O017818,P01096,5,800,Wallet
T003329,O003673,P00427,1,180,UPI
T003330,O015824,P00893,4,640,UPI
T003331,O005191,P00016,1,140,UPI
T003332,O000183,P00427,5,900,UPI
T003333,O018130,P00497,1,120,Debit Card
T003334,O013141,P00742,1,690,UPI
T003335,O007129,P00897,3,720,Credit Card
T003336,O015142,P00069,5,1900,UPI
T003337,O003876,P00895,1,220,UPI
T003338,O006171,P00940,2,280,Wallet
T003339,O011313,P00089,2,60,UPI
T003340,O006407,P00713,5,1200,Debit Card
T003341,O002225,P01130,3,480,Credit Card
T003342,O012327,P00162,1,20,UPI
T003343,O017170,P00688,2,540,UPI
T003344,O011813,P00762,5,250,Debit Card
T003345,O009182,P01031,2,400,Credit Card
T003346,O013887,P00391,4,360,Debit Card
T003347,O011761,P00541,5,950,UPI
T003348,O015529,P00665,1,70,Debit Card
T003349,O015257,P00685,4,2240,UPI
T003350,O002587,P00706,5,1350,Debit Card
T003351,O019816,P00135,1,330,Debit Card
T003352,O019287,P00288,1,590,UPI
T003353,O018837,P01135,1,280,UPI
T003354,O009147,P01140,5,1000,Credit Card
T003355,O000117,P00174,2,1140,Credit Card
T003356,O010506,P00406,1,170,UPI
T003357,O003913,P00918,2,320,UPI
T003358,O000736,P00246,2,220,Debit Card
T003359,O007770,P00808,2,180,UPI
T003360,O008128,P00918,2,320,UPI
T003361,O011552,P00732,4,160,Debit Card
T003362,O010181,P00799,4,440,Net Banking
T003363,O016360,P00607,5,1200,UPI
T003364,O006568,P00211,2,1120,Credit Card
T003365,O002182,P00736,1,170,UPI
T003366,O015466,P01154,2,340,Debit Card
T003367,O017463,P00517,5,350,Cash on Delivery
T003368,O004077,P00410,4,200,UPI
T003369,O008126,P00323,5,1750,Net Banking
T003370,O002575,P01024,5,1350,UPI
T003371,O013965,P01065,5,1550,UPI
T003372,O012007,P01092,4,640,UPI
T003373,O003979,P00736,3,510,UPI
T003374,O016642,P00573,1,230,UPI
T003375,O008079,P00895,3,660,UPI
T003376,O015315,P00578,5,2650,Debit Card
T003377,O011251,P00975,5,2800,UPI
T003378,O017788,P00329,1,560,Debit Card
T003379,O010966,P00562,2,280,UPI
T003380,O005009,P00023,3,720,Credit Card
T003381,O001085,P00214,5,900,Cash on Delivery
T003382,O000078,P00238,2,220,Credit Card
T003383,O007415,P00030,1,250,UPI
T003384,O002430,P00351,3,630,Wallet
T003385,O018101,P00714,2,580,Debit Card
T003386,O005449,P00559,5,1100,UPI
T003387,O011451,P00131,1,240,UPI
T003388,O002404,P00066,5,750,UPI
T003389,O007522,P00805,1,340,UPI
T003390,O008844,P00011,4,400,UPI
T003391,O003291,P00914,4,400,Debit Card
T003392,O018266,P00356,1,250,UPI
T003393,O011247,P00108,3,300,Credit Card
T003394,O016587,P00446,5,1500,Debit Card
T003395,O012018,P00567,3,630,UPI
T003396,O002813,P00805,2,680,Net Banking
T003397,O007159,P00378,3,1050,UPI
T003398,O012337,P00584,5,1300,Credit Card
T003399,O008657,P00682,3,720,Credit Card
T003400,O014917,P01125,5,1950,UPI
T003401,O006670,P01023,4,240,UPI
T003402,O017171,P00919,3,300,UPI
T003403,O018132,P00064,1,40,Credit Card
T003404,O013974,P00685,4,2240,Debit Card
T003405,O002123,P00725,3,690,UPI
T003406,O000698,P00261,1,130,Wallet
T003407,O002580,P00827,4,2200,UPI
T003408,O011466,P01151,3,120,UPI
T003409,O017752,P00907,5,250,UPI
T003410,O012314,P01081,4,560,Debit Card
T003411,O017188,P00012,4,1000,UPI
T003412,O007572,P00436,2,900,Cash on Delivery
T003413,O002409,P00205,3,330,UPI
T003414,O010191,P00568,1,340,Net Banking
T003415,O006856,P00081,5,1950,UPI
T003416,O004572,P00231,2,360,UPI
T003417,O004278,P01032,4,840,UPI
T003418,O011754,P00800,4,840,UPI
T003419,O002265,P00208,4,960,Wallet
T003420,O018175,P01172,4,840,Credit Card
T003421,O010738,P00935,1,80,Net Banking
T003422,O005930,P00641,4,600,Wallet
T003423,O015508,P00080,5,2900,UPI
T003424,O010859,P00168,3,1290,UPI
T003425,O004163,P00516,1,310,UPI
T003426,O001764,P00717,5,2300,Debit Card
T003427,O002333,P00023,1,240,Credit Card
T003428,O002057,P00676,2,360,UPI
T003429,O009779,P01142,2,120,UPI
T003430,O001286,P00443,5,350,UPI
T003431,O016797,P00306,5,1900,UPI
T003432,O003254,P00891,5,3850,Debit Card
T003433,O011849,P00995,3,600,Debit Card
T003434,O015599,P00830,1,210,Debit Card
T003435,O008874,P00378,5,1750,Cash on Delivery
T003436,O005838,P00471,1,350,UPI
T003437,O009663,P00989,4,440,UPI
T003438,O004291,P00333,4,920,Cash on Delivery
T003439,O006819,P00503,5,1500,UPI
T003440,O005674,P00106,5,2950,Credit Card
T003441,O006992,P00444,4,440,Net Banking
T003442,O017815,P00114,3,540,UPI
T003443,O015052,P00265,3,2220,Debit Card
T003444,O013092,P00012,3,750,UPI
T003445,O012003,P00901,4,1280,Credit Card
T003446,O002756,P00297,5,3250,UPI
T003447,O004745,P00752,3,750,Credit Card
T003448,O015951,P00336,5,200,UPI
T003449,O001198,P00451,3,150,UPI
T003450,O016408,P00230,3,390,Debit Card
T003451,O012788,P01129,5,1250,Debit Card
T003452,O015860,P00868,4,800,Wallet
T003453,O017472,P00281,3,750,Debit Card
T003454,O016498,P00654,1,240,Cash on Delivery
T003455,O006663,P00962,1,330,UPI
T003456,O008815,P00947,1,160,UPI
T003457,O013199,P01131,4,880,UPI
T003458,O005217,P01050,4,2040,Debit Card
T003459,O014031,P00654,2,480,UPI
T003460,O008956,P00343,2,460,UPI
T003461,O017600,P00162,3,60,UPI
T003462,O006112,P00277,2,520,UPI
T003463,O009797,P00160,4,320,Net Banking
T003464,O016605,P00976,5,600,UPI
T003465,O017030,P00818,1,350,Credit Card
T003466,O010545,P00612,3,2100,UPI
T003467,O015240,P00755,3,150,UPI
T003468,O006799,P00057,4,120,UPI
T003469,O005481,P00953,4,2920,Debit Card
T003470,O010774,P01139,1,250,Credit Card
T003471,O017260,P00134,5,1750,UPI
T003472,O018250,P00259,1,130,UPI
T003473,O012146,P00249,1,280,UPI
T003474,O000607,P00613,5,1750,UPI
T003475,O011301,P00999,2,540,Credit Card
T003476,O006064,P00976,3,360,UPI
T003477,O003964,P00795,2,640,Credit Card
T003478,O012777,P01100,5,2800,UPI
T003479,O011014,P00764,5,1050,UPI
T003480,O006062,P01181,2,760,UPI
T003481,O000546,P00681,3,390,UPI
T003482,O014077,P00948,1,190,UPI
T003483,O013260,P01159,2,160,Credit Card
T003484,O002897,P00685,1,560,Wallet
T003485,O018312,P01140,3,600,Credit Card
T003486,O007361,P00522,5,500,Credit Card
T003487,O012402,P00730,4,2000,Debit Card
T003488,O014078,P00700,4,280,UPI
T003489,O008580,P00286,5,900,UPI
T003490,O005979,P00077,1,110,UPI
T003491,O007139,P00503,4,1200,UPI
T003492,O013572,P00773,1,370,Debit Card
T003493,O017032,P00574,5,1350,UPI
T003494,O012608,P01026,1,120,Debit Card
T003495,O016820,P00112,3,1770,Cash on Delivery
T003496,O000429,P00856,4,320,UPI
T003497,O001600,P01164,1,100,UPI
T003498,O007811,P00385,2,120,Credit Card
T003499,O017656,P00084,3,690,Net Banking
T003500,O017743,P00268,3,1440,UPI
T003501,O017512,P00190,2,180,UPI
T003502,O000877,P01063,2,120,UPI
T003503,O006542,P00415,3,960,UPI
T003504,O010822,P01154,4,680,UPI
T003505,O005185,P00638,1,540,Credit Card
T003506,O013499,P00795,3,960,UPI
T003507,O006454,P00439,4,280,UPI
T003508,O014422,P00556,4,120,UPI
T003509,O008512,P00526,5,200,Wallet
T003510,O009442,P01124,4,1680,UPI
T003511,O011764,P00741,2,360,UPI
T003512,O018098,P00938,5,500,UPI
T003513,O003120,P00872,3,570,UPI
T003514,O001102,P00117,4,160,Debit Card
T003515,O001640,P00634,3,300,Cash on Delivery
T003516,O012053,P00071,2,280,UPI
T003517,O006989,P00116,5,950,UPI
T003518,O010854,P00978,4,880,UPI
T003519,O018496,P00806,5,1300,Credit Card
T003520,O003372,P00909,2,800,UPI
T003521,O008696,P00971,4,2360,UPI
T003522,O004295,P00302,5,750,Debit Card
T003523,O016141,P00923,2,300,UPI
T003524,O011713,P01026,1,120,UPI
T003525,O001309,P01041,3,480,Cash on Delivery
T003526,O006561,P00997,1,70,UPI
T003527,O007263,P00376,3,330,UPI
T003528,O019949,P00286,3,540,UPI
T003529,O006149,P01109,2,80,UPI
T003530,O018492,P00424,4,1000,UPI
T003531,O005899,P00777,5,650,Debit Card
T003532,O018735,P00492,2,840,Cash on Delivery
T003533,O017415,P00199,2,1400,Cash on Delivery
T003534,O011095,P00068,1,280,Cash on Delivery
T003535,O016310,P00269,1,170,Credit Card
T003536,O015808,P00086,1,160,UPI
T003537,O016885,P00509,1,760,Net Banking
T003538,O002612,P00047,5,3850,UPI
T003539,O009652,P00201,4,3120,Credit Card
T003540,O011925,P00166,2,60,UPI
T003541,O013094,P00685,4,2240,UPI
T003542,O001913,P00554,5,1950,Debit Card
T003543,O012890,P00010,1,90,Net Banking
T003544,O003440,P00440,1,250,UPI
T003545,O002088,P00208,5,1200,UPI
T003546,O017319,P01086,3,1770,Cash on Delivery
T003547,O003268,P00742,5,3450,Cash on Delivery
T003548,O005708,P00557,3,1650,Debit Card
T003549,O008111,P00057,2,60,UPI
T003550,O015506,P00633,3,1470,UPI
T003551,O001404,P00203,4,520,Debit Card
T003552,O011234,P00533,5,1950,Debit Card
T003553,O018521,P00339,2,440,Net Banking
T003554,O002242,P00274,1,150,UPI
T003555,O001529,P00754,2,860,Net Banking
T003556,O013014,P00524,4,600,UPI
T003557,O019220,P00994,1,70,Wallet
T003558,O010920,P00013,3,480,Net Banking
T003559,O018177,P00684,4,960,Wallet
T003560,O005220,P00128,2,560,UPI
T003561,O017783,P00374,3,780,Credit Card
T003562,O000832,P00572,5,1650,Debit Card
T003563,O004654,P00671,5,1700,Debit Card
T003564,O016570,P00366,4,440,Wallet
T003565,O016351,P00645,2,720,UPI
T003566,O011256,P00731,3,630,Wallet
T003567,O008311,P00946,3,1140,Credit Card
T003568,O014880,P01188,3,480,UPI
T003569,O018434,P00154,3,690,UPI
T003570,O017485,P00286,3,540,UPI
T003571,O019377,P00149,2,360,Cash on Delivery
T003572,O016552,P00813,4,400,UPI
T003573,O014939,P00221,4,1880,UPI
T003574,O007592,P01091,1,290,Credit Card
T003575,O019775,P00097,3,180,UPI
T003576,O010870,P00743,4,1760,Debit Card
T003577,O013377,P01178,4,2760,Cash on Delivery
T003578,O017102,P00098,1,640,Debit Card
T003579,O017438,P00797,1,20,Debit Card
T003580,O016096,P00208,2,480,Debit Card
T003581,O011065,P00261,1,130,UPI
T003582,O015199,P00347,2,1000,Credit Card
T003583,O011352,P00947,5,800,Cash on Delivery
T003584,O005170,P00384,3,1260,UPI
T003585,O012069,P01126,2,200,Credit Card
T003586,O019317,P01118,3,240,UPI
T003587,O002998,P01192,1,490,UPI
T003588,O018994,P00304,4,240,UPI
T003589,O012932,P01089,4,600,Wallet
T003590,O008658,P00275,2,780,Cash on Delivery
T003591,O016983,P00240,3,210,UPI
T003592,O009457,P01079,1,60,Credit Card
T003593,O011047,P00531,3,90,Debit Card
T003594,O003967,P00674,4,1120,UPI
T003595,O016986,P00625,2,60,Credit Card
T003596,O009281,P00145,1,490,UPI
T003597,O010162,P00080,5,2900,Net Banking
T003598,O013889,P01002,3,90,Wallet
T003599,O011720,P01171,5,2500,Credit Card
T003600,O005276,P00949,1,270,Net Banking
T003601,O009376,P00711,4,360,UPI
T003602,O011054,P00317,4,1680,Debit Card
T003603,O007971,P00619,5,600,UPI
T003604,O010600,P00676,1,180,UPI
T003605,O010569,P00192,5,150,Cash on Delivery
T003606,O015907,P00852,1,40,Net Banking
T003607,O016115,P00854,5,900,Debit Card
T003608,O001955,P00040,2,240,UPI
T003609,O004972,P00257,2,880,UPI
T003610,O008590,P01003,5,1150,Credit Card
T003611,O010089,P01164,2,200,UPI
T003612,O010511,P00859,3,690,UPI
T003613,O001541,P00009,1,160,UPI
T003614,O011737,P01114,1,170,UPI
T003615,O013786,P00054,1,170,UPI
T003616,O000507,P00895,4,880,Credit Card
T003617,O012450,P00733,4,120,Cash on Delivery
T003618,O016510,P00330,5,500,UPI
T003619,O006247,P00450,3,2250,Credit Card
T003620,O002786,P00848,5,650,UPI
T003621,O017779,P01106,2,560,Credit Card
T003622,O001399,P01054,2,560,UPI
T003623,O003912,P00889,5,2900,Credit Card
T003624,O011899,P01102,5,950,Wallet
T003625,O014714,P00892,2,180,Debit Card
T003626,O014918,P00335,2,200,Cash on Delivery
T003627,O006942,P00193,4,840,UPI
T003628,O007738,P00150,1,70,UPI
T003629,O014613,P00106,1,590,Cash on Delivery
T003630,O019910,P00172,1,210,UPI
T003631,O008300,P00295,3,1620,Cash on Delivery
T003632,O008323,P00895,1,220,UPI
T003633,O006561,P01031,2,400,UPI
T003634,O005352,P00276,2,660,Net Banking
T003635,O018427,P00885,5,250,UPI
T003636,O001791,P00686,3,1740,UPI
T003637,O006535,P00981,5,2700,Debit Card
T003638,O016462,P00896,5,2350,Net Banking
T003639,O007494,P00009,3,480,Debit Card
T003640,O017343,P01046,2,140,Net Banking
T003641,O014228,P01059,1,200,Net Banking
T003642,O003214,P00590,4,480,Debit Card
T003643,O018328,P00146,1,530,UPI
T003644,O015258,P01121,2,1140,Debit Card
T003645,O004851,P01190,4,1200,UPI
T003646,O006898,P00891,4,3080,UPI
T003647,O007665,P00833,4,120,Cash on Delivery
T003648,O003582,P00383,2,600,UPI
T003649,O013232,P00858,5,1050,Debit Card
T003650,O008401,P00755,4,200,UPI
T003651,O008428,P00620,3,630,Wallet
T003652,O005439,P00193,2,420,Debit Card
T003653,O015778,P00254,4,1360,UPI
T003654,O016430,P00511,4,160,UPI
T003655,O012412,P00790,1,180,Cash on Delivery
T003656,O019433,P00867,5,800,UPI
T003657,O019359,P00102,1,200,UPI
T003658,O016184,P00022,4,2200,Debit Card
T003659,O016750,P00495,5,700,UPI
T003660,O004381,P00085,2,660,Cash on Delivery
T003661,O008354,P00408,3,630,Debit Card
T003662,O009188,P01053,2,400,Debit Card
T003663,O013054,P00821,4,160,Credit Card
T003664,O004252,P00266,5,100,UPI
T003665,O008912,P00245,5,300,UPI
T003666,O011390,P00384,3,1260,Credit Card
T003667,O008860,P00431,5,1150,Cash on Delivery
T003668,O016876,P00949,1,270,Credit Card
T003669,O019631,P01123,1,210,UPI
T003670,O019973,P00266,5,100,UPI
T003671,O003671,P00259,5,650,Debit Card
T003672,O000064,P00575,3,240,UPI
T003673,O016370,P00372,2,440,UPI
T003674,O015908,P00036,5,350,UPI
T003675,O010131,P00646,2,120,UPI
T003676,O006507,P00348,5,3400,Cash on Delivery
T003677,O018194,P01009,2,320,Debit Card
T003678,O019301,P01100,3,1680,Debit Card
T003679,O009047,P00407,5,800,Cash on Delivery
T003680,O009389,P00730,2,1000,UPI
T003681,O002041,P00994,1,70,Net Banking
T003682,O019254,P00991,5,1900,Net Banking
T003683,O018365,P01109,1,40,Debit Card
T003684,O006045,P00212,3,1590,UPI
T003685,O015061,P00483,4,440,UPI
T003686,O018840,P00674,4,1120,Credit Card
T003687,O011101,P01175,3,900,Credit Card
T003688,O018048,P00555,1,150,Debit Card
T003689,O011497,P00332,4,120,UPI
T003690,O011447,P01029,3,450,Credit Card
T003691,O004203,P01110,4,800,Debit Card
T003692,O012732,P00057,3,90,UPI
T003693,O009541,P00931,3,480,Credit Card
T003694,O016639,P01183,1,100,UPI
T003695,O018348,P00814,4,720,Debit Card
T003696,O015873,P00140,4,240,Net Banking
T003697,O015734,P01146,4,600,Debit Card
T003698,O001582,P00493,5,1400,UPI
T003699,O013333,P00715,3,570,UPI
T003700,O015975,P00929,4,520,Credit Card
T003701,O014678,P00874,1,80,UPI
T003702,O013995,P01044,2,340,Debit Card
T003703,O006835,P00663,1,110,UPI
T003704,O004356,P00569,2,300,Credit Card
T003705,O008775,P01112,2,180,Debit Card
T003706,O002285,P01098,1,230,UPI
T003707,O019437,P00639,3,1950,UPI
T003708,O011054,P00382,5,1150,Debit Card
T003709,O010000,P01008,4,680,UPI
T003710,O010332,P00085,1,330,Net Banking
T003711,O002470,P00415,3,960,UPI
T003712,O014285,P00233,5,1650,Net Banking
T003713,O013498,P00871,3,690,Cash on Delivery
T003714,O013425,P01125,1,390,Net Banking
T003715,O012060,P00219,1,130,UPI
T003716,O016940,P00682,4,960,Cash on Delivery
T003717,O014936,P00750,5,650,UPI
T003718,O001651,P00562,2,280,UPI
T003719,O004214,P00874,1,80,UPI
T003720,O006438,P00647,2,140,UPI
T003721,O013802,P00350,2,500,Debit Card
T003722,O012471,P00989,3,330,Cash on Delivery
T003723,O011723,P00523,4,240,UPI
T003724,O006833,P00488,1,170,Debit Card
T003725,O019363,P00021,1,40,UPI
T003726,O014109,P00769,5,3600,UPI
T003727,O013369,P00533,5,1950,UPI
T003728,O019000,P00182,1,100,Net Banking
T003729,O005017,P00723,1,170,Debit Card
T003730,O000011,P00760,4,320,UPI
T003731,O011605,P00586,2,220,Cash on Delivery
T003732,O008042,P00381,3,600,Credit Card
T003733,O011996,P00728,1,110,Debit Card
T003734,O002647,P00014,5,1850,UPI
T003735,O015984,P00430,2,600,Credit Card
T003736,O004101,P00656,1,20,Debit Card
T003737,O018186,P00890,4,2120,Debit Card
T003738,O004141,P00153,2,500,Credit Card
T003739,O001645,P01162,4,840,UPI
T003740,O007043,P00315,2,100,Debit Card
T003741,O008884,P01185,5,1650,UPI
T003742,O017803,P01161,4,960,Credit Card
T003743,O016195,P00923,3,450,UPI
T003744,O016072,P00022,5,2750,UPI
T003745,O007415,P00246,4,440,Credit Card
T003746,O002340,P01122,2,1340,UPI
T003747,O014264,P00795,5,1600,Credit Card
T003748,O011438,P00792,3,1140,Credit Card
T003749,O018779,P00917,1,280,UPI
T003750,O017697,P00883,3,150,UPI
T003751,O004325,P00297,1,650,Cash on Delivery
T003752,O009527,P00660,5,350,UPI
T003753,O018534,P00580,3,1380,UPI
T003754,O006128,P01166,5,250,Debit Card
T003755,O011487,P01066,4,280,Wallet
T003756,O014869,P00778,5,800,UPI
T003757,O015965,P00608,5,850,Cash on Delivery
T003758,O010961,P00746,4,840,Cash on Delivery
T003759,O011748,P00681,5,650,UPI
T003760,O002508,P01183,4,400,UPI
T003761,O005132,P00617,2,360,Cash on Delivery
T003762,O018090,P00761,2,500,UPI
T003763,O001271,P00073,3,390,UPI
T003764,O019493,P00809,2,260,UPI
T003765,O016008,P00577,4,2560,UPI
T003766,O014337,P00813,4,400,Cash on Delivery
T003767,O001481,P00367,3,660,UPI
T003768,O011636,P01098,4,920,Credit Card
T003769,O004044,P01181,3,1140,UPI
T003770,O002653,P00614,4,480,Credit Card
T003771,O004913,P00365,5,450,Debit Card
T003772,O017265,P00243,1,280,Debit Card
T003773,O016714,P00263,4,1040,Debit Card
T003774,O008951,P00407,4,640,UPI
T003775,O007932,P00846,3,60,Cash on Delivery
T003776,O019296,P01074,1,300,UPI
T003777,O014413,P00461,4,600,UPI
T003778,O018997,P00181,5,750,Cash on Delivery
T003779,O003483,P00207,1,500,Cash on Delivery
T003780,O003854,P00687,5,950,UPI
T003781,O016955,P01066,3,210,Cash on Delivery
T003782,O015013,P01200,4,960,UPI
T003783,O019686,P00813,5,500,UPI
T003784,O017998,P00693,5,750,UPI
T003785,O018167,P00814,1,180,Debit Card
T003786,O002768,P00703,3,1020,Cash on Delivery
T003787,O007505,P00292,5,2050,UPI
T003788,O011151,P01063,5,300,UPI
T003789,O012937,P00067,4,1920,Credit Card
T003790,O017620,P00418,4,280,Cash on Delivery
T003791,O009707,P00758,5,1150,UPI
T003792,O009722,P00787,5,1050,UPI
T003793,O007843,P00785,5,1350,Debit Card
T003794,O005158,P01032,3,630,UPI
T003795,O000684,P00118,3,1200,Debit Card
T003796,O005940,P00568,4,1360,UPI
T003797,O008688,P00231,5,900,Credit Card
T003798,O002797,P00972,5,250,Debit Card
T003799,O006831,P01139,3,750,UPI
T003800,O013776,P00327,1,480,Debit Card
T003801,O007133,P00452,3,2040,Credit Card
T003802,O003999,P01002,1,30,Wallet
T003803,O006238,P00838,2,440,Debit Card
T003804,O019565,P01049,3,120,Credit Card
T003805,O011808,P00290,2,260,UPI
T003806,O009801,P00041,4,1120,Credit Card
T003807,O008631,P00417,2,1340,UPI
T003808,O013212,P00932,1,350,Cash on Delivery
T003809,O001037,P00595,1,260,UPI
T003810,O004223,P01177,4,1160,Wallet
T003811,O015508,P00904,5,1200,Debit Card
T003812,O018322,P00930,3,2340,Debit Card
T003813,O007435,P00550,4,1080,Debit Card
T003814,O014961,P01000,1,110,UPI
T003815,O014660,P01155,5,700,UPI
