delivery_id,order_id,delivery_time_mins,delivery_status,distance_km
D004047,O004047,19,Delivered On Time,2.6
D004048,O004048,29,Delivered Late,1.2
D004049,O004049,36,Delivered Late,4.9
D004050,O004050,32,Delivered Late,2.2
D004051,O004051,85,Delivered Late,9.1
D004052,O004052,50,Delivered Late,5.8
D004053,O004053,39,Delivered Late,5.1
D004054,O004054,85,Delivered On Time,9.9
D004055,O004055,9,Delivered On Time,0.9
D004056,O004056,59,Delivered Late,5.8
D004057,O004057,18,Delivered On Time,3.2
D004058,O004058,40,Delivered Late,2.3
D004059,O004059,84,Delivered Late,9.4
D004060,O004060,73,Delivered Late,7.2
D004061,O004061,42,Delivered On Time,6.4
D004062,O004062,40,Delivered Late,4.9
D004063,O004063,41,Delivered On Time,5.5
D004064,O004064,15,Delivered On Time,2.4
D004065,O004065,22,Delivered On Time,4.2
D004066,O004066,26,Delivered Late,2
D004067,O004067,69,Delivered Late,7.5
D004068,O004068,66,Delivered On Time,8.1
D004069,O004069,31,Delivered Late,2.9
D004070,O004070,69,Delivered On Time,9.1
D004071,O004071,57,Delivered On Time,8.1
D004072,O004072,20,Delivered On Time,3.9
D004073,O004073,11,Delivered On Time,2.5
D004074,O004074,46,Delivered Late,3.2
D004075,O004075,50,Delivered Late,6.2
D004076,O004076,86,Delivered Late,8.4
D004077,O004077,32,Delivered On Time,4.7
D004078,O004078,21,Delivered On Time,3.3
D004079,O004079,17,Delivered Late,1.4
D004080,O004080,45,Delivered Late,5.4
D004081,O004081,20,Delivered On Time,3.1
D004082,O004082,29,Delivered Late,1.4
D004083,O004083,37,Delivered Late,5.8
D004084,O004084,54,Delivered On Time,7.1
D004085,O004085,42,Delivered Late,3.9
D004086,O004086,26,Delivered On Time,3.6
D004087,O004087,41,Delivered On Time,6.6
D004088,O004088,46,Delivered Late,4.5
D004089,O004089,42,Delivered On Time,7.3
D004090,O004090,28,Delivered Late,2.6
D004091,O004091,52,Delivered Late,4.5
D004092,O004092,51,Delivered On Time,8.3
D004093,O004093,10,Delivered Late,0.6
D004094,O004094,35,Delivered On Time,3.6
D004095,O004095,52,Delivered Late,5.8
D004096,O004096,32,Delivered Late,2.9
D004097,O004097,38,Delivered On Time,5.3
D004098,O004098,12,Delivered On Time,1.7
D004099,O004099,69,Delivered Late,8.5
D004100,O004100,7,Delivered On Time,1.6
D004101,O004101,13,Delivered Late,1.1
D004102,O004102,37,Delivered Late,3.6
D004103,O004103,23,Delivered On Time,3.9
D004104,O004104,75,Delivered Late,8.3
D004105,O004105,40,Delivered Late,5.3
D004106,O004106,11,Delivered On Time,2.4
D004107,O004107,39,Delivered On Time,7.6
D004108,O004108,23,Delivered Late,0.8
D004109,O004109,39,Delivered Late,3
D004110,O004110,21,Delivered On Time,3.1
D004111,O004111,50,Delivered Late,6.1
D004112,O004112,43,Delivered Late,5.8
D004113,O004113,40,Delivered On Time,4.2
D004114,O004114,53,Delivered On Time,8.4
D004115,O004115,46,Delivered Late,5
D004116,O004116,18,Delivered On Time,3.2
D004117,O004117,80,Delivered On Time,9.3
D004118,O004118,43,Delivered On Time,6.4
D004119,O004119,24,Delivered Late,1.8
D004120,O004120,24,Delivered Late,2.2
D004121,O004121,61,Delivered Late,6.9
D004122,O004122,71,Delivered On Time,7.9
D004123,O004123,51,Delivered Late,5.7
D004124,O004124,25,Delivered On Time,2.4
D004125,O004125,50,Delivered On Time,7.1
D004126,O004126,44,Delivered On Time,6.8
D004127,O004127,55,Delivered On Time,9.5
D004128,O004128,59,Delivered On Time,8.1
D004129,O004129,30,Delivered Late,3.9
D004130,O004130,53,Delivered On Time,7.7
D004131,O004131,27,Delivered On Time,6.1
D004132,O004132,12,Delivered On Time,1.8
D004133,O004133,45,Delivered Late,4.9
D004134,O004134,32,Delivered Late,2.6
D004135,O004135,56,Delivered Late,8
D004136,O004136,29,Delivered On Time,6.8
D004137,O004137,6,Delivered On Time,0.7
D004138,O004138,7,Delivered On Time,3.2
D004139,O004139,50,Delivered On Time,9.3
D004140,O004140,46,Delivered Late,4.6
D004141,O004141,5,Delivered On Time,2
D004142,O004142,9,Delivered On Time,1.6
D004143,O004143,85,Delivered Late,8
D004144,O004144,56,Delivered Late,5.5
D004145,O004145,5,Delivered On Time,0.9
D004146,O004146,11,Delivered On Time,1.7
D004147,O004147,26,Delivered On Time,3.3
D004148,O004148,43,Delivered Late,4.2
D004149,O004149,23,Delivered Late,2.3
D004150,O004150,24,Delivered Late,2.5
D004151,O004151,36,Delivered Late,5.2
D004152,O004152,66,Delivered On Time,7.7
D004153,O004153,28,Delivered On Time,4.1
D004154,O004154,19,Delivered Late,2
D004155,O004155,25,Delivered On Time,5.7
D004156,O004156,26,Delivered Late,2.2
D004157,O004157,49,Delivered Late,6
D004158,O004158,7,Delivered On Time,2.3
D004159,O004159,68,Delivered Late,9.3
D004160,O004160,40,Delivered Late,4.6
D004161,O004161,47,Delivered On Time,6
D004162,O004162,16,Delivered On Time,2.2
D004163,O004163,18,Delivered Late,1.9
D004164,O004164,47,Delivered Late,3.5
D004165,O004165,66,Delivered Late,5.7
D004166,O004166,7,Delivered On Time,2.3
D004167,O004167,46,Delivered Late,4.5
D004168,O004168,30,Delivered Late,1.5
D004169,O004169,54,Delivered Late,5.1
D004170,O004170,45,Delivered Late,5.9
D004171,O004171,11,Delivered On Time,2.5
D004172,O004172,24,Delivered On Time,3.7
D004173,O004173,27,Delivered On Time,4.3
D004174,O004174,59,Delivered On Time,9.9
D004175,O004175,40,Delivered Late,3.2
D004176,O004176,6,Delivered On Time,1.3
D004177,O004177,34,Delivered On Time,4.1
D004178,O004178,42,Delivered Late,6.3
D004179,O004179,98,Delivered Late,9.9
D004180,O004180,30,Delivered Late,1.4
D004181,O004181,69,Delivered Late,7.2
D004182,O004182,14,Delivered On Time,2.9
D004183,O004183,40,Delivered Late,3.2
D004184,O004184,48,Delivered Late,3.7
D004185,O004185,46,Delivered Late,4.3
D004186,O004186,70,Delivered Late,8.8
D004187,O004187,76,Delivered Late,9.4
D004188,O004188,58,Delivered Late,8.4
D004189,O004189,22,Delivered On Time,5.4
D004190,O004190,65,Delivered Late,8.3
D004191,O004191,51,Delivered Late,4.3
D004192,O004192,36,Delivered Late,5
D004193,O004193,45,Delivered On Time,8.6
D004194,O004194,32,Delivered On Time,5.2
D004195,O004195,14,Delivered Late,0.8
D004196,O004196,5,Delivered On Time,1.5
D004197,O004197,20,Delivered Late,0.7
D004198,O004198,93,Delivered Late,9.9
D004199,O004199,72,Delivered Late,7.7
D004200,O004200,6,Delivered On Time,1.6
D004201,O004201,55,Delivered On Time,6.6
D004202,O004202,16,Delivered On Time,2.2
D004203,O004203,20,Delivered On Time,4.8
D004204,O004204,82,Delivered On Time,9.8
D004205,O004205,5,Delivered On Time,0.5
D004206,O004206,63,Delivered Late,7.3
D004207,O004207,28,Delivered Late,2.5
D004208,O004208,13,Delivered On Time,1.9
D004209,O004209,5,Delivered On Time,1.6
D004210,O004210,95,Delivered Late,8.8
D004211,O004211,66,Delivered Late,9.1
D004212,O004212,31,Delivered On Time,5.1
D004213,O004213,65,Delivered Late,6.9
D004214,O004214,60,Delivered On Time,7.5
D004215,O004215,51,Delivered Late,5.9
D004216,O004216,13,Delivered Late,1.5
D004217,O004217,38,Delivered Late,5.3
D004218,O004218,30,Delivered On Time,4.6
D004219,O004219,60,Delivered On Time,9.4
D004220,O004220,13,Delivered On Time,4
D004221,O004221,23,Delivered On Time,3.1
D004222,O004222,15,Delivered On Time,2.1
D004223,O004223,70,Delivered On Time,10
D004224,O004224,53,Delivered On Time,6.4
D004225,O004225,38,Delivered Late,4.3
D004226,O004226,20,Delivered Late,0.8
D004227,O004227,35,Delivered On Time,5.7
D004228,O004228,34,Delivered Late,2.5
D004229,O004229,9,Delivered Late,0.5
D004230,O004230,46,Delivered Late,6.9
D004231,O004231,63,Delivered Late,8.2
D004232,O004232,40,Delivered Late,5.5
D004233,O004233,65,Delivered On Time,8.3
D004234,O004234,6,Delivered On Time,1.7
D004235,O004235,62,Delivered Late,9.4
D004236,O004236,21,Delivered On Time,2.6
D004237,O004237,69,Delivered On Time,9.9
D004238,O004238,26,Delivered On Time,4
D004239,O004239,46,Delivered Late,6
D004240,O004240,10,Delivered On Time,1.3
D004241,O004241,5,Delivered On Time,1.5
D004242,O004242,58,Delivered Late,5.7
D004243,O004243,78,Delivered Late,8.5
D004244,O004244,50,Delivered Late,5
D004245,O004245,50,Delivered On Time,7.7
D004246,O004246,59,Delivered Late,7.3
D004247,O004247,45,Delivered Late,3.2
D004248,O004248,5,Delivered On Time,1.7
D004249,O004249,23,Delivered On Time,4.8
D004250,O004250,41,Delivered On Time,6
D004251,O004251,48,Delivered Late,6.6
D004252,O004252,63,Delivered Late,7
D004253,O004253,44,Delivered On Time,7.8
D004254,O004254,50,Delivered On Time,8.7
D004255,O004255,82,Delivered On Time,9.4
D004256,O004256,54,Delivered On Time,9.1
D004257,O004257,68,Delivered Late,7.3
D004258,O004258,34,Delivered On Time,6.7
D004259,O004259,66,Delivered Late,6.1
D004260,O004260,20,Delivered Late,1.8
D004261,O004261,55,Delivered On Time,7
D004262,O004262,38,Delivered On Time,4.2
D004263,O004263,52,Delivered Late,6.9
D004264,O004264,17,Delivered On Time,3.3
D004265,O004265,46,Delivered On Time,9.2
D004266,O004266,27,Delivered Late,1.5
D004267,O004267,10,Delivered On Time,1.8
D004268,O004268,83,Delivered Late,9.9
D004269,O004269,35,Delivered On Time,7.5
D004270,O004270,5,Delivered On Time,1.9
D004271,O004271,74,Delivered Late,9.5
D004272,O004272,40,Delivered Late,7.1
D004273,O004273,83,Delivered Late,8.7
D004274,O004274,81,Delivered Late,8.1
D004275,O004275,70,Delivered Late,6.1
D004276,O004276,64,Delivered On Time,9.2
D004277,O004277,27,Delivered Late,2
D004278,O004278,39,Delivered Late,2.3
D004279,O004279,52,Delivered Late,7.5
D004280,O004280,56,Delivered On Time,8.2
D004281,O004281,66,Delivered On Time,9
D004282,O004282,24,Delivered Late,1.9
D004283,O004283,65,Delivered On Time,9.9
D004284,O004284,45,Delivered Late,5.4
D004285,O004285,57,Delivered On Time,6.4
D004286,O004286,56,Delivered Late,5.7
D004287,O004287,19,Delivered On Time,2
D004288,O004288,54,Delivered On Time,9.7
D004289,O004289,78,Delivered Late,8.6
D004290,O004290,81,Delivered Late,7.7
D004291,O004291,35,Delivered On Time,7.3
D004292,O004292,19,Delivered Late,1.1
D004293,O004293,43,Delivered On Time,6.8
D004294,O004294,32,Delivered On Time,5.2
D004295,O004295,40,Delivered On Time,8.6
D004296,O004296,34,Delivered Late,2.9
D004297,O004297,10,Delivered On Time,2.1
D004298,O004298,5,Delivered On Time,1.3
D004299,O004299,64,Delivered Late,9.6
D004300,O004300,42,Delivered Late,3.3
D004301,O004301,22,Delivered On Time,2.8
D004302,O004302,53,Delivered Late,6.6
D004303,O004303,39,Delivered Late,4.2
D004304,O004304,11,Delivered On Time,1.5
D004305,O004305,38,Delivered On Time,7.3
D004306,O004306,78,Delivered Late,9.8
D004307,O004307,52,Delivered Late,5.8
D004308,O004308,31,Delivered On Time,4.7
D004309,O004309,32,Delivered On Time,6.3
D004310,O004310,16,Delivered Late,1.4
D004311,O004311,45,Delivered On Time,6.6
D004312,O004312,87,Delivered Late,7.7
D004313,O004313,25,Delivered Late,2.2
D004314,O004314,48,Delivered Late,6.1
D004315,O004315,68,Delivered Late,7.6
D004316,O004316,5,Delivered On Time,1.8
D004317,O004317,71,Delivered On Time,9.9
D004318,O004318,58,Delivered Late,5.9
D004319,O004319,15,Delivered On Time,3.4
D004320,O004320,56,Delivered Late,6.4
D004321,O004321,50,Delivered Late,4.6
D004322,O004322,41,Delivered On Time,5.4
D004323,O004323,52,Delivered On Time,7.1
D004324,O004324,5,Delivered On Time,1
D004325,O004325,10,Delivered On Time,1.6
D004326,O004326,22,Delivered On Time,3.7
D004327,O004327,41,Delivered On Time,7.1
D004328,O004328,76,Delivered Late,7.9
D004329,O004329,24,Delivered Late,3.3
D004330,O004330,40,Delivered Late,6.2
D004331,O004331,24,Delivered Late,1.9
D004332,O004332,67,Delivered Late,6.9
D004333,O004333,41,Delivered On Time,8.9
D004334,O004334,44,Delivered Late,6.3
D004335,O004335,40,Delivered Late,2.6
D004336,O004336,70,Delivered Late,7.6
D004337,O004337,16,Delivered Late,0.9
D004338,O004338,73,Delivered Late,7.5
D004339,O004339,64,Delivered On Time,8.7
D004340,O004340,60,Delivered On Time,7.7
D004341,O004341,20,Delivered On Time,2.9
D004342,O004342,35,Delivered On Time,7.5
D004343,O004343,58,Delivered Late,6.1
D004344,O004344,33,Delivered Late,2.7
D004345,O004345,53,Delivered On Time,6.9
D004346,O004346,67,Delivered Late,6.4
D004347,O004347,9,Delivered On Time,1.7
D004348,O004348,46,Delivered Late,3.8
D004349,O004349,72,Delivered On Time,8.8
D004350,O004350,75,Delivered On Time,9.7
D004351,O004351,20,Delivered On Time,3.4
D004352,O004352,35,Delivered On Time,5
D004353,O004353,41,Delivered On Time,8.8
D004354,O004354,37,Delivered Late,5.3
D004355,O004355,7,Delivered On Time,2.1
D004356,O004356,63,Delivered Late,6.8
D004357,O004357,12,Delivered Late,0.9
D004358,O004358,88,Delivered Late,9.3
D004359,O004359,33,Delivered On Time,3.5
D004360,O004360,8,Delivered On Time,0.7
D004361,O004361,53,Delivered On Time,8.7
D004362,O004362,33,Delivered On Time,4.6
D004363,O004363,92,Delivered Late,8.7
D004364,O004364,32,Delivered Late,2.2
D004365,O004365,57,Delivered On Time,7.8
D004366,O004366,34,Delivered Late,3.6
D004367,O004367,5,Delivered On Time,0.6
D004368,O004368,15,Delivered Late,1.1
D004369,O004369,29,Delivered Late,1.2
D004370,O004370,54,Delivered On Time,9.3
D004371,O004371,45,Delivered Late,3.7
D004372,O004372,6,Delivered On Time,1.4
D004373,O004373,5,Delivered On Time,0.9
D004374,O004374,69,Delivered Late,6.5
D004375,O004375,5,Delivered On Time,0.6
D004376,O004376,26,Delivered Late,2
D004377,O004377,16,Delivered On Time,3.1
D004378,O004378,45,Delivered Late,5.7
D004379,O004379,44,Delivered On Time,5.5
D004380,O004380,37,Delivered On Time,6.5
D004381,O004381,22,Delivered On Time,3.4
D004382,O004382,5,Delivered On Time,1.7
D004383,O004383,22,Delivered Late,2
D004384,O004384,6,Delivered On Time,1.3
D004385,O004385,50,Delivered On Time,6
D004386,O004386,57,Delivered Late,6.4
D004387,O004387,10,Delivered On Time,1.7
D004388,O004388,46,Delivered On Time,8.3
D004389,O004389,13,Delivered On Time,2.2
D004390,O004390,75,Delivered Late,9.4
D004391,O004391,5,Delivered On Time,1.1
D004392,O004392,25,Delivered On Time,3.1
D004393,O004393,72,Delivered Late,7.2
D004394,O004394,85,Delivered Late,9.3
D004395,O004395,40,Delivered Late,3.6
D004396,O004396,5,Delivered On Time,1.4
D004397,O004397,12,Delivered On Time,3.6
D004398,O004398,27,Delivered On Time,4.2
D004399,O004399,41,Delivered On Time,8.6
D004400,O004400,5,Delivered On Time,0.6
D004401,O004401,44,Delivered On Time,5.8
D004402,O004402,60,Delivered Late,5.7
D004403,O004403,48,Delivered On Time,8.4
D004404,O004404,23,Delivered On Time,3.8
D004405,O004405,29,Delivered Late,2.1
D004406,O004406,13,Delivered On Time,1.9
D004407,O004407,75,Delivered Late,7
D004408,O004408,46,Delivered Late,4.4
D004409,O004409,5,Delivered On Time,0.8
D004410,O004410,9,Delivered On Time,2.9
D004411,O004411,5,Delivered On Time,1.3
D004412,O004412,31,Delivered Late,3.3
D004413,O004413,49,Delivered On Time,7.2
D004414,O004414,45,Delivered Late,4.7
D004415,O004415,22,Delivered On Time,4.7
D004416,O004416,26,Delivered On Time,3.6
D004417,O004417,31,Delivered On Time,4.8
D004418,O004418,36,Delivered On Time,6.4
D004419,O004419,23,Delivered Late,2.3
D004420,O004420,58,Delivered On Time,8.7
D004421,O004421,25,Delivered Late,2.3
D004422,O004422,64,Delivered On Time,8.2
D004423,O004423,52,Delivered Late,7.9
D004424,O004424,57,Delivered Late,6.8
D004425,O004425,34,Delivered On Time,7
D004426,O004426,30,Delivered On Time,5.1
D004427,O004427,20,Delivered On Time,2.7
D004428,O004428,33,Delivered On Time,6.8
D004429,O004429,29,Delivered On Time,3.6
D004430,O004430,29,Delivered On Time,5.6
D004431,O004431,91,Delivered Late,8.3
D004432,O004432,10,Delivered Late,0.6
D004433,O004433,48,Delivered Late,5.3
D004434,O004434,61,Delivered Late,5.3
D004435,O004435,6,Delivered On Time,0.5
D004436,O004436,45,Delivered On Time,7.1
D004437,O004437,5,Delivered On Time,0.6
D004438,O004438,24,Delivered Late,1.1
D004439,O004439,71,Delivered On Time,9.8
D004440,O004440,46,Delivered Late,4.7
D004441,O004441,24,Delivered Late,1.4
D004442,O004442,33,Delivered Late,5
D004443,O004443,61,Delivered Late,6
D004444,O004444,77,Delivered Late,9.8
D004445,O004445,39,Delivered On Time,8.9
D004446,O004446,19,Delivered On Time,5.2
D004447,O004447,32,Delivered Late,3.6
D004448,O004448,48,Delivered Late,5.5
D004449,O004449,43,Delivered Late,5
D004450,O004450,19,Delivered Late,1.4
D004451,O004451,28,Delivered Late,2.4
D004452,O004452,51,Delivered Late,5.9
D004453,O004453,23,Delivered Late,2.4
D004454,O004454,56,Delivered Late,7.7
D004455,O004455,52,Delivered On Time,8.3
D004456,O004456,21,Delivered On Time,3.1
D004457,O004457,47,Delivered On Time,9.8
D004458,O004458,5,Delivered On Time,1.4
D004459,O004459,21,Delivered Late,1.5
D004460,O004460,99,Delivered Late,9.1
D004461,O004461,26,Delivered On Time,3.2
D004462,O004462,39,Delivered On Time,4.8
D004463,O004463,48,Delivered Late,5.6
D004464,O004464,63,Delivered On Time,9.6
D004465,O004465,39,Delivered Late,5.1
D004466,O004466,24,Delivered On Time,2.8
D004467,O004467,43,Delivered On Time,7.3
D004468,O004468,17,Delivered On Time,2.3
D004469,O004469,75,Delivered Late,7.6
D004470,O004470,58,Delivered On Time,9.2
D004471,O004471,13,Delivered On Time,2.5
D004472,O004472,73,Delivered Late,8.9
D004473,O004473,51,Delivered On Time,8.1
D004474,O004474,71,Delivered Late,8.6
D004475,O004475,26,Delivered Late,2.1
D004476,O004476,85,Delivered Late,8.8
D004477,O004477,5,Delivered On Time,0.5
D004478,O004478,60,Delivered On Time,7.1
D004479,O004479,63,Delivered On Time,8.4
D004480,O004480,56,Delivered Late,5.5
D004481,O004481,51,Delivered Late,4.9
D004482,O004482,16,Delivered On Time,3.9
D004483,O004483,52,Delivered Late,4.9
D004484,O004484,89,Delivered On Time,9.8
D004485,O004485,55,Delivered On Time,9.5
D004486,O004486,6,Delivered On Time,0.9
D004487,O004487,68,Delivered Late,6.3
D004488,O004488,28,Delivered Late,3.5
D004489,O004489,26,Delivered Late,1.3
D004490,O004490,91,Delivered Late,8.7
D004491,O004491,61,Delivered On Time,7.4
D004492,O004492,34,Delivered On Time,6.1
D004493,O004493,78,Delivered Late,8.4
D004494,O004494,29,Delivered Late,3.5
D004495,O004495,33,Delivered Late,2.6
D004496,O004496,37,Delivered Late,5.7
D004497,O004497,21,Delivered On Time,5.7
D004498,O004498,15,Delivered On Time,2.4
D004499,O004499,32,Delivered Late,2.3
D004500,O004500,78,Delivered Late,8.9
D004501,O004501,72,Delivered Late,9.8
D004502,O004502,41,Delivered On Time,7.3
D004503,O004503,52,Delivered Late,4.4
D004504,O004504,40,Delivered On Time,5.9
D004505,O004505,24,Delivered Late,2.2
D004506,O004506,30,Delivered On Time,6.4
D004507,O004507,70,Delivered On Time,8.5
D004508,O004508,27,Delivered On Time,4.4
D004509,O004509,5,Delivered On Time,1.3
D004510,O004510,49,Delivered On Time,6.5
D004511,O004511,87,Delivered Late,7.7
D004512,O004512,70,Delivered Late,6.8
D004513,O004513,35,Delivered On Time,4.1
D004514,O004514,28,Delivered On Time,3.7
D004515,O004515,79,Delivered Late,8.5
D004516,O004516,7,Delivered On Time,0.8
D004517,O004517,14,Delivered On Time,2.9
D004518,O004518,25,Delivered On Time,4.5
D004519,O004519,20,Delivered Late,1.6
D004520,O004520,26,Delivered Late,2.8
D004521,O004521,33,Delivered On Time,5.1
D004522,O004522,63,Delivered On Time,9.1
D004523,O004523,95,Delivered Late,9.7
D004524,O004524,42,Delivered On Time,7.3
D004525,O004525,22,Delivered On Time,3.6
D004526,O004526,79,Delivered On Time,9.2
D004527,O004527,57,Delivered On Time,8.4
D004528,O004528,18,Delivered On Time,4
D004529,O004529,5,Delivered On Time,0.9
D004530,O004530,5,Delivered On Time,1.9
D004531,O004531,72,Delivered Late,6.3
D004532,O004532,41,Delivered Late,4.5
D004533,O004533,16,Delivered Late,1.4
D004534,O004534,41,Delivered On Time,5.6
D004535,O004535,37,Delivered Late,3.6
D004536,O004536,48,Delivered Late,4.1
D004537,O004537,10,Delivered On Time,1.9
D004538,O004538,7,Delivered On Time,1.3
D004539,O004539,76,Delivered Late,7.9
D004540,O004540,64,Delivered Late,6.4
D004541,O004541,71,Delivered Late,9
D004542,O004542,56,Delivered On Time,9.9
D004543,O004543,41,Delivered Late,3.2
D004544,O004544,15,Delivered On Time,2.8
D004545,O004545,13,Delivered On Time,1.4
D004546,O004546,7,Delivered On Time,2.7
D004547,O004547,63,Delivered On Time,8
D004548,O004548,45,Delivered Late,4.6
D004549,O004549,49,Delivered Late,5.4
D004550,O004550,53,Delivered On Time,8.9
D004551,O004551,36,Delivered On Time,7.2
D004552,O004552,62,Delivered Late,7.9
D004553,O004553,57,Delivered On Time,8.1
D004554,O004554,62,Delivered On Time,7.5
D004555,O004555,5,Delivered On Time,1.5
D004556,O004556,14,Delivered Late,1.2
D004557,O004557,30,Delivered On Time,5.1
D004558,O004558,30,Delivered Late,2
D004559,O004559,43,Delivered Late,4.4
D004560,O004560,6,Delivered On Time,1.6
D004561,O004561,21,Delivered On Time,3.7
D004562,O004562,60,Delivered Late,8.5
D004563,O004563,30,Delivered Late,4
D004564,O004564,31,Delivered On Time,6.2
D004565,O004565,5,Delivered On Time,0.8
D004566,O004566,75,Delivered Late,7.5
D004567,O004567,62,Delivered Late,7.9
D004568,O004568,19,Delivered On Time,2
D004569,O004569,36,Delivered Late,3.4
D004570,O004570,29,Delivered Late,3.1
D004571,O004571,20,Delivered On Time,4.2
D004572,O004572,27,Delivered On Time,6.4
D004573,O004573,61,Delivered Late,6.7
D004574,O004574,69,Delivered On Time,9.9
D004575,O004575,25,Delivered Late,1.8
D004576,O004576,24,Delivered Late,2
D004577,O004577,45,Delivered On Time,5.9
D004578,O004578,13,Delivered On Time,2.5
D004579,O004579,19,Delivered On Time,3.1
D004580,O004580,36,Delivered Late,3
D004581,O004581,68,Delivered Late,9.4
D004582,O004582,54,Delivered Late,5.6
D004583,O004583,43,Delivered Late,3.5
D004584,O004584,32,Delivered Late,4.9
D004585,O004585,27,Delivered On Time,6.1
D004586,O004586,27,Delivered Late,2.5
D004587,O004587,27,Delivered Late,2.6
D004588,O004588,36,Delivered Late,2.6
D004589,O004589,38,Delivered Late,2.2
D004590,O004590,10,Delivered On Time,1.8
D004591,O004591,22,Delivered On Time,2.1
D004592,O004592,22,Delivered Late,1
D004593,O004593,79,Delivered Late,7.3
D004594,O004594,65,Delivered On Time,8.5
D004595,O004595,28,Delivered Late,3
D004596,O004596,42,Delivered Late,3.6
D004597,O004597,85,Delivered Late,7.7
D004598,O004598,91,Delivered Late,8.8
D004599,O004599,6,Delivered On Time,1.3
D004600,O004600,66,Delivered Late,7
D004601,O004601,35,Delivered On Time,4
D004602,O004602,55,Delivered Late,8.9
D004603,O004603,39,Delivered On Time,5.1
D004604,O004604,63,Delivered Late,6.7
D004605,O004605,59,Delivered Late,9
D004606,O004606,45,Delivered Late,5.9
D004607,O004607,58,Delivered Late,9.4
D004608,O004608,79,Delivered On Time,9.6
D004609,O004609,34,Delivered Late,4.3
D004610,O004610,27,Delivered Late,3.2
D004611,O004611,21,Delivered On Time,3.7
D004612,O004612,35,Delivered Late,3.3
D004613,O004613,9,Delivered On Time,0.6
D004614,O004614,5,Delivered On Time,1.4
D004615,O004615,35,Delivered On Time,5.3
D004616,O004616,27,Delivered Late,1.3
D004617,O004617,38,Delivered On Time,6.3
D004618,O004618,45,Delivered Late,4.8
D004619,O004619,76,Delivered Late,9.7
D004620,O004620,36,Delivered Late,2.9
D004621,O004621,59,Delivered On Time,7.7
D004622,O004622,65,Delivered On Time,10
D004623,O004623,80,Delivered Late,7.7
D004624,O004624,29,Delivered On Time,5.1
D004625,O004625,18,Delivered On Time,2.8
D004626,O004626,5,Delivered On Time,0.8
D004627,O004627,5,Delivered On Time,0.6
D004628,O004628,73,Delivered Late,8.1
D004629,O004629,29,Delivered On Time,4.8
D004630,O004630,34,Delivered Late,3.5
D004631,O004631,44,Delivered On Time,6.7
D004632,O004632,19,Delivered On Time,3.1
D004633,O004633,38,Delivered On Time,5.4
D004634,O004634,59,Delivered Late,8.5
D004635,O004635,29,Delivered On Time,5.6
D004636,O004636,43,Delivered Late,4.3
D004637,O004637,30,Delivered Late,2.3
D004638,O004638,5,Delivered On Time,1.4
D004639,O004639,30,Delivered Late,2.4
D004640,O004640,80,Delivered On Time,9.7
D004641,O004641,7,Delivered On Time,0.6
D004642,O004642,76,Delivered On Time,10
D004643,O004643,30,Delivered Late,1.7
D004644,O004644,33,Delivered Late,2.3
D004645,O004645,47,Delivered On Time,8.5
D004646,O004646,67,Delivered On Time,8
D004647,O004647,18,Delivered Late,2.1
D004648,O004648,8,Delivered On Time,0.7
D004649,O004649,13,Delivered On Time,2.8
D004650,O004650,76,Delivered Late,8.4
D004651,O004651,37,Delivered Late,5.1
D004652,O004652,82,Delivered Late,9.3
D004653,O004653,43,Delivered On Time,5.1
D004654,O004654,70,Delivered On Time,9.9
D004655,O004655,35,Delivered On Time,5.4
D004656,O004656,61,Delivered Late,7.5
D004657,O004657,54,Delivered Late,5.1
D004658,O004658,32,Delivered Late,3.8
D004659,O004659,71,Delivered Late,9.8
D004660,O004660,42,Delivered Late,6.3
D004661,O004661,33,Delivered On Time,5.1
D004662,O004662,19,Delivered Late,0.6
D004663,O004663,72,Delivered On Time,8
D004664,O004664,43,Delivered Late,4.9
D004665,O004665,57,Delivered Late,7.9
D004666,O004666,70,Delivered On Time,9.3
D004667,O004667,22,Delivered On Time,4
D004668,O004668,49,Delivered On Time,5.3
D004669,O004669,44,Delivered On Time,6.9
D004670,O004670,26,Delivered Late,2.6
D004671,O004671,53,Delivered On Time,6
D004672,O004672,75,Delivered On Time,9.3
D004673,O004673,11,Delivered On Time,1.6
D004674,O004674,42,Delivered On Time,6.3
D004675,O004675,54,Delivered Late,7.4
D004676,O004676,41,Delivered Late,3.9
D004677,O004677,66,Delivered Late,7.4
D004678,O004678,56,Delivered On Time,7.5
D004679,O004679,69,Delivered On Time,9.7
D004680,O004680,52,Delivered Late,7.5
D004681,O004681,31,Delivered Late,3.3
D004682,O004682,71,Delivered Late,9.2
D004683,O004683,70,Delivered On Time,8.7
D004684,O004684,14,Delivered Late,1.2
D004685,O004685,69,Delivered Late,8.6
D004686,O004686,41,Delivered Late,3
D004687,O004687,17,Delivered On Time,2.3
D004688,O004688,60,Delivered On Time,9.2
D004689,O004689,61,Delivered On Time,7.1
D004690,O004690,14,Delivered Late,1.2
D004691,O004691,76,Delivered On Time,9.1
D004692,O004692,45,Delivered Late,4
D004693,O004693,71,Delivered Late,6.7
D004694,O004694,22,Delivered Late,1.1
D004695,O004695,34,Delivered On Time,7.3
D004696,O004696,20,Delivered Late,0.7
D004697,O004697,51,Delivered On Time,5.7
D004698,O004698,41,Delivered On Time,5.4
D004699,O004699,5,Delivered On Time,0.7
D004700,O004700,15,Delivered On Time,2.5
