rating_id,order_id,rating,review
R002167,O015519,1,"Very bad experience, not ordering again."
R002168,O017590,5,"Great experience, fresh items."
R002169,O004954,5,Nice packaging and fast service.
R002170,O013727,5,"On-time delivery, good quality."
R002171,O018799,4,All items were available and fresh.
R002172,O004752,3,Delivery was slightly delayed.
R002173,O013423,5,"On-time delivery, good quality."
R002174,O005705,4,"On-time delivery, good quality."
R002175,O016079,4,Nice packaging and fast service.
R002176,O012349,3,Delivery was slightly delayed.
R002177,O012366,4,"On-time delivery, good quality."
R002178,O007691,5,Loved the quick delivery.
R002179,O013920,4,"Great experience, fresh items."
R002180,O000341,5,Nice packaging and fast service.
R002181,O015242,2,"Very bad experience, not ordering again."
R002182,O010168,2,Late delivery and missing items.
R002183,O011652,4,"On-time delivery, good quality."
R002184,O014706,5,"Great experience, fresh items."
R002185,O010161,2,Items were damaged.
R002186,O010618,4,Nice packaging and fast service.
R002187,O019625,4,All items were available and fresh.
R002188,O013322,5,"On-time delivery, good quality."
R002189,O005308,5,All items were available and fresh.
R002190,O014009,4,Nice packaging and fast service.
R002191,O018697,4,All items were available and fresh.
R002192,O017578,5,All items were available and fresh.
R002193,O008464,4,Loved the quick delivery.
R002194,O001036,2,Items were damaged.
R002195,O016111,4,"On-time delivery, good quality."
R002196,O009226,5,"Great experience, fresh items."
R002197,O013387,2,"Very bad experience, not ordering again."
R002198,O014719,5,"Great experience, fresh items."
R002199,O011298,3,"Average experience, could be better."
R002200,O004113,1,"Very bad experience, not ordering again."
R002201,O011735,3,"Average experience, could be better."
R002202,O003324,4,"Great experience, fresh items."
R002203,O009574,4,"On-time delivery, good quality."
R002204,O017070,4,Loved the quick delivery.
R002205,O013191,2,"Very bad experience, not ordering again."
R002206,O009538,5,Loved the quick delivery.
R002207,O006894,3,"Average experience, could be better."
R002208,O018441,5,"On-time delivery, good quality."
R002209,O003398,4,"Great experience, fresh items."
R002210,O015611,4,"On-time delivery, good quality."
R002211,O008300,2,Late delivery and missing items.
R002212,O003716,5,All items were available and fresh.
R002213,O019862,2,Items were damaged.
R002214,O018978,5,Loved the quick delivery.
R002215,O008383,5,"On-time delivery, good quality."
R002216,O016741,3,"Average experience, could be better."
R002217,O002200,5,Nice packaging and fast service.
R002218,O017184,4,All items were available and fresh.
R002219,O012611,5,Loved the quick delivery.
R002220,O014700,5,All items were available and fresh.
R002221,O014796,2,Poor quality and service.
R002222,O011017,5,"Great experience, fresh items."
R002223,O000628,5,All items were available and fresh.
R002224,O000589,4,Loved the quick delivery.
R002225,O013352,3,"Average experience, could be better."
R002226,O006302,2,Items were damaged.
R002227,O010778,4,All items were available and fresh.
R002228,O015259,5,"On-time delivery, good quality."
R002229,O019931,5,"On-time delivery, good quality."
R002230,O010625,3,Okay service.
R002231,O015459,4,"On-time delivery, good quality."
R002232,O012378,1,Late delivery and missing items.
R002233,O012049,4,All items were available and fresh.
R002234,O016983,1,Items were damaged.
R002235,O006710,5,"On-time delivery, good quality."
R002236,O004468,2,Poor quality and service.
R002237,O009395,5,"On-time delivery, good quality."
R002238,O010887,4,"On-time delivery, good quality."
R002239,O005832,4,Loved the quick delivery.
R002240,O002950,3,"Average experience, could be better."
R002241,O001269,4,"Great experience, fresh items."
R002242,O012496,4,Nice packaging and fast service.
R002243,O008842,5,"Great experience, fresh items."
R002244,O000118,5,Nice packaging and fast service.
R002245,O007889,5,Loved the quick delivery.
R002246,O018750,4,All items were available and fresh.
R002247,O001105,5,Loved the quick delivery.
R002248,O013418,3,Okay service.
R002249,O008535,5,"Great experience, fresh items."
R002250,O018565,4,Loved the quick delivery.
R002251,O002874,2,Poor quality and service.
R002252,O015021,4,"Great experience, fresh items."
R002253,O010103,3,"Average experience, could be better."
R002254,O000185,3,"Average experience, could be better."
R002255,O017931,4,Loved the quick delivery.
R002256,O011972,5,"Great experience, fresh items."
R002257,O009412,4,"On-time delivery, good quality."
R002258,O004953,5,All items were available and fresh.
R002259,O005924,5,"On-time delivery, good quality."
R002260,O019647,4,Loved the quick delivery.
R002261,O009664,4,Nice packaging and fast service.
R002262,O019489,4,Nice packaging and fast service.
R002263,O012131,1,Items were damaged.
R002264,O015865,5,"On-time delivery, good quality."
R002265,O016703,3,"Average experience, could be better."
R002266,O016629,5,Loved the quick delivery.
R002267,O004923,4,Nice packaging and fast service.
R002268,O014142,4,All items were available and fresh.
R002269,O012843,3,"Average experience, could be better."
R002270,O018759,1,Poor quality and service.
R002271,O008539,4,All items were available and fresh.
R002272,O010398,4,Loved the quick delivery.
R002273,O005054,3,Okay service.
R002274,O005271,5,All items were available and fresh.
R002275,O019312,5,"On-time delivery, good quality."
R002276,O012514,3,Okay service.
R002277,O017849,5,"Great experience, fresh items."
R002278,O000853,5,Nice packaging and fast service.
R002279,O014427,3,"Average experience, could be better."
R002280,O009769,4,"On-time delivery, good quality."
R002281,O012043,5,All items were available and fresh.
R002282,O008191,4,Loved the quick delivery.
R002283,O006186,5,Nice packaging and fast service.
R002284,O011430,4,"Great experience, fresh items."
R002285,O004784,1,Items were damaged.
R002286,O000759,4,"On-time delivery, good quality."
R002287,O017208,2,Poor quality and service.
R002288,O011393,5,"Great experience, fresh items."
R002289,O010476,5,"On-time delivery, good quality."
R002290,O015379,2,Poor quality and service.
R002291,O019558,4,Nice packaging and fast service.
R002292,O006713,5,"Great experience, fresh items."
R002293,O002731,1,Late delivery and missing items.
R002294,O007482,4,Nice packaging and fast service.
R002295,O014711,4,"On-time delivery, good quality."
R002296,O012502,3,Okay service.
R002297,O018983,4,"Great experience, fresh items."
R002298,O017355,3,Okay service.
R002299,O011863,5,"On-time delivery, good quality."
R002300,O005963,3,Delivery was slightly delayed.
R002301,O006432,1,"Very bad experience, not ordering again."
R002302,O013663,4,All items were available and fresh.
R002303,O003303,3,Delivery was slightly delayed.
R002304,O019603,4,Loved the quick delivery.
R002305,O002863,2,Late delivery and missing items.
R002306,O016174,3,"Average experience, could be better."
R002307,O004767,3,One or two items were not so fresh.
R002308,O013087,5,All items were available and fresh.
R002309,O013816,4,Nice packaging and fast service.
R002310,O002748,5,Nice packaging and fast service.
R002311,O008925,2,Poor quality and service.
R002312,O012676,4,All items were available and fresh.
R002313,O002494,4,Loved the quick delivery.
R002314,O019987,5,Loved the quick delivery.
R002315,O010772,4,"On-time delivery, good quality."
R002316,O015879,5,"On-time delivery, good quality."
R002317,O002194,4,Loved the quick delivery.
R002318,O018546,5,Loved the quick delivery.
R002319,O013009,4,"Great experience, fresh items."
R002320,O002940,3,Delivery was slightly delayed.
R002321,O003889,4,Loved the quick delivery.
R002322,O006690,5,"Great experience, fresh items."
R002323,O019540,4,All items were available and fresh.
R002324,O013580,3,Delivery was slightly delayed.
R002325,O010627,5,Loved the quick delivery.
R002326,O015751,3,Delivery was slightly delayed.
R002327,O002319,3,"Average experience, could be better."
R002328,O003289,4,"Great experience, fresh items."
R002329,O011287,5,"Great experience, fresh items."
R002330,O012398,4,"On-time delivery, good quality."
R002331,O019996,5,"Great experience, fresh items."
R002332,O000608,4,Loved the quick delivery.
R002333,O007581,5,All items were available and fresh.
R002334,O000274,4,All items were available and fresh.
R002335,O000828,3,One or two items were not so fresh.
R002336,O007248,2,Late delivery and missing items.
R002337,O011024,3,Delivery was slightly delayed.
R002338,O019783,2,Poor quality and service.
R002339,O011775,4,Loved the quick delivery.
R002340,O007005,5,"Great experience, fresh items."
R002341,O011117,4,"On-time delivery, good quality."
R002342,O000514,4,"On-time delivery, good quality."
R002343,O001538,3,Delivery was slightly delayed.
R002344,O003267,4,Loved the quick delivery.
R002345,O009225,4,"Great experience, fresh items."
R002346,O002295,4,All items were available and fresh.
R002347,O014145,5,"Great experience, fresh items."
R002348,O011877,3,Okay service.
R002349,O008202,3,Okay service.
R002350,O011186,4,Loved the quick delivery.
R002351,O001819,4,All items were available and fresh.
R002352,O005989,4,"Great experience, fresh items."
R002353,O014434,5,"Great experience, fresh items."
R002354,O009314,4,"Great experience, fresh items."
R002355,O001780,5,All items were available and fresh.
R002356,O019549,5,Nice packaging and fast service.
R002357,O015910,3,One or two items were not so fresh.
R002358,O003819,5,Loved the quick delivery.
R002359,O012718,5,"On-time delivery, good quality."
R002360,O001453,5,All items were available and fresh.
R002361,O003697,5,"On-time delivery, good quality."
R002362,O006591,4,All items were available and fresh.
R002363,O019185,4,Loved the quick delivery.
R002364,O004815,2,"Very bad experience, not ordering again."
R002365,O000727,4,Nice packaging and fast service.
R002366,O017438,5,All items were available and fresh.
R002367,O011804,3,One or two items were not so fresh.
R002368,O017977,5,"Great experience, fresh items."
R002369,O005260,5,Loved the quick delivery.
R002370,O000952,3,Delivery was slightly delayed.
R002371,O009936,5,"On-time delivery, good quality."
R002372,O010333,3,"Average experience, could be better."
R002373,O017153,4,"On-time delivery, good quality."
R002374,O016523,4,"On-time delivery, good quality."
R002375,O004909,3,Delivery was slightly delayed.
R002376,O018707,4,Loved the quick delivery.
R002377,O004868,3,Delivery was slightly delayed.
R002378,O019213,4,Nice packaging and fast service.
R002379,O015443,4,"On-time delivery, good quality."
R002380,O012945,4,Nice packaging and fast service.
R002381,O013758,5,Nice packaging and fast service.
R002382,O013845,4,"On-time delivery, good quality."
R002383,O019634,4,All items were available and fresh.
R002384,O002252,4,"On-time delivery, good quality."
R002385,O008802,4,Loved the quick delivery.
R002386,O003442,3,Delivery was slightly delayed.
R002387,O007614,5,Loved the quick delivery.
R002388,O002628,3,Okay service.
R002389,O004491,4,Nice packaging and fast service.
R002390,O017797,4,"On-time delivery, good quality."
R002391,O003071,5,Nice packaging and fast service.
R002392,O009493,5,Nice packaging and fast service.
R002393,O014948,5,All items were available and fresh.
R002394,O005861,4,Nice packaging and fast service.
R002395,O018942,3,"Average experience, could be better."
R002396,O008928,4,"On-time delivery, good quality."
R002397,O001562,4,Nice packaging and fast service.
R002398,O013217,5,Loved the quick delivery.
R002399,O002765,4,Loved the quick delivery.
R002400,O002818,5,"On-time delivery, good quality."
R002401,O008378,5,All items were available and fresh.
R002402,O017036,2,Poor quality and service.
R002403,O001369,5,All items were available and fresh.
R002404,O010058,3,"Average experience, could be better."
R002405,O018327,5,Nice packaging and fast service.
R002406,O010181,4,All items were available and fresh.
R002407,O003754,2,Items were damaged.
R002408,O016397,4,Loved the quick delivery.
R002409,O019954,4,"Great experience, fresh items."
R002410,O002514,4,"Great experience, fresh items."
R002411,O001551,5,"On-time delivery, good quality."
R002412,O002155,5,"On-time delivery, good quality."
R002413,O016783,5,"Great experience, fresh items."
R002414,O000885,5,Nice packaging and fast service.
R002415,O016440,4,"Great experience, fresh items."
R002416,O001504,5,"On-time delivery, good quality."
R002417,O013464,5,"Great experience, fresh items."
R002418,O000338,3,One or two items were not so fresh.
R002419,O019894,4,Nice packaging and fast service.
R002420,O010361,3,Delivery was slightly delayed.
R002421,O012330,5,Loved the quick delivery.
R002422,O013090,4,Loved the quick delivery.
R002423,O000804,5,"Great experience, fresh items."
R002424,O016821,1,Late delivery and missing items.
R002425,O000702,3,Okay service.
R002426,O000345,5,"Great experience, fresh items."
R002427,O008507,4,"Great experience, fresh items."
R002428,O017589,4,"Great experience, fresh items."
R002429,O004351,3,Delivery was slightly delayed.
R002430,O008881,5,Nice packaging and fast service.
R002431,O016787,3,One or two items were not so fresh.
R002432,O007267,3,Okay service.
R002433,O005611,5,"On-time delivery, good quality."
R002434,O001295,2,Late delivery and missing items.
R002435,O004919,4,All items were available and fresh.
R002436,O011555,4,"On-time delivery, good quality."
R002437,O003463,4,Nice packaging and fast service.
R002438,O009738,5,"Great experience, fresh items."
R002439,O010799,4,"Great experience, fresh items."
R002440,O014844,3,"Average experience, could be better."
R002441,O004110,4,Loved the quick delivery.
R002442,O007482,5,Loved the quick delivery.
R002443,O009235,5,"On-time delivery, good quality."
R002444,O006446,4,Nice packaging and fast service.
R002445,O018489,3,Delivery was slightly delayed.
R002446,O010146,5,All items were available and fresh.
R002447,O003924,2,Poor quality and service.
R002448,O004561,5,Loved the quick delivery.
R002449,O000094,5,All items were available and fresh.
R002450,O006969,5,All items were available and fresh.
R002451,O017799,3,One or two items were not so fresh.
R002452,O008530,3,Okay service.
R002453,O009357,5,Loved the quick delivery.
R002454,O002952,5,"Great experience, fresh items."
R002455,O008117,4,"Great experience, fresh items."
R002456,O004539,5,All items were available and fresh.
R002457,O011613,2,Poor quality and service.
R002458,O015329,3,Okay service.
R002459,O012168,3,One or two items were not so fresh.
R002460,O006017,5,"On-time delivery, good quality."
R002461,O018825,5,"Great experience, fresh items."
R002462,O004737,3,One or two items were not so fresh.
R002463,O015749,4,Nice packaging and fast service.
R002464,O001034,5,"On-time delivery, good quality."
R002465,O015735,5,All items were available and fresh.
R002466,O006062,4,"On-time delivery, good quality."
R002467,O018159,4,Loved the quick delivery.
R002468,O001648,5,Nice packaging and fast service.
R002469,O017729,5,"On-time delivery, good quality."
R002470,O011455,4,All items were available and fresh.
R002471,O004700,2,"Very bad experience, not ordering again."
R002472,O007977,1,"Very bad experience, not ordering again."
R002473,O012658,3,"Average experience, could be better."
R002474,O001833,5,"Great experience, fresh items."
R002475,O019321,5,Loved the quick delivery.
R002476,O015075,5,All items were available and fresh.
R002477,O017707,5,Loved the quick delivery.
R002478,O017604,4,"On-time delivery, good quality."
R002479,O001346,4,"On-time delivery, good quality."
R002480,O006107,3,"Average experience, could be better."
R002481,O005553,3,One or two items were not so fresh.
R002482,O006674,5,Nice packaging and fast service.
R002483,O009582,5,Loved the quick delivery.
R002484,O009770,4,Nice packaging and fast service.
R002485,O017064,4,Loved the quick delivery.
R002486,O002785,3,Delivery was slightly delayed.
R002487,O010405,5,Nice packaging and fast service.
R002488,O004611,4,"On-time delivery, good quality."
R002489,O001724,1,Poor quality and service.
R002490,O007612,2,"Very bad experience, not ordering again."
R002491,O013027,1,Poor quality and service.
R002492,O003042,3,"Average experience, could be better."
R002493,O002768,5,Loved the quick delivery.
R002494,O013675,5,All items were available and fresh.
R002495,O007969,5,All items were available and fresh.
R002496,O005662,5,"On-time delivery, good quality."
R002497,O005690,3,Okay service.
R002498,O018719,2,Items were damaged.
R002499,O004274,3,"Average experience, could be better."
R002500,O001181,3,Delivery was slightly delayed.
R002501,O008700,1,"Very bad experience, not ordering again."
R002502,O007659,5,"Great experience, fresh items."
R002503,O011272,1,"Very bad experience, not ordering again."
R002504,O010805,5,"On-time delivery, good quality."
R002505,O014319,4,"Great experience, fresh items."
R002506,O017762,3,"Average experience, could be better."
R002507,O002135,3,One or two items were not so fresh.
R002508,O004491,3,One or two items were not so fresh.
R002509,O019548,4,"Great experience, fresh items."
R002510,O009132,2,"Very bad experience, not ordering again."
R002511,O002037,1,Items were damaged.
R002512,O001123,5,Loved the quick delivery.
R002513,O003847,3,One or two items were not so fresh.
R002514,O015999,3,Delivery was slightly delayed.
R002515,O007266,2,Late delivery and missing items.
R002516,O006885,2,Late delivery and missing items.
R002517,O014106,3,One or two items were not so fresh.
R002518,O006907,5,Nice packaging and fast service.
R002519,O012516,5,Loved the quick delivery.
R002520,O003026,2,Late delivery and missing items.
R002521,O015890,3,One or two items were not so fresh.
R002522,O012773,4,All items were available and fresh.
R002523,O013969,4,All items were available and fresh.
R002524,O001457,2,Items were damaged.
R002525,O015708,4,All items were available and fresh.
R002526,O002259,3,"Average experience, could be better."
R002527,O012189,4,All items were available and fresh.
R002528,O017090,5,Loved the quick delivery.
R002529,O007070,5,"On-time delivery, good quality."
R002530,O001255,4,"Great experience, fresh items."
R002531,O018021,4,Nice packaging and fast service.
R002532,O015017,4,"On-time delivery, good quality."
R002533,O006331,4,Loved the quick delivery.
R002534,O014588,5,Loved the quick delivery.
R002535,O017982,4,"On-time delivery, good quality."
R002536,O005439,5,"Great experience, fresh items."
R002537,O014585,4,Nice packaging and fast service.
R002538,O010660,4,Loved the quick delivery.
R002539,O019521,5,"On-time delivery, good quality."
R002540,O009292,5,Loved the quick delivery.
R002541,O004954,4,"Great experience, fresh items."
R002542,O016808,4,All items were available and fresh.
R002543,O012933,3,Delivery was slightly delayed.
R002544,O007403,5,Nice packaging and fast service.
R002545,O002411,4,"On-time delivery, good quality."
R002546,O017232,4,"On-time delivery, good quality."
R002547,O012505,4,"On-time delivery, good quality."
R002548,O011244,5,Nice packaging and fast service.
R002549,O013160,4,"On-time delivery, good quality."
R002550,O012229,5,"Great experience, fresh items."
R002551,O004313,5,"On-time delivery, good quality."
R002552,O019480,1,Items were damaged.
R002553,O001345,5,Nice packaging and fast service.
R002554,O001637,3,One or two items were not so fresh.
R002555,O012560,4,Loved the quick delivery.
R002556,O004680,1,Late delivery and missing items.
R002557,O009490,5,"On-time delivery, good quality."
R002558,O004121,5,"On-time delivery, good quality."
R002559,O016073,5,"On-time delivery, good quality."
R002560,O002229,3,Delivery was slightly delayed.
R002561,O005706,4,Nice packaging and fast service.
R002562,O008436,1,"Very bad experience, not ordering again."
R002563,O014027,1,Items were damaged.
R002564,O006433,5,"Great experience, fresh items."
R002565,O009505,2,"Very bad experience, not ordering again."
R002566,O002961,5,"On-time delivery, good quality."
R002567,O005540,2,Poor quality and service.
R002568,O009484,5,All items were available and fresh.
R002569,O007019,4,All items were available and fresh.
R002570,O005504,2,Items were damaged.
R002571,O015143,3,Okay service.
R002572,O013773,4,"On-time delivery, good quality."
R002573,O009646,3,"Average experience, could be better."
R002574,O018997,3,One or two items were not so fresh.
R002575,O014948,4,Nice packaging and fast service.
R002576,O005505,3,Delivery was slightly delayed.
R002577,O000191,4,"On-time delivery, good quality."
R002578,O019009,2,Poor quality and service.
R002579,O002723,5,"On-time delivery, good quality."
R002580,O019023,5,Loved the quick delivery.
R002581,O012680,4,"Great experience, fresh items."
R002582,O003716,5,"On-time delivery, good quality."
R002583,O018459,4,"Great experience, fresh items."
R002584,O004421,4,Nice packaging and fast service.
R002585,O013940,5,Loved the quick delivery.
R002586,O004668,4,Loved the quick delivery.
R002587,O001131,5,"Great experience, fresh items."
R002588,O004044,3,One or two items were not so fresh.
R002589,O012155,3,Okay service.
R002590,O017609,2,Items were damaged.
R002591,O006100,2,Items were damaged.
R002592,O006943,4,Nice packaging and fast service.
R002593,O012922,4,"Great experience, fresh items."
R002594,O012217,5,"On-time delivery, good quality."
R002595,O000903,2,"Very bad experience, not ordering again."
R002596,O016176,4,"Great experience, fresh items."
R002597,O006198,5,Loved the quick delivery.
R002598,O009539,5,"On-time delivery, good quality."
R002599,O002913,4,All items were available and fresh.
R002600,O015005,5,All items were available and fresh.
R002601,O015296,4,Loved the quick delivery.
R002602,O010442,5,Nice packaging and fast service.
R002603,O006522,4,Loved the quick delivery.
R002604,O007773,5,Loved the quick delivery.
R002605,O009090,3,Delivery was slightly delayed.
R002606,O013626,5,Nice packaging and fast service.
R002607,O012652,4,"Great experience, fresh items."
R002608,O016396,3,Delivery was slightly delayed.
R002609,O005224,4,"On-time delivery, good quality."
R002610,O017984,5,Loved the quick delivery.
R002611,O000920,4,All items were available and fresh.
R002612,O011906,5,Nice packaging and fast service.
R002613,O013046,5,Loved the quick delivery.
R002614,O000828,5,"Great experience, fresh items."
R002615,O012701,4,Loved the quick delivery.
R002616,O009746,5,"On-time delivery, good quality."
R002617,O012090,5,"On-time delivery, good quality."
R002618,O001669,3,Delivery was slightly delayed.
R002619,O008403,3,Delivery was slightly delayed.
R002620,O008068,5,"Great experience, fresh items."
R002621,O012621,2,"Very bad experience, not ordering again."
R002622,O004699,5,Loved the quick delivery.
R002623,O014296,4,All items were available and fresh.
R002624,O010753,1,Late delivery and missing items.
R002625,O009683,1,Poor quality and service.
R002626,O009103,3,Delivery was slightly delayed.
R002627,O009182,5,Loved the quick delivery.
R002628,O004026,3,Delivery was slightly delayed.
R002629,O001124,2,Items were damaged.
R002630,O017687,3,Okay service.
R002631,O008729,3,Okay service.
R002632,O012243,4,"On-time delivery, good quality."
R002633,O000987,4,All items were available and fresh.
R002634,O014811,4,All items were available and fresh.
R002635,O014100,1,Poor quality and service.
R002636,O018848,4,All items were available and fresh.
R002637,O010258,5,"Great experience, fresh items."
R002638,O016577,5,All items were available and fresh.
R002639,O014899,4,Loved the quick delivery.
R002640,O011694,3,"Average experience, could be better."
R002641,O014338,4,"Great experience, fresh items."
R002642,O008608,5,"Great experience, fresh items."
R002643,O014289,5,Nice packaging and fast service.
R002644,O008463,5,All items were available and fresh.
R002645,O004358,5,All items were available and fresh.
R002646,O000407,5,"Great experience, fresh items."
R002647,O005309,5,Nice packaging and fast service.
R002648,O005723,5,"Great experience, fresh items."
R002649,O018060,5,All items were available and fresh.
R002650,O015783,5,"On-time delivery, good quality."
R002651,O010778,5,Nice packaging and fast service.
R002652,O010558,4,Nice packaging and fast service.
R002653,O008824,2,Late delivery and missing items.
R002654,O006703,4,"Great experience, fresh items."
R002655,O010342,4,"Great experience, fresh items."
R002656,O003034,2,Late delivery and missing items.
R002657,O010095,4,Nice packaging and fast service.
R002658,O004792,5,All items were available and fresh.
R002659,O009887,4,"On-time delivery, good quality."
R002660,O014349,3,Delivery was slightly delayed.
R002661,O010764,2,Late delivery and missing items.
R002662,O017797,5,Nice packaging and fast service.
R002663,O013663,4,"On-time delivery, good quality."
R002664,O009164,4,"On-time delivery, good quality."
R002665,O001682,4,Nice packaging and fast service.
R002666,O004905,1,Poor quality and service.
R002667,O000658,3,One or two items were not so fresh.
R002668,O015368,4,"On-time delivery, good quality."
R002669,O013473,5,"Great experience, fresh items."
R002670,O018915,5,All items were available and fresh.
R002671,O006217,4,"Great experience, fresh items."
R002672,O005131,4,All items were available and fresh.
R002673,O007798,3,"Average experience, could be better."
R002674,O000814,4,"Great experience, fresh items."
R002675,O007639,4,Loved the quick delivery.
R002676,O013619,3,Okay service.
R002677,O007531,4,"On-time delivery, good quality."
R002678,O013876,5,Loved the quick delivery.
R002679,O006259,4,"On-time delivery, good quality."
R002680,O004952,3,Delivery was slightly delayed.
R002681,O014683,5,"On-time delivery, good quality."
R002682,O013903,1,Poor quality and service.
R002683,O017713,5,Nice packaging and fast service.
R002684,O006734,4,All items were available and fresh.
R002685,O006925,5,Nice packaging and fast service.
R002686,O010223,5,All items were available and fresh.
R002687,O019754,5,Nice packaging and fast service.
R002688,O013359,3,One or two items were not so fresh.
R002689,O014044,4,Loved the quick delivery.
R002690,O001737,5,Nice packaging and fast service.
R002691,O013793,4,All items were available and fresh.
R002692,O004000,4,Nice packaging and fast service.
R002693,O009270,3,One or two items were not so fresh.
R002694,O002033,2,Items were damaged.
R002695,O019417,4,All items were available and fresh.
R002696,O002369,4,Nice packaging and fast service.
R002697,O001379,3,Okay service.
R002698,O006265,3,Okay service.
R002699,O013497,1,Late delivery and missing items.
R002700,O017908,3,Delivery was slightly delayed.
R002701,O017696,4,"Great experience, fresh items."
R002702,O006503,5,"On-time delivery, good quality."
R002703,O005854,5,Loved the quick delivery.
R002704,O019883,4,All items were available and fresh.
R002705,O007456,3,Delivery was slightly delayed.
R002706,O001756,4,"Great experience, fresh items."
R002707,O019125,4,"On-time delivery, good quality."
R002708,O002365,3,One or two items were not so fresh.
R002709,O000806,4,Nice packaging and fast service.
R002710,O009414,5,Loved the quick delivery.
R002711,O005731,4,Nice packaging and fast service.
R002712,O004850,5,Loved the quick delivery.
R002713,O012216,4,"Great experience, fresh items."
R002714,O014549,3,"Average experience, could be better."
R002715,O011629,3,"Average experience, could be better."
R002716,O001271,5,Nice packaging and fast service.
R002717,O011815,5,Nice packaging and fast service.
R002718,O004272,3,Delivery was slightly delayed.
R002719,O015443,3,Okay service.
R002720,O013279,5,Loved the quick delivery.
R002721,O011296,5,All items were available and fresh.
R002722,O014642,4,All items were available and fresh.
R002723,O010518,3,Okay service.
R002724,O018311,4,All items were available and fresh.
R002725,O003320,5,All items were available and fresh.
R002726,O005126,3,One or two items were not so fresh.
R002727,O006125,3,One or two items were not so fresh.
R002728,O010728,4,"On-time delivery, good quality."
R002729,O015591,3,One or two items were not so fresh.
R002730,O011503,5,"Great experience, fresh items."
R002731,O018398,3,Delivery was slightly delayed.
R002732,O009179,4,Nice packaging and fast service.
R002733,O002710,5,All items were available and fresh.
R002734,O007727,3,Okay service.
R002735,O014589,5,"On-time delivery, good quality."
R002736,O005641,5,All items were available and fresh.
R002737,O000428,4,"On-time delivery, good quality."
R002738,O001194,4,Nice packaging and fast service.
R002739,O014415,2,Items were damaged.
R002740,O002591,3,Delivery was slightly delayed.
R002741,O008023,3,One or two items were not so fresh.
R002742,O003502,5,Loved the quick delivery.
R002743,O007447,5,"On-time delivery, good quality."
R002744,O006147,2,"Very bad experience, not ordering again."
R002745,O014363,5,All items were available and fresh.
R002746,O004879,3,"Average experience, could be better."
R002747,O006932,4,"On-time delivery, good quality."
R002748,O019502,5,All items were available and fresh.
R002749,O011058,4,"On-time delivery, good quality."
R002750,O018822,4,"Great experience, fresh items."
R002751,O002622,4,Nice packaging and fast service.
R002752,O000362,5,Nice packaging and fast service.
R002753,O009777,5,"On-time delivery, good quality."
R002754,O000117,5,Loved the quick delivery.
R002755,O008308,3,One or two items were not so fresh.
R002756,O018584,2,"Very bad experience, not ordering again."
R002757,O012938,5,"On-time delivery, good quality."
R002758,O017349,4,"Great experience, fresh items."
R002759,O008188,3,One or two items were not so fresh.
R002760,O006052,5,All items were available and fresh.
R002761,O013950,5,Loved the quick delivery.
R002762,O004835,4,Nice packaging and fast service.
R002763,O007065,1,Poor quality and service.
R002764,O016516,4,All items were available and fresh.
R002765,O015257,4,All items were available and fresh.
R002766,O016882,5,"On-time delivery, good quality."
R002767,O001915,5,Loved the quick delivery.
R002768,O015606,3,"Average experience, could be better."
R002769,O000050,5,"On-time delivery, good quality."
R002770,O003379,5,"Great experience, fresh items."
R002771,O007051,3,One or two items were not so fresh.
R002772,O008746,5,"On-time delivery, good quality."
R002773,O004826,4,All items were available and fresh.
R002774,O016763,4,"On-time delivery, good quality."
R002775,O018647,3,One or two items were not so fresh.
R002776,O008853,1,"Very bad experience, not ordering again."
R002777,O016664,4,"Great experience, fresh items."
R002778,O005021,5,Loved the quick delivery.
R002779,O018372,5,"On-time delivery, good quality."
R002780,O003055,1,"Very bad experience, not ordering again."
R002781,O010416,4,Loved the quick delivery.
R002782,O001569,3,"Average experience, could be better."
R002783,O007300,5,"On-time delivery, good quality."
R002784,O016253,4,Loved the quick delivery.
R002785,O017277,5,"On-time delivery, good quality."
R002786,O001649,2,"Very bad experience, not ordering again."
R002787,O010337,5,"Great experience, fresh items."
R002788,O007706,2,Poor quality and service.
R002789,O014181,4,"On-time delivery, good quality."
R002790,O011809,3,Okay service.
R002791,O006391,4,Loved the quick delivery.
R002792,O007748,5,Loved the quick delivery.
R002793,O004886,4,All items were available and fresh.
R002794,O000638,4,"On-time delivery, good quality."
R002795,O019512,4,All items were available and fresh.
R002796,O008103,4,"On-time delivery, good quality."
R002797,O012326,4,"On-time delivery, good quality."
R002798,O006853,3,Delivery was slightly delayed.
R002799,O005286,3,"Average experience, could be better."
R002800,O006924,5,Loved the quick delivery.
R002801,O013636,5,Nice packaging and fast service.
R002802,O002997,5,Loved the quick delivery.
R002803,O016540,3,Okay service.
R002804,O005718,5,"Great experience, fresh items."
R002805,O013917,4,"Great experience, fresh items."
R002806,O007608,4,Nice packaging and fast service.
R002807,O007779,4,All items were available and fresh.
R002808,O005171,5,Loved the quick delivery.
R002809,O013205,4,"Great experience, fresh items."
R002810,O002216,5,"Great experience, fresh items."
R002811,O018932,3,One or two items were not so fresh.
R002812,O000479,5,Loved the quick delivery.
R002813,O005106,5,"Great experience, fresh items."
R002814,O008420,3,One or two items were not so fresh.
R002815,O006747,3,Okay service.
R002816,O005812,3,One or two items were not so fresh.
R002817,O010907,5,All items were available and fresh.
R002818,O005151,3,"Average experience, could be better."
R002819,O016490,3,Okay service.
R002820,O005586,5,"Great experience, fresh items."
