platform,product_id,product_name,category,sub_category,brand,price,mrp,shelf_life_days
Zepto,P00324,Good Atta 2kg,Grocery & Staples,Flour,,190.0,,
Zepto,P00325,Daily Shampoo 1L,Personal Care,Shampoo,,170.0,,
Zepto,P00326,Smart Cashew 2kg,Grocery & Staples,Dry Fruits,,90.0,,
Zepto,P00327,Fresh Juice 12 pcs,Snacks & Beverages,Juices,,480.0,,
Zepto,P00328,Pure Eggs 12 pcs,Dairy & Breakfast,Eggs,,30.0,,
Zepto,P00329,Fresh Shampoo 200g,Personal Care,Shampoo,,560.0,,
Zepto,P00330,Urban Atta 1L,Grocery & Staples,Flour,,100.0,,
Zepto,P00331,Quick Cookies 500ml,Snacks & Beverages,Biscuits,,30.0,,
Zepto,P00332,Urban Cookies 500ml,Snacks & Beverages,Biscuits,,30.0,,
Zepto,P00333,Good Floor Cleaner 2kg,Household,Floor Cleaner,,230.0,,
Zepto,P00334,Good Cookies 1kg,Snacks & Beverages,Biscuits,,260.0,,
Zepto,P00335,Metro Juice 1L,Snacks & Beverages,Juices,,100.0,,
Zepto,P00336,Daily Potato 500ml,Fruits & Vegetables,Vegetables,,40.0,,
Zepto,P00337,Pure Cookies 1kg,Snacks & Beverages,Biscuits,,260.0,,
Zepto,P00338,Quick Chocolate 2kg,Snacks & Beverages,Chocolates,,160.0,,
Zepto,P00339,Good Namkeen 2kg,Snacks & Beverages,Chips,,220.0,,
Zepto,P00340,Quick Milk 6 pcs,Dairy & Breakfast,Milk,,50.0,,
Zepto,P00341,Urban Milk 6 pcs,Dairy & Breakfast,Milk,,220.0,,
Zepto,P00342,Fresh Coffee 2kg,Snacks & Beverages,Coffee,,270.0,,
Zepto,P00343,Green Juice 6 pcs,Snacks & Beverages,Juices,,230.0,,
Zepto,P00344,Good Coffee 500ml,Snacks & Beverages,Coffee,,260.0,,
Zepto,P00345,Good Atta 12 pcs,Grocery & Staples,Flour,,200.0,,
Zepto,P00346,Happy Floor Cleaner 500ml,Household,Floor Cleaner,,90.0,,
Zepto,P00347,Good Basmati Rice 12 pcs,Grocery & Staples,Rice,,500.0,,
Zepto,P00348,Urban Cold Drink 6 pcs,Snacks & Beverages,Soft Drinks,,680.0,,
Zepto,P00349,Quick Shampoo 200g,Personal Care,Shampoo,,510.0,,
Zepto,P00350,Good Toothpaste 6 pcs,Personal Care,Oral Care,,250.0,,
Zepto,P00351,Quick Toor Dal 500g,Grocery & Staples,Pulses,,210.0,,
Zepto,P00352,Quick Basmati Rice 500g,Grocery & Staples,Rice,,50.0,,
Zepto,P00353,Fresh Floor Cleaner 500ml,Household,Floor Cleaner,,100.0,,
Zepto,P00354,Metro Potato 1kg,Fruits & Vegetables,Vegetables,,120.0,,
Zepto,P00355,Daily Chocolate 500g,Snacks & Beverages,Chocolates,,490.0,,
Zepto,P00356,Daily Atta 500ml,Grocery & Staples,Flour,,250.0,,
Zepto,P00357,Metro Floor Cleaner 1kg,Household,Floor Cleaner,,40.0,,
Zepto,P00358,Daily Bread 6 pcs,Dairy & Breakfast,Bread,,140.0,,
Zepto,P00359,Fresh Namkeen 12 pcs,Snacks & Beverages,Chips,,400.0,,
Zepto,P00360,Urban Potato 12 pcs,Fruits & Vegetables,Vegetables,,270.0,,
Zepto,P00361,Smart Floor Cleaner 1L,Household,Floor Cleaner,,90.0,,
Zepto,P00362,Good Toor Dal 500ml,Grocery & Staples,Pulses,,240.0,,
Zepto,P00363,Quick Namkeen 500g,Snacks & Beverages,Chips,,450.0,,
Zepto,P00364,Smart Toothpaste 6 pcs,Personal Care,Oral Care,,700.0,,
Zepto,P00365,Green Cookies 200g,Snacks & Beverages,Biscuits,,90.0,,
Zepto,P00366,Good Toor Dal 500g,Grocery & Staples,Pulses,,110.0,,
Zepto,P00367,Good Toothpaste 1L,Personal Care,Oral Care,,220.0,,
Zepto,P00368,Metro Namkeen 1L,Snacks & Beverages,Chips,,60.0,,
Zepto,P00369,Urban Tea 500ml,Snacks & Beverages,Tea,,70.0,,
Zepto,P00370,Urban Shampoo 12 pcs,Personal Care,Shampoo,,120.0,,
Zepto,P00371,Quick Namkeen 500g,Snacks & Beverages,Chips,,170.0,,
Zepto,P00372,Fresh Toothpaste 6 pcs,Personal Care,Oral Care,,220.0,,
Zepto,P00373,Green Curd 1L,Dairy & Breakfast,Curd,,340.0,,
Zepto,P00374,Urban Cashew 1L,Grocery & Staples,Dry Fruits,,260.0,,
Zepto,P00375,Pure Tea 6 pcs,Snacks & Beverages,Tea,,430.0,,
Zepto,P00376,Metro Tomato 6 pcs,Fruits & Vegetables,Vegetables,,110.0,,
Zepto,P00377,Smart Namkeen 12 pcs,Snacks & Beverages,Chips,,250.0,,
Zepto,P00378,Good Namkeen 200g,Snacks & Beverages,Chips,,350.0,,
Zepto,P00379,Daily Eggs 6 pcs,Dairy & Breakfast,Eggs,,70.0,,
Zepto,P00380,Pure Floor Cleaner 1kg,Household,Floor Cleaner,,210.0,,
Zepto,P00381,Quick Tea 200g,Snacks & Beverages,Tea,,200.0,,
Zepto,P00382,Pure Namkeen 1L,Snacks & Beverages,Chips,,230.0,,
Zepto,P00383,Pure Atta 6 pcs,Grocery & Staples,Flour,,300.0,,
Zepto,P00384,Smart Toor Dal 500g,Grocery & Staples,Pulses,,420.0,,
Zepto,P00385,Fresh Tomato 500ml,Fruits & Vegetables,Vegetables,,60.0,,
Zepto,P00386,Metro Banana 500ml,Fruits & Vegetables,Fruits,,770.0,,
Zepto,P00387,Urban Curd 200g,Dairy & Breakfast,Curd,,210.0,,
Zepto,P00388,Urban Atta 500ml,Grocery & Staples,Flour,,290.0,,
Zepto,P00389,Pure Banana 500g,Fruits & Vegetables,Fruits,,140.0,,
Zepto,P00390,Daily Dishwash 200g,Household,Dishwash,,60.0,,
Zepto,P00391,Happy Tea 200g,Snacks & Beverages,Tea,,90.0,,
Zepto,P00392,Smart Almonds 1kg,Grocery & Staples,Dry Fruits,,620.0,,
Zepto,P00393,Pure Atta 1L,Grocery & Staples,Flour,,530.0,,
Zepto,P00394,Pure Tea 200g,Snacks & Beverages,Tea,,460.0,,
Zepto,P00395,Happy Basmati Rice 200g,Grocery & Staples,Rice,,140.0,,
Zepto,P00396,Smart Basmati Rice 12 pcs,Grocery & Staples,Rice,,100.0,,
Zepto,P00397,Happy Cashew 1kg,Grocery & Staples,Dry Fruits,,260.0,,
Zepto,P00398,Happy Potato 500ml,Fruits & Vegetables,Vegetables,,260.0,,
Zepto,P00399,Daily Cookies 1L,Snacks & Beverages,Biscuits,,300.0,,
Zepto,P00400,Quick Milk 500ml,Dairy & Breakfast,Milk,,370.0,,
Zepto,P00401,Metro Toor Dal 6 pcs,Grocery & Staples,Pulses,,270.0,,
Zepto,P00402,Smart Toothpaste 500g,Personal Care,Oral Care,,190.0,,
Zepto,P00403,Pure Toor Dal 12 pcs,Grocery & Staples,Pulses,,120.0,,
Zepto,P00404,Fresh Juice 6 pcs,Snacks & Beverages,Juices,,220.0,,
Zepto,P00405,Fresh Toor Dal 6 pcs,Grocery & Staples,Pulses,,280.0,,
Zepto,P00406,Happy Toor Dal 2kg,Grocery & Staples,Pulses,,170.0,,
Zepto,P00407,Green Chocolate 6 pcs,Snacks & Beverages,Chocolates,,160.0,,
Zepto,P00408,Fresh Basmati Rice 500ml,Grocery & Staples,Rice,,210.0,,
Zepto,P00409,Smart Curd 6 pcs,Dairy & Breakfast,Curd,,150.0,,
Zepto,P00410,Green Juice 2kg,Snacks & Beverages,Juices,,50.0,,
Zepto,P00411,Happy Chocolate 6 pcs,Snacks & Beverages,Chocolates,,70.0,,
Zepto,P00412,Urban Shampoo 6 pcs,Personal Care,Shampoo,,50.0,,
Zepto,P00413,Pure Juice 500g,Snacks & Beverages,Juices,,180.0,,
Zepto,P00414,Daily Floor Cleaner 2kg,Household,Floor Cleaner,,220.0,,
Zepto,P00415,Good Shampoo 6 pcs,Personal Care,Shampoo,,320.0,,
Zepto,P00416,Fresh Juice 500g,Snacks & Beverages,Juices,,170.0,,
Zepto,P00417,Metro Basmati Rice 2kg,Grocery & Staples,Rice,,670.0,,
Zepto,P00418,Pure Cold Drink 500g,Snacks & Beverages,Soft Drinks,,70.0,,
Zepto,P00419,Smart Juice 6 pcs,Snacks & Beverages,Juices,,270.0,,
Zepto,P00420,Urban Toor Dal 1L,Grocery & Staples,Pulses,,250.0,,
Zepto,P00421,Smart Toor Dal 2kg,Grocery & Staples,Pulses,,200.0,,
Zepto,P00422,Good Atta 200g,Grocery & Staples,Flour,,180.0,,
Zepto,P00423,Smart Floor Cleaner 12 pcs,Household,Floor Cleaner,,380.0,,
Zepto,P00424,Good Toothpaste 12 pcs,Personal Care,Oral Care,,250.0,,
Zepto,P00425,Fresh Namkeen 500ml,Snacks & Beverages,Chips,,120.0,,
Zepto,P00426,Smart Milk 500ml,Dairy & Breakfast,Milk,,460.0,,
Zepto,P00427,Pure Tomato 500ml,Fruits & Vegetables,Vegetables,,180.0,,
Zepto,P00428,Fresh Tea 500ml,Snacks & Beverages,Tea,,190.0,,
Zepto,P00429,Smart Curd 1L,Dairy & Breakfast,Curd,,210.0,,
Zepto,P00430,Smart Floor Cleaner 1L,Household,Floor Cleaner,,300.0,,
Zepto,P00431,Daily Potato 6 pcs,Fruits & Vegetables,Vegetables,,230.0,,
Zepto,P00432,Metro Floor Cleaner 6 pcs,Household,Floor Cleaner,,220.0,,
Zepto,P00433,Good Cold Drink 2kg,Snacks & Beverages,Soft Drinks,,30.0,,
Zepto,P00434,Good Almonds 500g,Grocery & Staples,Dry Fruits,,80.0,,
Zepto,P00435,Smart Banana 6 pcs,Fruits & Vegetables,Fruits,,130.0,,
Zepto,P00436,Daily Banana 1L,Fruits & Vegetables,Fruits,,450.0,,
Zepto,P00437,Smart Toor Dal 500g,Grocery & Staples,Pulses,,40.0,,
Zepto,P00438,Fresh Floor Cleaner 12 pcs,Household,Floor Cleaner,,370.0,,
Zepto,P00439,Good Basmati Rice 500g,Grocery & Staples,Rice,,70.0,,
Zepto,P00440,Green Namkeen 6 pcs,Snacks & Beverages,Chips,,250.0,,
Zepto,P00441,Fresh Floor Cleaner 1kg,Household,Floor Cleaner,,360.0,,
Zepto,P00442,Quick Cold Drink 500g,Snacks & Beverages,Soft Drinks,,240.0,,
Zepto,P00443,Good Milk 6 pcs,Dairy & Breakfast,Milk,,70.0,,
Zepto,P00444,Quick Chocolate 200g,Snacks & Beverages,Chocolates,,110.0,,
Zepto,P00445,Green Shampoo 200g,Personal Care,Shampoo,,420.0,,
Zepto,P00446,Fresh Apple 500ml,Fruits & Vegetables,Fruits,,300.0,,
Zepto,P00447,Smart Banana 1L,Fruits & Vegetables,Fruits,,280.0,,
Zepto,P00448,Quick Tomato 200g,Fruits & Vegetables,Vegetables,,290.0,,
Zepto,P00449,Happy Atta 1kg,Grocery & Staples,Flour,,150.0,,
Zepto,P00450,Urban Cashew 1kg,Grocery & Staples,Dry Fruits,,750.0,,
Zepto,P00451,Green Namkeen 200g,Snacks & Beverages,Chips,,50.0,,
Zepto,P00452,Quick Tea 2kg,Snacks & Beverages,Tea,,680.0,,
Zepto,P00453,Metro Coffee 6 pcs,Snacks & Beverages,Coffee,,110.0,,
Zepto,P00454,Quick Cookies 500g,Snacks & Beverages,Biscuits,,140.0,,
Zepto,P00455,Quick Tomato 1L,Fruits & Vegetables,Vegetables,,240.0,,
Zepto,P00456,Pure Toothpaste 2kg,Personal Care,Oral Care,,410.0,,
Zepto,P00457,Good Banana 500ml,Fruits & Vegetables,Fruits,,100.0,,
Zepto,P00458,Quick Juice 500g,Snacks & Beverages,Juices,,150.0,,
Zepto,P00459,Green Eggs 6 pcs,Dairy & Breakfast,Eggs,,660.0,,
Zepto,P00460,Pure Eggs 1L,Dairy & Breakfast,Eggs,,170.0,,
Zepto,P00461,Fresh Floor Cleaner 1L,Household,Floor Cleaner,,150.0,,
Zepto,P00462,Fresh Eggs 500g,Dairy & Breakfast,Eggs,,100.0,,
Zepto,P00463,Smart Juice 2kg,Snacks & Beverages,Juices,,500.0,,
Zepto,P00464,Fresh Eggs 1L,Dairy & Breakfast,Eggs,,340.0,,
Zepto,P00465,Smart Tea 1L,Snacks & Beverages,Tea,,60.0,,
Zepto,P00466,Good Shampoo 200g,Personal Care,Shampoo,,240.0,,
Zepto,P00467,Quick Bread 6 pcs,Dairy & Breakfast,Bread,,220.0,,
Zepto,P00468,Daily Dishwash 500ml,Household,Dishwash,,110.0,,
Zepto,P00469,Pure Floor Cleaner 1kg,Household,Floor Cleaner,,290.0,,
Zepto,P00470,Green Chocolate 200g,Snacks & Beverages,Chocolates,,170.0,,
Zepto,P00471,Fresh Potato 6 pcs,Fruits & Vegetables,Vegetables,,350.0,,
Zepto,P00472,Happy Tomato 6 pcs,Fruits & Vegetables,Vegetables,,290.0,,
Zepto,P00473,Good Bread 200g,Dairy & Breakfast,Bread,,180.0,,
Zepto,P00474,Metro Milk 1L,Dairy & Breakfast,Milk,,650.0,,
Zepto,P00475,Good Banana 2kg,Fruits & Vegetables,Fruits,,250.0,,
Zepto,P00476,Daily Dishwash 1kg,Household,Dishwash,,290.0,,
Zepto,P00477,Urban Coffee 6 pcs,Snacks & Beverages,Coffee,,590.0,,
Zepto,P00478,Quick Curd 2kg,Dairy & Breakfast,Curd,,230.0,,
Zepto,P00479,Pure Almonds 200g,Grocery & Staples,Dry Fruits,,120.0,,
Zepto,P00480,Pure Banana 1kg,Fruits & Vegetables,Fruits,,160.0,,
Zepto,P00481,Happy Chocolate 1L,Snacks & Beverages,Chocolates,,150.0,,
Zepto,P00482,Smart Basmati Rice 1L,Grocery & Staples,Rice,,250.0,,
Zepto,P00483,Daily Toor Dal 6 pcs,Grocery & Staples,Pulses,,110.0,,
Zepto,P00484,Smart Eggs 2kg,Dairy & Breakfast,Eggs,,190.0,,
Zepto,P00485,Quick Namkeen 500g,Snacks & Beverages,Chips,,210.0,,
Zepto,P00486,Happy Cookies 500ml,Snacks & Beverages,Biscuits,,180.0,,
Zepto,P00487,Smart Toothpaste 500g,Personal Care,Oral Care,,200.0,,
Zepto,P00488,Daily Tea 500ml,Snacks & Beverages,Tea,,170.0,,
Zepto,P00489,Pure Chocolate 2kg,Snacks & Beverages,Chocolates,,80.0,,
Zepto,P00490,Good Curd 12 pcs,Dairy & Breakfast,Curd,,230.0,,
Zepto,P00491,Quick Banana 1L,Fruits & Vegetables,Fruits,,400.0,,
Zepto,P00492,Happy Bread 1L,Dairy & Breakfast,Bread,,420.0,,
Zepto,P00493,Smart Toothpaste 500ml,Personal Care,Oral Care,,280.0,,
Zepto,P00494,Good Almonds 200g,Grocery & Staples,Dry Fruits,,410.0,,
Zepto,P00495,Good Shampoo 12 pcs,Personal Care,Shampoo,,140.0,,
Zepto,P00496,Daily Milk 1L,Dairy & Breakfast,Milk,,80.0,,
Zepto,P00497,Happy Potato 12 pcs,Fruits & Vegetables,Vegetables,,120.0,,
Zepto,P00498,Daily Tomato 1L,Fruits & Vegetables,Vegetables,,550.0,,
Zepto,P00499,Good Eggs 500ml,Dairy & Breakfast,Eggs,,110.0,,
Zepto,P00500,Green Basmati Rice 6 pcs,Grocery & Staples,Rice,,80.0,,
Zepto,P00501,Metro Milk 500ml,Dairy & Breakfast,Milk,,600.0,,
Zepto,P00502,Fresh Bread 1kg,Dairy & Breakfast,Bread,,40.0,,
Zepto,P00503,Green Chocolate 1L,Snacks & Beverages,Chocolates,,300.0,,
Zepto,P00504,Green Eggs 6 pcs,Dairy & Breakfast,Eggs,,550.0,,
Zepto,P00505,Happy Tea 2kg,Snacks & Beverages,Tea,,340.0,,
Zepto,P00506,Quick Juice 2kg,Snacks & Beverages,Juices,,110.0,,
Zepto,P00507,Green Floor Cleaner 200g,Household,Floor Cleaner,,440.0,,
Zepto,P00508,Quick Coffee 1kg,Snacks & Beverages,Coffee,,670.0,,
Zepto,P00509,Green Floor Cleaner 2kg,Household,Floor Cleaner,,760.0,,
Zepto,P00510,Fresh Almonds 2kg,Grocery & Staples,Dry Fruits,,120.0,,
Zepto,P00511,Fresh Floor Cleaner 2kg,Household,Floor Cleaner,,40.0,,
Zepto,P00512,Pure Tomato 6 pcs,Fruits & Vegetables,Vegetables,,310.0,,
Zepto,P00513,Pure Chocolate 2kg,Snacks & Beverages,Chocolates,,220.0,,
Zepto,P00514,Metro Atta 1L,Grocery & Staples,Flour,,90.0,,
Zepto,P00515,Quick Floor Cleaner 500ml,Household,Floor Cleaner,,220.0,,
Zepto,P00516,Green Milk 500ml,Dairy & Breakfast,Milk,,310.0,,
Zepto,P00517,Fresh Cashew 1kg,Grocery & Staples,Dry Fruits,,70.0,,
Zepto,P00518,Daily Bread 1kg,Dairy & Breakfast,Bread,,220.0,,
Zepto,P00519,Quick Juice 200g,Snacks & Beverages,Juices,,240.0,,
Zepto,P00520,Smart Juice 500ml,Snacks & Beverages,Juices,,160.0,,
Zepto,P00521,Green Eggs 6 pcs,Dairy & Breakfast,Eggs,,110.0,,
Zepto,P00522,Good Cold Drink 12 pcs,Snacks & Beverages,Soft Drinks,,100.0,,
Zepto,P00523,Smart Atta 12 pcs,Grocery & Staples,Flour,,60.0,,
Zepto,P00524,Metro Eggs 200g,Dairy & Breakfast,Eggs,,150.0,,
Zepto,P00525,Urban Dishwash 200g,Household,Dishwash,,70.0,,
Zepto,P00526,Good Toothpaste 200g,Personal Care,Oral Care,,40.0,,
Zepto,P00527,Green Juice 6 pcs,Snacks & Beverages,Juices,,100.0,,
Zepto,P00528,Good Namkeen 1L,Snacks & Beverages,Chips,,100.0,,
Zepto,P00529,Green Banana 1kg,Fruits & Vegetables,Fruits,,480.0,,
Zepto,P00530,Quick Cashew 1kg,Grocery & Staples,Dry Fruits,,490.0,,
Zepto,P00531,Green Almonds 2kg,Grocery & Staples,Dry Fruits,,30.0,,
Zepto,P00532,Fresh Floor Cleaner 1L,Household,Floor Cleaner,,150.0,,
Zepto,P00533,Urban Almonds 2kg,Grocery & Staples,Dry Fruits,,390.0,,
Zepto,P00534,Urban Almonds 1L,Grocery & Staples,Dry Fruits,,510.0,,
Zepto,P00535,Smart Apple 1kg,Fruits & Vegetables,Fruits,,100.0,,
Zepto,P00536,Green Curd 200g,Dairy & Breakfast,Curd,,50.0,,
Zepto,P00537,Smart Banana 1kg,Fruits & Vegetables,Fruits,,190.0,,
Zepto,P00538,Green Tea 1kg,Snacks & Beverages,Tea,,280.0,,
Zepto,P00539,Urban Apple 12 pcs,Fruits & Vegetables,Fruits,,180.0,,
Zepto,P00540,Smart Almonds 500ml,Grocery & Staples,Dry Fruits,,480.0,,
Zepto,P00541,Daily Basmati Rice 500g,Grocery & Staples,Rice,,190.0,,
Zepto,P00542,Smart Toor Dal 200g,Grocery & Staples,Pulses,,230.0,,
Zepto,P00543,Urban Juice 1kg,Snacks & Beverages,Juices,,670.0,,
Zepto,P00544,Good Cold Drink 1L,Snacks & Beverages,Soft Drinks,,260.0,,
Zepto,P00545,Green Tea 12 pcs,Snacks & Beverages,Tea,,280.0,,
Zepto,P00546,Pure Potato 200g,Fruits & Vegetables,Vegetables,,210.0,,
Zepto,P00547,Metro Tomato 2kg,Fruits & Vegetables,Vegetables,,220.0,,
Zepto,P00548,Happy Basmati Rice 500g,Grocery & Staples,Rice,,280.0,,
Zepto,P00549,Urban Juice 1kg,Snacks & Beverages,Juices,,250.0,,
Zepto,P00550,Metro Eggs 1kg,Dairy & Breakfast,Eggs,,270.0,,
Zepto,P00551,Green Namkeen 2kg,Snacks & Beverages,Chips,,400.0,,
Zepto,P00552,Pure Curd 1kg,Dairy & Breakfast,Curd,,550.0,,
Zepto,P00553,Smart Curd 1kg,Dairy & Breakfast,Curd,,40.0,,
Zepto,P00554,Metro Shampoo 12 pcs,Personal Care,Shampoo,,390.0,,
Zepto,P00555,Happy Toor Dal 1kg,Grocery & Staples,Pulses,,150.0,,
Zepto,P00556,Fresh Almonds 2kg,Grocery & Staples,Dry Fruits,,30.0,,
Zepto,P00557,Metro Banana 2kg,Fruits & Vegetables,Fruits,,550.0,,
Zepto,P00558,Green Toothpaste 200g,Personal Care,Oral Care,,130.0,,
Zepto,P00559,Pure Namkeen 6 pcs,Snacks & Beverages,Chips,,220.0,,
Zepto,P00560,Pure Almonds 1kg,Grocery & Staples,Dry Fruits,,760.0,,
Zepto,P00561,Smart Namkeen 1L,Snacks & Beverages,Chips,,210.0,,
Zepto,P00562,Smart Eggs 500g,Dairy & Breakfast,Eggs,,140.0,,
Zepto,P00563,Urban Milk 200g,Dairy & Breakfast,Milk,,80.0,,
Zepto,P00564,Smart Apple 1L,Fruits & Vegetables,Fruits,,330.0,,
Zepto,P00565,Daily Coffee 200g,Snacks & Beverages,Coffee,,130.0,,
Zepto,P00566,Green Namkeen 1kg,Snacks & Beverages,Chips,,220.0,,
Zepto,P00567,Happy Basmati Rice 1L,Grocery & Staples,Rice,,210.0,,
Zepto,P00568,Green Toothpaste 500g,Personal Care,Oral Care,,340.0,,
Zepto,P00569,Daily Apple 6 pcs,Fruits & Vegetables,Fruits,,150.0,,
Zepto,P00570,Good Potato 500ml,Fruits & Vegetables,Vegetables,,290.0,,
Zepto,P00571,Good Namkeen 500ml,Snacks & Beverages,Chips,,500.0,,
Zepto,P00572,Pure Coffee 12 pcs,Snacks & Beverages,Coffee,,330.0,,
Zepto,P00573,Daily Basmati Rice 1kg,Grocery & Staples,Rice,,230.0,,
Zepto,P00574,Smart Basmati Rice 1L,Grocery & Staples,Rice,,270.0,,
Zepto,P00575,Good Tomato 500ml,Fruits & Vegetables,Vegetables,,80.0,,
Zepto,P00576,Metro Cookies 1L,Snacks & Beverages,Biscuits,,90.0,,
Zepto,P00577,Urban Chocolate 2kg,Snacks & Beverages,Chocolates,,640.0,,
Zepto,P00578,Urban Bread 500ml,Dairy & Breakfast,Bread,,530.0,,
Zepto,P00579,Fresh Tea 1L,Snacks & Beverages,Tea,,80.0,,
Zepto,P00580,Green Toor Dal 1kg,Grocery & Staples,Pulses,,460.0,,
Zepto,P00581,Daily Toothpaste 500ml,Personal Care,Oral Care,,230.0,,
Zepto,P00582,Smart Apple 2kg,Fruits & Vegetables,Fruits,,60.0,,
Zepto,P00583,Urban Cashew 12 pcs,Grocery & Staples,Dry Fruits,,570.0,,
Zepto,P00584,Good Atta 500ml,Grocery & Staples,Flour,,260.0,,
Zepto,P00585,Fresh Tea 500ml,Snacks & Beverages,Tea,,580.0,,
Zepto,P00586,Urban Toor Dal 6 pcs,Grocery & Staples,Pulses,,110.0,,
Zepto,P00587,Daily Atta 1L,Grocery & Staples,Flour,,190.0,,
Zepto,P00588,Daily Apple 500g,Fruits & Vegetables,Fruits,,50.0,,
Zepto,P00589,Smart Potato 500g,Fruits & Vegetables,Vegetables,,290.0,,
Zepto,P00590,Metro Curd 6 pcs,Dairy & Breakfast,Curd,,120.0,,
Zepto,P00591,Fresh Basmati Rice 500ml,Grocery & Staples,Rice,,340.0,,
Zepto,P00592,Metro Tea 200g,Snacks & Beverages,Tea,,50.0,,
Zepto,P00593,Fresh Toothpaste 1L,Personal Care,Oral Care,,340.0,,
Zepto,P00594,Green Bread 500g,Dairy & Breakfast,Bread,,200.0,,
Zepto,P00595,Happy Banana 1L,Fruits & Vegetables,Fruits,,260.0,,
Zepto,P00596,Quick Banana 6 pcs,Fruits & Vegetables,Fruits,,210.0,,
Zepto,P00597,Happy Tomato 500g,Fruits & Vegetables,Vegetables,,410.0,,
Zepto,P00598,Metro Shampoo 6 pcs,Personal Care,Shampoo,,230.0,,
Zepto,P00599,Urban Atta 6 pcs,Grocery & Staples,Flour,,250.0,,
Zepto,P00600,Metro Floor Cleaner 6 pcs,Household,Floor Cleaner,,80.0,,
Zepto,P00601,Fresh Shampoo 6 pcs,Personal Care,Shampoo,,150.0,,
Zepto,P00602,Good Coffee 1kg,Snacks & Beverages,Coffee,,140.0,,
Zepto,P00603,Good Bread 500ml,Dairy & Breakfast,Bread,,110.0,,
Zepto,P00604,Metro Toor Dal 1L,Grocery & Staples,Pulses,,120.0,,
Zepto,P00605,Green Bread 12 pcs,Dairy & Breakfast,Bread,,130.0,,
Zepto,P00606,Happy Cookies 2kg,Snacks & Beverages,Biscuits,,80.0,,
Zepto,P00607,Fresh Almonds 200g,Grocery & Staples,Dry Fruits,,240.0,,
Zepto,P00608,Pure Juice 200g,Snacks & Beverages,Juices,,170.0,,
Zepto,P00609,Fresh Banana 1L,Fruits & Vegetables,Fruits,,280.0,,
Zepto,P00610,Metro Bread 200g,Dairy & Breakfast,Bread,,200.0,,
Zepto,P00611,Quick Bread 6 pcs,Dairy & Breakfast,Bread,,150.0,,
Zepto,P00612,Fresh Floor Cleaner 1L,Household,Floor Cleaner,,700.0,,
Zepto,P00613,Pure Atta 2kg,Grocery & Staples,Flour,,350.0,,
Zepto,P00614,Urban Cashew 6 pcs,Grocery & Staples,Dry Fruits,,120.0,,
Zepto,P00615,Daily Coffee 1kg,Snacks & Beverages,Coffee,,40.0,,
Zepto,P00616,Pure Cookies 1L,Snacks & Beverages,Biscuits,,250.0,,
Zepto,P00617,Good Coffee 200g,Snacks & Beverages,Coffee,,180.0,,
Zepto,P00618,Smart Dishwash 12 pcs,Household,Dishwash,,470.0,,
Zepto,P00619,Metro Chocolate 12 pcs,Snacks & Beverages,Chocolates,,120.0,,
Zepto,P00620,Pure Shampoo 1L,Personal Care,Shampoo,,210.0,,
Zepto,P00621,Daily Shampoo 500ml,Personal Care,Shampoo,,120.0,,
Zepto,P00622,Pure Almonds 1kg,Grocery & Staples,Dry Fruits,,210.0,,
Zepto,P00623,Urban Milk 12 pcs,Dairy & Breakfast,Milk,,70.0,,
Zepto,P00624,Daily Toothpaste 6 pcs,Personal Care,Oral Care,,100.0,,
Zepto,P00625,Daily Bread 500g,Dairy & Breakfast,Bread,,30.0,,
Zepto,P00626,Quick Toor Dal 2kg,Grocery & Staples,Pulses,,160.0,,
Zepto,P00627,Fresh Potato 2kg,Fruits & Vegetables,Vegetables,,460.0,,
Zepto,P00628,Pure Dishwash 200g,Household,Dishwash,,240.0,,
Zepto,P00629,Quick Milk 500g,Dairy & Breakfast,Milk,,160.0,,
Zepto,P00630,Fresh Eggs 6 pcs,Dairy & Breakfast,Eggs,,180.0,,
Zepto,P00631,Quick Coffee 1L,Snacks & Beverages,Coffee,,140.0,,
Zepto,P00632,Fresh Banana 200g,Fruits & Vegetables,Fruits,,280.0,,
Zepto,P00633,Quick Eggs 2kg,Dairy & Breakfast,Eggs,,490.0,,
Zepto,P00634,Fresh Bread 500ml,Dairy & Breakfast,Bread,,100.0,,
Zepto,P00635,Pure Eggs 500g,Dairy & Breakfast,Eggs,,110.0,,
Zepto,P00636,Good Milk 500ml,Dairy & Breakfast,Milk,,340.0,,
Zepto,P00637,Daily Cold Drink 200g,Snacks & Beverages,Soft Drinks,,90.0,,
Zepto,P00638,Metro Cold Drink 12 pcs,Snacks & Beverages,Soft Drinks,,540.0,,
Zepto,P00639,Quick Chocolate 500ml,Snacks & Beverages,Chocolates,,650.0,,
Zepto,P00640,Urban Tea 2kg,Snacks & Beverages,Tea,,330.0,,
Zepto,P00641,Quick Coffee 1kg,Snacks & Beverages,Coffee,,150.0,,
Zepto,P00642,Urban Tomato 500ml,Fruits & Vegetables,Vegetables,,100.0,,
Zepto,P00643,Happy Banana 200g,Fruits & Vegetables,Fruits,,580.0,,
Zepto,P00644,Pure Toor Dal 500ml,Grocery & Staples,Pulses,,440.0,,
Zepto,P00645,Quick Apple 500ml,Fruits & Vegetables,Fruits,,360.0,,
Zepto,P00646,Good Shampoo 2kg,Personal Care,Shampoo,,60.0,,
Zepto,P00647,Quick Toor Dal 6 pcs,Grocery & Staples,Pulses,,70.0,,
