platform,order_id,customer_id,product_id,store_id,order_datetime,quantity,order_value,discount_applied,order_status,payment_method_id,time_of_day
Zepto,O006021,C08362,,,2023-05-14,,,,Returned,,
Zepto,O006022,C02332,,,2024-11-04,,,,Delivered,,
Zepto,O006023,C02348,,,2023-08-06,,,,Delivered,,
Zepto,O006024,C04099,,,2023-01-23,,,,Cancelled,,
Zepto,O006025,C04098,,,2024-09-25,,,,Cancelled,,
Zepto,O006026,C00773,,,2024-09-02,,,,Delivered,,
Zepto,O006027,C03848,,,2023-03-30,,,,Delivered,,
Zepto,O006028,C01767,,,2024-11-10,,,,Cancelled,,
Zepto,O006029,C05496,,,2024-02-29,,,,Delivered,,
Zepto,O006030,C09058,,,2023-01-04,,,,Delivered,,
Zepto,O006031,C03939,,,2024-11-01,,,,Cancelled,,
Zepto,O006032,C08232,,,2024-09-11,,,,Delivered,,
Zepto,O006033,C05580,,,2024-08-12,,,,Returned,,
Zepto,O006034,C06109,,,2024-10-04,,,,Delivered,,
Zepto,O006035,C05717,,,2024-04-26,,,,Delivered,,
Zepto,O006036,C07563,,,2023-06-19,,,,Delivered,,
Zepto,O006037,C05787,,,2023-08-05,,,,Out For Delivery,,
Zepto,O006038,C09408,,,2024-06-25,,,,Delivered,,
Zepto,O006039,C07625,,,2023-09-26,,,,Delivered,,
Zepto,O006040,C05534,,,2024-12-11,,,,Cancelled,,
Zepto,O006041,C03479,,,2024-03-17,,,,Delivered,,
Zepto,O006042,C04115,,,2024-09-07,,,,Delivered,,
Zepto,O006043,C06611,,,2023-10-16,,,,Delivered,,
Zepto,O006044,C01896,,,2024-07-26,,,,Returned,,
Zepto,O006045,C01322,,,2023-01-18,,,,Delivered,,
Zepto,O006046,C02707,,,2024-08-20,,,,Delivered,,
Zepto,O006047,C00791,,,2023-07-09,,,,Delivered,,
Zepto,O006048,C01357,,,2023-01-29,,,,Delivered,,
Zepto,O006049,C06832,,,2024-10-30,,,,Returned,,
Zepto,O006050,C06172,,,2024-02-06,,,,Delivered,,
Zepto,O006051,C02191,,,2023-01-05,,,,Delivered,,
Zepto,O006052,C00223,,,2024-09-07,,,,Cancelled,,
Zepto,O006053,C03212,,,2023-07-09,,,,Delivered,,
Zepto,O006054,C02676,,,2023-04-17,,,,Delivered,,
Zepto,O006055,C05819,,,2023-05-17,,,,Delivered,,
Zepto,O006056,C05875,,,2023-07-05,,,,Delivered,,
Zepto,O006057,C00430,,,2023-05-13,,,,Cancelled,,
Zepto,O006058,C08194,,,2023-03-17,,,,Cancelled,,
Zepto,O006059,C05493,,,2023-05-17,,,,Delivered,,
Zepto,O006060,C04087,,,2023-09-09,,,,Delivered,,
Zepto,O006061,C02234,,,2024-07-09,,,,Delivered,,
Zepto,O006062,C05223,,,2024-11-22,,,,Delivered,,
Zepto,O006063,C07953,,,2024-07-29,,,,Cancelled,,
Zepto,O006064,C07828,,,2024-09-23,,,,Delivered,,
Zepto,O006065,C03287,,,2023-02-25,,,,Delivered,,
Zepto,O006066,C03776,,,2023-12-29,,,,Delivered,,
Zepto,O006067,C08570,,,2024-11-25,,,,Out For Delivery,,
Zepto,O006068,C00026,,,2023-02-28,,,,Delivered,,
Zepto,O006069,C00316,,,2023-10-14,,,,Delivered,,
Zepto,O006070,C08456,,,2023-07-27,,,,Delivered,,
Zepto,O006071,C02359,,,2024-12-28,,,,Delivered,,
Zepto,O006072,C01554,,,2024-10-21,,,,Delivered,,
Zepto,O006073,C07486,,,2024-03-05,,,,Delivered,,
Zepto,O006074,C03481,,,2023-07-26,,,,Delivered,,
Zepto,O006075,C00758,,,2023-04-25,,,,Delivered,,
Zepto,O006076,C06865,,,2023-11-24,,,,Delivered,,
Zepto,O006077,C02247,,,2024-09-05,,,,Delivered,,
Zepto,O006078,C00886,,,2024-02-18,,,,Cancelled,,
Zepto,O006079,C05704,,,2023-04-11,,,,Delivered,,
Zepto,O006080,C07344,,,2023-02-03,,,,Delivered,,
Zepto,O006081,C02494,,,2024-12-14,,,,Delivered,,
Zepto,O006082,C00020,,,2023-04-28,,,,Delivered,,
Zepto,O006083,C09744,,,2024-03-10,,,,Delivered,,
Zepto,O006084,C07658,,,2024-03-03,,,,Delivered,,
Zepto,O006085,C04359,,,2024-09-04,,,,Delivered,,
Zepto,O006086,C05192,,,2023-11-04,,,,Returned,,
Zepto,O006087,C06765,,,2024-05-19,,,,Delivered,,
Zepto,O006088,C02476,,,2023-05-21,,,,Cancelled,,
Zepto,O006089,C07439,,,2024-07-07,,,,Delivered,,
Zepto,O006090,C02475,,,2023-06-19,,,,Delivered,,
Zepto,O006091,C03856,,,2024-12-03,,,,Delivered,,
Zepto,O006092,C08932,,,2024-06-18,,,,Delivered,,
Zepto,O006093,C08183,,,2024-02-19,,,,Delivered,,
Zepto,O006094,C02089,,,2024-08-23,,,,Delivered,,
Zepto,O006095,C07830,,,2023-01-01,,,,Delivered,,
Zepto,O006096,C06139,,,2023-08-19,,,,Delivered,,
Zepto,O006097,C06490,,,2023-04-18,,,,Delivered,,
Zepto,O006098,C01373,,,2023-04-28,,,,Cancelled,,
Zepto,O006099,C03542,,,2024-04-18,,,,Out For Delivery,,
Zepto,O006100,C09810,,,2023-06-06,,,,Delivered,,
Zepto,O006101,C01475,,,2023-09-29,,,,Delivered,,
Zepto,O006102,C08562,,,2023-02-18,,,,Delivered,,
Zepto,O006103,C08402,,,2023-07-21,,,,Delivered,,
Zepto,O006104,C05506,,,2024-06-09,,,,Delivered,,
Zepto,O006105,C07449,,,2023-11-01,,,,Delivered,,
Zepto,O006106,C02014,,,2024-11-02,,,,Delivered,,
Zepto,O006107,C04747,,,2023-01-17,,,,Delivered,,
Zepto,O006108,C08712,,,2023-09-23,,,,Delivered,,
Zepto,O006109,C08646,,,2024-06-11,,,,Delivered,,
Zepto,O006110,C05720,,,2024-11-12,,,,Cancelled,,
Zepto,O006111,C01328,,,2023-12-27,,,,Delivered,,
Zepto,O006112,C02802,,,2024-05-01,,,,Delivered,,
Zepto,O006113,C02572,,,2023-09-19,,,,Delivered,,
Zepto,O006114,C05933,,,2023-06-19,,,,Delivered,,
Zepto,O006115,C09233,,,2023-06-29,,,,Delivered,,
Zepto,O006116,C04639,,,2024-03-06,,,,Cancelled,,
Zepto,O006117,C03502,,,2023-06-25,,,,Delivered,,
Zepto,O006118,C01228,,,2024-09-23,,,,Delivered,,
Zepto,O006119,C07887,,,2023-02-03,,,,Delivered,,
Zepto,O006120,C01159,,,2024-05-21,,,,Cancelled,,
Zepto,O006121,C03898,,,2024-08-05,,,,Delivered,,
Zepto,O006122,C01395,,,2024-12-31,,,,Returned,,
Zepto,O006123,C00273,,,2024-11-28,,,,Delivered,,
Zepto,O006124,C00691,,,2024-04-14,,,,Delivered,,
Zepto,O006125,C02503,,,2023-08-29,,,,Delivered,,
Zepto,O006126,C08286,,,2024-01-19,,,,Delivered,,
Zepto,O006127,C07559,,,2023-04-23,,,,Delivered,,
Zepto,O006128,C00754,,,2023-03-19,,,,Delivered,,
Zepto,O006129,C05027,,,2023-08-19,,,,Out For Delivery,,
Zepto,O006130,C02512,,,2023-04-17,,,,Delivered,,
Zepto,O006131,C00470,,,2024-03-22,,,,Delivered,,
Zepto,O006132,C02789,,,2024-03-23,,,,Delivered,,
Zepto,O006133,C03829,,,2024-08-24,,,,Delivered,,
Zepto,O006134,C08531,,,2024-09-29,,,,Delivered,,
Zepto,O006135,C04008,,,2023-06-07,,,,Delivered,,
Zepto,O006136,C06154,,,2023-11-01,,,,Delivered,,
Zepto,O006137,C06747,,,2023-10-05,,,,Delivered,,
Zepto,O006138,C06369,,,2024-03-07,,,,Delivered,,
Zepto,O006139,C05532,,,2024-08-27,,,,Delivered,,
Zepto,O006140,C03601,,,2023-06-18,,,,Delivered,,
Zepto,O006141,C03836,,,2023-08-14,,,,Delivered,,
Zepto,O006142,C07737,,,2024-05-22,,,,Cancelled,,
Zepto,O006143,C07080,,,2023-10-30,,,,Delivered,,
Zepto,O006144,C03889,,,2023-08-04,,,,Delivered,,
Zepto,O006145,C04259,,,2024-02-09,,,,Delivered,,
Zepto,O006146,C07754,,,2024-10-20,,,,Delivered,,
Zepto,O006147,C05602,,,2024-05-01,,,,Returned,,
Zepto,O006148,C05236,,,2024-07-22,,,,Delivered,,
Zepto,O006149,C08965,,,2023-02-18,,,,Delivered,,
Zepto,O006150,C08298,,,2024-11-01,,,,Delivered,,
Zepto,O006151,C00874,,,2024-08-31,,,,Cancelled,,
Zepto,O006152,C09085,,,2023-12-29,,,,Returned,,
Zepto,O006153,C00423,,,2024-05-10,,,,Delivered,,
Zepto,O006154,C06869,,,2023-08-03,,,,Delivered,,
Zepto,O006155,C02858,,,2023-08-20,,,,Delivered,,
Zepto,O006156,C09055,,,2023-10-03,,,,Delivered,,
Zepto,O006157,C00743,,,2024-11-09,,,,Out For Delivery,,
Zepto,O006158,C07653,,,2024-08-07,,,,Out For Delivery,,
Zepto,O006159,C08780,,,2023-01-06,,,,Out For Delivery,,
Zepto,O006160,C04483,,,2024-09-12,,,,Returned,,
Zepto,O006161,C06058,,,2024-03-01,,,,Delivered,,
Zepto,O006162,C00869,,,2023-08-12,,,,Delivered,,
Zepto,O006163,C02962,,,2023-07-17,,,,Delivered,,
Zepto,O006164,C00410,,,2023-06-07,,,,Delivered,,
Zepto,O006165,C05295,,,2024-01-16,,,,Delivered,,
Zepto,O006166,C09042,,,2023-03-30,,,,Delivered,,
Zepto,O006167,C04688,,,2024-02-18,,,,Delivered,,
Zepto,O006168,C05658,,,2023-04-30,,,,Returned,,
Zepto,O006169,C06717,,,2024-04-12,,,,Delivered,,
Zepto,O006170,C00897,,,2024-10-29,,,,Delivered,,
Zepto,O006171,C03340,,,2024-04-22,,,,Delivered,,
Zepto,O006172,C06585,,,2024-11-22,,,,Returned,,
Zepto,O006173,C00666,,,2023-09-14,,,,Delivered,,
Zepto,O006174,C04279,,,2024-10-14,,,,Delivered,,
Zepto,O006175,C06637,,,2023-05-10,,,,Delivered,,
Zepto,O006176,C04981,,,2023-04-03,,,,Delivered,,
Zepto,O006177,C08166,,,2023-10-06,,,,Delivered,,
Zepto,O006178,C04513,,,2024-06-27,,,,Cancelled,,
Zepto,O006179,C05858,,,2024-07-16,,,,Delivered,,
Zepto,O006180,C06309,,,2023-02-14,,,,Cancelled,,
Zepto,O006181,C08306,,,2023-07-26,,,,Cancelled,,
Zepto,O006182,C01838,,,2024-06-09,,,,Delivered,,
Zepto,O006183,C01084,,,2023-04-20,,,,Delivered,,
Zepto,O006184,C01999,,,2023-11-02,,,,Delivered,,
Zepto,O006185,C06109,,,2023-02-02,,,,Out For Delivery,,
Zepto,O006186,C01716,,,2024-07-29,,,,Delivered,,
Zepto,O006187,C09595,,,2024-03-12,,,,Delivered,,
Zepto,O006188,C04601,,,2023-01-24,,,,Delivered,,
Zepto,O006189,C00610,,,2024-06-21,,,,Delivered,,
Zepto,O006190,C05085,,,2024-04-26,,,,Delivered,,
Zepto,O006191,C02165,,,2024-10-30,,,,Delivered,,
Zepto,O006192,C08128,,,2024-06-29,,,,Cancelled,,
Zepto,O006193,C00339,,,2024-10-03,,,,Cancelled,,
Zepto,O006194,C09487,,,2024-09-24,,,,Delivered,,
Zepto,O006195,C09362,,,2023-06-29,,,,Delivered,,
Zepto,O006196,C03311,,,2024-11-23,,,,Delivered,,
Zepto,O006197,C09761,,,2024-12-30,,,,Cancelled,,
Zepto,O006198,C01021,,,2024-06-08,,,,Delivered,,
Zepto,O006199,C05683,,,2023-08-18,,,,Delivered,,
Zepto,O006200,C08135,,,2024-11-27,,,,Delivered,,
Zepto,O006201,C00540,,,2024-01-01,,,,Delivered,,
Zepto,O006202,C00824,,,2023-08-04,,,,Returned,,
Zepto,O006203,C01494,,,2024-07-02,,,,Delivered,,
Zepto,O006204,C09760,,,2024-01-27,,,,Delivered,,
Zepto,O006205,C07748,,,2024-03-13,,,,Delivered,,
Zepto,O006206,C05179,,,2024-12-25,,,,Delivered,,
Zepto,O006207,C05546,,,2023-07-25,,,,Delivered,,
Zepto,O006208,C09755,,,2024-10-28,,,,Delivered,,
Zepto,O006209,C07190,,,2023-09-15,,,,Delivered,,
Zepto,O006210,C01257,,,2023-02-26,,,,Delivered,,
Zepto,O006211,C05844,,,2024-08-06,,,,Delivered,,
Zepto,O006212,C05569,,,2024-01-05,,,,Delivered,,
Zepto,O006213,C05478,,,2024-02-29,,,,Delivered,,
Zepto,O006214,C02869,,,2023-03-13,,,,Delivered,,
Zepto,O006215,C01607,,,2023-10-09,,,,Delivered,,
Zepto,O006216,C00215,,,2023-04-17,,,,Cancelled,,
Zepto,O006217,C06307,,,2023-09-21,,,,Delivered,,
Zepto,O006218,C05650,,,2024-04-25,,,,Delivered,,
Zepto,O006219,C01246,,,2024-05-25,,,,Delivered,,
Zepto,O006220,C02369,,,2024-09-06,,,,Out For Delivery,,
Zepto,O006221,C02930,,,2024-05-26,,,,Returned,,
Zepto,O006222,C00904,,,2023-05-17,,,,Delivered,,
Zepto,O006223,C05884,,,2023-12-15,,,,Delivered,,
Zepto,O006224,C07119,,,2024-08-13,,,,Delivered,,
Zepto,O006225,C02820,,,2024-03-17,,,,Delivered,,
Zepto,O006226,C02336,,,2023-10-03,,,,Delivered,,
Zepto,O006227,C03460,,,2024-09-24,,,,Delivered,,
Zepto,O006228,C07409,,,2024-01-08,,,,Returned,,
Zepto,O006229,C02629,,,2023-08-10,,,,Delivered,,
Zepto,O006230,C06449,,,2023-03-10,,,,Delivered,,
Zepto,O006231,C06750,,,2024-08-24,,,,Delivered,,
Zepto,O006232,C06278,,,2023-12-23,,,,Returned,,
Zepto,O006233,C05932,,,2023-04-05,,,,Delivered,,
Zepto,O006234,C03546,,,2024-04-28,,,,Delivered,,
Zepto,O006235,C04657,,,2023-05-18,,,,Delivered,,
Zepto,O006236,C08306,,,2023-05-31,,,,Delivered,,
Zepto,O006237,C02533,,,2023-12-08,,,,Delivered,,
Zepto,O006238,C09063,,,2023-09-16,,,,Delivered,,
Zepto,O006239,C03247,,,2024-05-08,,,,Delivered,,
Zepto,O006240,C08196,,,2023-06-07,,,,Delivered,,
Zepto,O006241,C04481,,,2024-10-23,,,,Delivered,,
Zepto,O006242,C05158,,,2024-09-18,,,,Delivered,,
Zepto,O006243,C07865,,,2023-09-09,,,,Delivered,,
Zepto,O006244,C09309,,,2024-10-14,,,,Delivered,,
Zepto,O006245,C08718,,,2023-03-07,,,,Delivered,,
Zepto,O006246,C08302,,,2023-01-02,,,,Cancelled,,
Zepto,O006247,C04164,,,2024-08-26,,,,Delivered,,
Zepto,O006248,C09666,,,2023-10-09,,,,Delivered,,
Zepto,O006249,C06279,,,2024-10-04,,,,Delivered,,
Zepto,O006250,C03692,,,2024-07-10,,,,Delivered,,
Zepto,O006251,C04295,,,2024-07-17,,,,Delivered,,
Zepto,O006252,C03123,,,2023-11-24,,,,Delivered,,
Zepto,O006253,C09650,,,2023-06-01,,,,Delivered,,
Zepto,O006254,C06694,,,2024-08-13,,,,Out For Delivery,,
Zepto,O006255,C03721,,,2023-08-18,,,,Delivered,,
Zepto,O006256,C03081,,,2024-02-20,,,,Returned,,
Zepto,O006257,C04365,,,2023-07-28,,,,Delivered,,
Zepto,O006258,C06423,,,2024-09-07,,,,Delivered,,
Zepto,O006259,C06077,,,2023-08-12,,,,Delivered,,
Zepto,O006260,C06917,,,2024-06-08,,,,Delivered,,
Zepto,O006261,C02526,,,2023-10-26,,,,Delivered,,
Zepto,O006262,C01455,,,2024-09-09,,,,Cancelled,,
Zepto,O006263,C04353,,,2024-10-04,,,,Cancelled,,
Zepto,O006264,C02784,,,2023-06-16,,,,Delivered,,
Zepto,O006265,C04700,,,2024-04-09,,,,Delivered,,
Zepto,O006266,C04208,,,2024-10-06,,,,Delivered,,
Zepto,O006267,C09916,,,2024-09-14,,,,Delivered,,
Zepto,O006268,C01433,,,2024-08-24,,,,Cancelled,,
Zepto,O006269,C06557,,,2024-12-11,,,,Delivered,,
Zepto,O006270,C09863,,,2023-06-19,,,,Delivered,,
Zepto,O006271,C09387,,,2024-05-31,,,,Delivered,,
Zepto,O006272,C01457,,,2024-04-10,,,,Delivered,,
Zepto,O006273,C04680,,,2024-09-26,,,,Delivered,,
Zepto,O006274,C08328,,,2024-02-10,,,,Delivered,,
Zepto,O006275,C09385,,,2023-05-09,,,,Delivered,,
Zepto,O006276,C01756,,,2023-05-24,,,,Delivered,,
Zepto,O006277,C06411,,,2023-03-10,,,,Delivered,,
Zepto,O006278,C03070,,,2023-02-01,,,,Delivered,,
Zepto,O006279,C00222,,,2023-05-21,,,,Delivered,,
Zepto,O006280,C07652,,,2023-04-23,,,,Delivered,,
Zepto,O006281,C02184,,,2024-12-05,,,,Delivered,,
Zepto,O006282,C00239,,,2024-08-17,,,,Cancelled,,
Zepto,O006283,C04323,,,2024-01-26,,,,Delivered,,
Zepto,O006284,C05639,,,2023-01-23,,,,Out For Delivery,,
Zepto,O006285,C06003,,,2023-01-30,,,,Out For Delivery,,
Zepto,O006286,C04401,,,2024-02-18,,,,Cancelled,,
Zepto,O006287,C02197,,,2024-11-21,,,,Delivered,,
Zepto,O006288,C08070,,,2023-04-22,,,,Delivered,,
Zepto,O006289,C01279,,,2024-02-15,,,,Delivered,,
Zepto,O006290,C07007,,,2024-12-31,,,,Delivered,,
Zepto,O006291,C00718,,,2024-02-10,,,,Delivered,,
Zepto,O006292,C07087,,,2023-03-24,,,,Out For Delivery,,
Zepto,O006293,C06643,,,2024-12-11,,,,Delivered,,
Zepto,O006294,C01605,,,2024-04-10,,,,Delivered,,
Zepto,O006295,C06233,,,2024-08-07,,,,Delivered,,
Zepto,O006296,C03453,,,2024-09-29,,,,Delivered,,
Zepto,O006297,C00485,,,2024-09-17,,,,Delivered,,
Zepto,O006298,C09761,,,2024-12-09,,,,Returned,,
Zepto,O006299,C08914,,,2023-07-20,,,,Delivered,,
Zepto,O006300,C09975,,,2024-04-09,,,,Cancelled,,
Zepto,O006301,C03136,,,2024-08-04,,,,Delivered,,
Zepto,O006302,C07501,,,2023-08-11,,,,Delivered,,
Zepto,O006303,C07873,,,2023-11-04,,,,Delivered,,
Zepto,O006304,C00750,,,2023-10-04,,,,Delivered,,
Zepto,O006305,C00015,,,2023-09-25,,,,Delivered,,
Zepto,O006306,C04508,,,2023-05-21,,,,Cancelled,,
Zepto,O006307,C04337,,,2023-07-14,,,,Delivered,,
Zepto,O006308,C07245,,,2023-09-02,,,,Delivered,,
Zepto,O006309,C00230,,,2024-05-16,,,,Delivered,,
Zepto,O006310,C03433,,,2024-03-03,,,,Delivered,,
Zepto,O006311,C09508,,,2023-04-28,,,,Delivered,,
Zepto,O006312,C00925,,,2024-03-18,,,,Delivered,,
Zepto,O006313,C03345,,,2023-12-07,,,,Cancelled,,
Zepto,O006314,C04253,,,2024-09-11,,,,Out For Delivery,,
Zepto,O006315,C09496,,,2024-12-23,,,,Delivered,,
Zepto,O006316,C07673,,,2023-04-26,,,,Delivered,,
Zepto,O006317,C09885,,,2024-12-24,,,,Delivered,,
Zepto,O006318,C02564,,,2023-09-05,,,,Returned,,
Zepto,O006319,C05880,,,2024-09-14,,,,Delivered,,
Zepto,O006320,C01951,,,2023-02-22,,,,Delivered,,
Zepto,O006321,C05387,,,2024-12-28,,,,Delivered,,
Zepto,O006322,C06090,,,2024-04-10,,,,Cancelled,,
Zepto,O006323,C02735,,,2024-05-20,,,,Delivered,,
Zepto,O006324,C09878,,,2023-07-08,,,,Delivered,,
Zepto,O006325,C09684,,,2023-05-29,,,,Out For Delivery,,
Zepto,O006326,C05045,,,2024-04-11,,,,Delivered,,
Zepto,O006327,C02594,,,2024-06-14,,,,Delivered,,
Zepto,O006328,C08530,,,2024-08-06,,,,Out For Delivery,,
Zepto,O006329,C03071,,,2024-12-05,,,,Delivered,,
Zepto,O006330,C09131,,,2023-01-16,,,,Delivered,,
Zepto,O006331,C01627,,,2024-10-23,,,,Cancelled,,
Zepto,O006332,C08393,,,2023-10-23,,,,Cancelled,,
Zepto,O006333,C01954,,,2024-03-30,,,,Delivered,,
Zepto,O006334,C02915,,,2024-03-03,,,,Out For Delivery,,
Zepto,O006335,C05150,,,2024-08-05,,,,Delivered,,
Zepto,O006336,C08417,,,2024-10-08,,,,Delivered,,
Zepto,O006337,C07340,,,2024-10-17,,,,Returned,,
Zepto,O006338,C08762,,,2024-06-18,,,,Returned,,
Zepto,O006339,C09178,,,2024-07-10,,,,Returned,,
Zepto,O006340,C02251,,,2024-07-13,,,,Delivered,,
Zepto,O006341,C09118,,,2024-08-24,,,,Delivered,,
Zepto,O006342,C07442,,,2023-06-03,,,,Returned,,
Zepto,O006343,C01838,,,2024-06-12,,,,Out For Delivery,,
Zepto,O006344,C05342,,,2023-01-26,,,,Delivered,,
Zepto,O006345,C08246,,,2024-12-22,,,,Delivered,,
Zepto,O006346,C06941,,,2023-09-13,,,,Returned,,
Zepto,O006347,C08839,,,2023-02-26,,,,Delivered,,
Zepto,O006348,C00244,,,2024-01-08,,,,Delivered,,
Zepto,O006349,C09689,,,2023-03-20,,,,Delivered,,
Zepto,O006350,C03904,,,2024-10-23,,,,Delivered,,
Zepto,O006351,C02950,,,2024-10-18,,,,Delivered,,
Zepto,O006352,C08955,,,2023-06-18,,,,Delivered,,
Zepto,O006353,C01507,,,2023-03-17,,,,Delivered,,
Zepto,O006354,C02816,,,2023-10-02,,,,Delivered,,
Zepto,O006355,C08712,,,2023-01-23,,,,Delivered,,
Zepto,O006356,C01561,,,2023-04-06,,,,Delivered,,
Zepto,O006357,C00830,,,2024-12-29,,,,Delivered,,
Zepto,O006358,C03194,,,2024-06-24,,,,Delivered,,
Zepto,O006359,C05493,,,2023-02-16,,,,Delivered,,
Zepto,O006360,C00589,,,2024-02-02,,,,Delivered,,
Zepto,O006361,C06210,,,2024-02-19,,,,Delivered,,
Zepto,O006362,C05598,,,2024-05-23,,,,Delivered,,
Zepto,O006363,C09081,,,2023-09-23,,,,Delivered,,
Zepto,O006364,C02172,,,2023-07-25,,,,Delivered,,
Zepto,O006365,C01393,,,2023-11-11,,,,Delivered,,
Zepto,O006366,C00229,,,2024-02-17,,,,Delivered,,
Zepto,O006367,C06772,,,2023-09-05,,,,Out For Delivery,,
Zepto,O006368,C02261,,,2023-05-14,,,,Delivered,,
Zepto,O006369,C01796,,,2024-03-22,,,,Delivered,,
Zepto,O006370,C02106,,,2023-06-03,,,,Delivered,,
Zepto,O006371,C07811,,,2024-12-28,,,,Delivered,,
Zepto,O006372,C09534,,,2023-09-28,,,,Delivered,,
Zepto,O006373,C00951,,,2024-01-07,,,,Cancelled,,
Zepto,O006374,C09664,,,2023-12-28,,,,Delivered,,
Zepto,O006375,C02499,,,2023-05-15,,,,Delivered,,
Zepto,O006376,C09394,,,2024-07-18,,,,Cancelled,,
Zepto,O006377,C06359,,,2024-04-18,,,,Returned,,
Zepto,O006378,C05096,,,2023-06-13,,,,Delivered,,
Zepto,O006379,C05922,,,2024-12-02,,,,Delivered,,
Zepto,O006380,C09250,,,2023-06-22,,,,Cancelled,,
Zepto,O006381,C07696,,,2023-12-24,,,,Returned,,
Zepto,O006382,C01961,,,2023-08-26,,,,Delivered,,
Zepto,O006383,C09704,,,2024-11-11,,,,Delivered,,
Zepto,O006384,C07946,,,2023-08-24,,,,Delivered,,
Zepto,O006385,C09261,,,2024-04-28,,,,Cancelled,,
Zepto,O006386,C02725,,,2024-08-02,,,,Cancelled,,
Zepto,O006387,C04897,,,2023-03-05,,,,Delivered,,
Zepto,O006388,C02449,,,2024-03-23,,,,Cancelled,,
Zepto,O006389,C00515,,,2024-07-06,,,,Delivered,,
Zepto,O006390,C06528,,,2023-09-10,,,,Out For Delivery,,
Zepto,O006391,C05270,,,2023-12-04,,,,Delivered,,
Zepto,O006392,C06490,,,2024-10-27,,,,Cancelled,,
Zepto,O006393,C06967,,,2024-10-02,,,,Cancelled,,
Zepto,O006394,C05191,,,2023-10-18,,,,Delivered,,
Zepto,O006395,C07912,,,2024-08-25,,,,Delivered,,
Zepto,O006396,C07562,,,2023-01-28,,,,Delivered,,
Zepto,O006397,C01806,,,2023-05-04,,,,Delivered,,
Zepto,O006398,C03788,,,2023-06-19,,,,Cancelled,,
Zepto,O006399,C02734,,,2023-08-28,,,,Delivered,,
Zepto,O006400,C06945,,,2024-02-26,,,,Delivered,,
Zepto,O006401,C05341,,,2024-04-16,,,,Delivered,,
Zepto,O006402,C03039,,,2023-03-11,,,,Delivered,,
Zepto,O006403,C06220,,,2024-06-24,,,,Delivered,,
Zepto,O006404,C05717,,,2024-02-06,,,,Delivered,,
Zepto,O006405,C02554,,,2023-02-23,,,,Delivered,,
Zepto,O006406,C03201,,,2023-07-23,,,,Delivered,,
Zepto,O006407,C05988,,,2024-05-16,,,,Delivered,,
Zepto,O006408,C03333,,,2024-04-24,,,,Delivered,,
Zepto,O006409,C09451,,,2023-10-14,,,,Delivered,,
Zepto,O006410,C00525,,,2024-05-18,,,,Delivered,,
Zepto,O006411,C07874,,,2024-04-27,,,,Delivered,,
Zepto,O006412,C01889,,,2024-09-28,,,,Delivered,,
Zepto,O006413,C01609,,,2024-03-14,,,,Delivered,,
Zepto,O006414,C06393,,,2023-02-13,,,,Delivered,,
Zepto,O006415,C08809,,,2023-05-23,,,,Out For Delivery,,
Zepto,O006416,C01831,,,2024-11-22,,,,Cancelled,,
Zepto,O006417,C02757,,,2024-03-31,,,,Delivered,,
Zepto,O006418,C06413,,,2023-12-28,,,,Delivered,,
Zepto,O006419,C07550,,,2023-12-10,,,,Cancelled,,
Zepto,O006420,C05955,,,2023-06-27,,,,Delivered,,
Zepto,O006421,C02929,,,2024-05-16,,,,Delivered,,
Zepto,O006422,C03899,,,2023-07-31,,,,Out For Delivery,,
Zepto,O006423,C00656,,,2023-06-17,,,,Out For Delivery,,
Zepto,O006424,C09303,,,2023-07-14,,,,Cancelled,,
Zepto,O006425,C09030,,,2023-10-24,,,,Out For Delivery,,
Zepto,O006426,C05566,,,2023-04-03,,,,Delivered,,
Zepto,O006427,C01462,,,2023-03-24,,,,Delivered,,
Zepto,O006428,C08454,,,2024-06-15,,,,Delivered,,
Zepto,O006429,C02114,,,2023-04-29,,,,Delivered,,
Zepto,O006430,C09989,,,2023-10-11,,,,Delivered,,
Zepto,O006431,C00317,,,2023-05-26,,,,Delivered,,
Zepto,O006432,C08566,,,2023-03-14,,,,Delivered,,
Zepto,O006433,C03617,,,2023-07-11,,,,Delivered,,
Zepto,O006434,C05116,,,2023-11-08,,,,Delivered,,
Zepto,O006435,C05687,,,2023-07-28,,,,Out For Delivery,,
Zepto,O006436,C08185,,,2023-07-03,,,,Delivered,,
Zepto,O006437,C02161,,,2023-03-25,,,,Delivered,,
Zepto,O006438,C05451,,,2024-02-23,,,,Delivered,,
Zepto,O006439,C01440,,,2024-08-16,,,,Out For Delivery,,
Zepto,O006440,C00173,,,2023-03-19,,,,Delivered,,
Zepto,O006441,C08197,,,2023-11-11,,,,Cancelled,,
Zepto,O006442,C01867,,,2024-03-29,,,,Delivered,,
Zepto,O006443,C05772,,,2023-10-21,,,,Delivered,,
Zepto,O006444,C03088,,,2024-08-23,,,,Delivered,,
Zepto,O006445,C08763,,,2024-08-29,,,,Delivered,,
Zepto,O006446,C08936,,,2023-07-14,,,,Delivered,,
Zepto,O006447,C02540,,,2023-09-02,,,,Delivered,,
Zepto,O006448,C09752,,,2023-07-20,,,,Delivered,,
Zepto,O006449,C08024,,,2023-05-23,,,,Delivered,,
Zepto,O006450,C09839,,,2024-01-13,,,,Delivered,,
Zepto,O006451,C09458,,,2024-11-03,,,,Cancelled,,
Zepto,O006452,C01986,,,2023-07-18,,,,Delivered,,
