platform,customer_id,customer_city,customer_state,customer_pincode,customer_registration_date,customer_segment
Zepto,C02005,Jaipur,Rajasthan,,2023-03-23,
Zepto,C02006,Chennai,Tamil Nadu,,2023-07-07,
Zepto,C02007,Chennai,Tamil Nadu,,2024-07-19,
Zepto,C02008,Bengaluru,Karnataka,,2024-06-19,
Zepto,C02009,Lucknow,Uttar Pradesh,,2024-05-03,
Zepto,C02010,Pune,Maharashtra,,2024-10-11,
Zepto,C02011,Ahmedabad,Gujarat,,2023-07-22,
Zepto,C02012,Chennai,Tamil Nadu,,2024-08-05,
Zepto,C02013,Ahmedabad,Gujarat,,2024-10-20,
Zepto,C02014,Kolkata,West Bengal,,2024-09-07,
Zepto,C02015,Jaipur,Rajasthan,,2023-10-18,
Zepto,C02016,Jaipur,Rajasthan,,2024-05-30,
Zepto,C02017,Ahmedabad,Gujarat,,2023-01-07,
Zepto,C02018,Delhi,Delhi,,2024-03-18,
Zepto,C02019,Bengaluru,Karnataka,,2023-07-18,
Zepto,C02020,Pune,Maharashtra,,2024-06-27,
Zepto,C02021,Lucknow,Uttar Pradesh,,2024-11-19,
Zepto,C02022,Bengaluru,Karnataka,,2023-06-11,
Zepto,C02023,Lucknow,Uttar Pradesh,,2024-03-02,
Zepto,C02024,Pune,Maharashtra,,2023-05-29,
Zepto,C02025,Ahmedabad,Gujarat,,2023-11-12,
Zepto,C02026,Kolkata,West Bengal,,2023-02-26,
Zepto,C02027,Mumbai,Maharashtra,,2024-12-22,
Zepto,C02028,Mumbai,Maharashtra,,2023-11-26,
Zepto,C02029,Hyderabad,Telangana,,2024-09-24,
Zepto,C02030,Bengaluru,Karnataka,,2023-11-30,
Zepto,C02031,Kolkata,West Bengal,,2024-12-05,
Zepto,C02032,Kolkata,West Bengal,,2023-03-02,
Zepto,C02033,Ahmedabad,Gujarat,,2023-10-19,
Zepto,C02034,Pune,Maharashtra,,2024-02-28,
Zepto,C02035,Jaipur,Rajasthan,,2023-04-01,
Zepto,C02036,Chennai,Tamil Nadu,,2024-07-24,
Zepto,C02037,Pune,Maharashtra,,2024-01-05,
Zepto,C02038,Ahmedabad,Gujarat,,2024-01-06,
Zepto,C02039,Bengaluru,Karnataka,,2023-05-03,
Zepto,C02040,Jaipur,Rajasthan,,2023-03-03,
Zepto,C02041,Jaipur,Rajasthan,,2023-12-01,
Zepto,C02042,Delhi,Delhi,,2023-03-19,
Zepto,C02043,Bengaluru,Karnataka,,2024-06-09,
Zepto,C02044,Delhi,Delhi,,2024-12-01,
Zepto,C02045,Pune,Maharashtra,,2023-03-16,
Zepto,C02046,Mumbai,Maharashtra,,2024-02-16,
Zepto,C02047,Mumbai,Maharashtra,,2023-01-09,
Zepto,C02048,Lucknow,Uttar Pradesh,,2024-11-21,
Zepto,C02049,Lucknow,Uttar Pradesh,,2023-12-30,
Zepto,C02050,Chennai,Tamil Nadu,,2023-07-05,
Zepto,C02051,Bengaluru,Karnataka,,2024-07-07,
Zepto,C02052,Hyderabad,Telangana,,2023-07-26,
Zepto,C02053,Hyderabad,Telangana,,2023-12-30,
Zepto,C02054,Mumbai,Maharashtra,,2024-03-30,
Zepto,C02055,Hyderabad,Telangana,,2023-07-30,
Zepto,C02056,Jaipur,Rajasthan,,2024-08-15,
Zepto,C02057,Ahmedabad,Gujarat,,2024-09-11,
Zepto,C02058,Jaipur,Rajasthan,,2024-01-04,
Zepto,C02059,Mumbai,Maharashtra,,2023-01-08,
Zepto,C02060,Pune,Maharashtra,,2024-01-05,
Zepto,C02061,Chennai,Tamil Nadu,,2023-08-23,
Zepto,C02062,Pune,Maharashtra,,2023-02-16,
Zepto,C02063,Jaipur,Rajasthan,,2023-06-09,
Zepto,C02064,Chennai,Tamil Nadu,,2024-01-16,
Zepto,C02065,Jaipur,Rajasthan,,2023-06-05,
Zepto,C02066,Ahmedabad,Gujarat,,2023-07-28,
Zepto,C02067,Lucknow,Uttar Pradesh,,2023-11-25,
Zepto,C02068,Mumbai,Maharashtra,,2023-05-28,
Zepto,C02069,Jaipur,Rajasthan,,2023-06-23,
Zepto,C02070,Delhi,Delhi,,2024-03-05,
Zepto,C02071,Jaipur,Rajasthan,,2024-03-26,
Zepto,C02072,Chennai,Tamil Nadu,,2023-05-12,
Zepto,C02073,Delhi,Delhi,,2024-05-04,
Zepto,C02074,Bengaluru,Karnataka,,2023-05-27,
Zepto,C02075,Lucknow,Uttar Pradesh,,2023-04-18,
Zepto,C02076,Chennai,Tamil Nadu,,2023-12-03,
Zepto,C02077,Bengaluru,Karnataka,,2023-12-02,
Zepto,C02078,Kolkata,West Bengal,,2024-10-09,
Zepto,C02079,Mumbai,Maharashtra,,2023-09-01,
Zepto,C02080,Ahmedabad,Gujarat,,2023-12-19,
Zepto,C02081,Ahmedabad,Gujarat,,2024-09-28,
Zepto,C02082,Jaipur,Rajasthan,,2023-12-12,
Zepto,C02083,Jaipur,Rajasthan,,2024-04-12,
Zepto,C02084,Kolkata,West Bengal,,2024-10-19,
Zepto,C02085,Delhi,Delhi,,2023-05-04,
Zepto,C02086,Ahmedabad,Gujarat,,2024-03-22,
Zepto,C02087,Hyderabad,Telangana,,2023-05-26,
Zepto,C02088,Jaipur,Rajasthan,,2024-09-07,
Zepto,C02089,Pune,Maharashtra,,2024-07-06,
Zepto,C02090,Bengaluru,Karnataka,,2024-10-12,
Zepto,C02091,Kolkata,West Bengal,,2023-07-27,
Zepto,C02092,Kolkata,West Bengal,,2024-05-02,
Zepto,C02093,Mumbai,Maharashtra,,2023-03-18,
Zepto,C02094,Lucknow,Uttar Pradesh,,2023-03-10,
Zepto,C02095,Hyderabad,Telangana,,2024-02-05,
Zepto,C02096,Pune,Maharashtra,,2023-03-14,
Zepto,C02097,Lucknow,Uttar Pradesh,,2024-11-19,
Zepto,C02098,Pune,Maharashtra,,2023-01-12,
Zepto,C02099,Lucknow,Uttar Pradesh,,2024-04-27,
Zepto,C02100,Lucknow,Uttar Pradesh,,2024-04-10,
Zepto,C02101,Kolkata,West Bengal,,2023-09-19,
Zepto,C02102,Chennai,Tamil Nadu,,2023-08-19,
Zepto,C02103,Lucknow,Uttar Pradesh,,2024-01-07,
Zepto,C02104,Delhi,Delhi,,2023-10-14,
Zepto,C02105,Chennai,Tamil Nadu,,2024-01-01,
Zepto,C02106,Hyderabad,Telangana,,2024-08-22,
Zepto,C02107,Delhi,Delhi,,2024-12-26,
Zepto,C02108,Lucknow,Uttar Pradesh,,2024-06-15,
Zepto,C02109,Delhi,Delhi,,2024-08-12,
Zepto,C02110,Kolkata,West Bengal,,2024-02-08,
Zepto,C02111,Jaipur,Rajasthan,,2023-02-08,
Zepto,C02112,Mumbai,Maharashtra,,2024-10-07,
Zepto,C02113,Ahmedabad,Gujarat,,2023-09-17,
Zepto,C02114,Chennai,Tamil Nadu,,2024-04-01,
Zepto,C02115,Chennai,Tamil Nadu,,2023-06-14,
Zepto,C02116,Pune,Maharashtra,,2023-06-26,
Zepto,C02117,Hyderabad,Telangana,,2023-11-21,
Zepto,C02118,Lucknow,Uttar Pradesh,,2024-05-24,
Zepto,C02119,Pune,Maharashtra,,2023-12-12,
Zepto,C02120,Mumbai,Maharashtra,,2023-04-25,
Zepto,C02121,Jaipur,Rajasthan,,2023-10-31,
Zepto,C02122,Hyderabad,Telangana,,2023-04-06,
Zepto,C02123,Pune,Maharashtra,,2024-06-29,
Zepto,C02124,Chennai,Tamil Nadu,,2024-09-20,
Zepto,C02125,Mumbai,Maharashtra,,2023-09-09,
Zepto,C02126,Hyderabad,Telangana,,2023-09-09,
Zepto,C02127,Hyderabad,Telangana,,2023-01-22,
Zepto,C02128,Lucknow,Uttar Pradesh,,2023-07-16,
Zepto,C02129,Lucknow,Uttar Pradesh,,2024-02-01,
Zepto,C02130,Hyderabad,Telangana,,2023-11-24,
Zepto,C02131,Pune,Maharashtra,,2024-12-20,
Zepto,C02132,Ahmedabad,Gujarat,,2024-07-02,
Zepto,C02133,Jaipur,Rajasthan,,2023-08-18,
Zepto,C02134,Lucknow,Uttar Pradesh,,2024-03-24,
Zepto,C02135,Mumbai,Maharashtra,,2024-07-27,
Zepto,C02136,Bengaluru,Karnataka,,2023-03-07,
Zepto,C02137,Lucknow,Uttar Pradesh,,2024-05-17,
Zepto,C02138,Chennai,Tamil Nadu,,2024-07-05,
Zepto,C02139,Kolkata,West Bengal,,2023-05-28,
Zepto,C02140,Mumbai,Maharashtra,,2024-12-30,
Zepto,C02141,Lucknow,Uttar Pradesh,,2023-03-07,
Zepto,C02142,Lucknow,Uttar Pradesh,,2023-07-03,
Zepto,C02143,Delhi,Delhi,,2023-04-07,
Zepto,C02144,Ahmedabad,Gujarat,,2023-05-22,
Zepto,C02145,Kolkata,West Bengal,,2023-09-16,
Zepto,C02146,Hyderabad,Telangana,,2023-12-26,
Zepto,C02147,Chennai,Tamil Nadu,,2023-01-21,
Zepto,C02148,Delhi,Delhi,,2023-06-22,
Zepto,C02149,Chennai,Tamil Nadu,,2023-01-29,
Zepto,C02150,Hyderabad,Telangana,,2024-10-13,
Zepto,C02151,Delhi,Delhi,,2024-11-30,
Zepto,C02152,Bengaluru,Karnataka,,2024-06-03,
Zepto,C02153,Delhi,Delhi,,2023-11-16,
Zepto,C02154,Jaipur,Rajasthan,,2023-06-21,
Zepto,C02155,Pune,Maharashtra,,2024-04-10,
Zepto,C02156,Jaipur,Rajasthan,,2023-03-09,
Zepto,C02157,Hyderabad,Telangana,,2024-02-18,
Zepto,C02158,Lucknow,Uttar Pradesh,,2023-04-12,
Zepto,C02159,Lucknow,Uttar Pradesh,,2024-12-20,
Zepto,C02160,Hyderabad,Telangana,,2023-10-17,
Zepto,C02161,Kolkata,West Bengal,,2024-02-18,
Zepto,C02162,Delhi,Delhi,,2023-11-26,
Zepto,C02163,Chennai,Tamil Nadu,,2024-12-01,
Zepto,C02164,Chennai,Tamil Nadu,,2024-08-24,
Zepto,C02165,Jaipur,Rajasthan,,2023-01-29,
Zepto,C02166,Mumbai,Maharashtra,,2024-12-01,
Zepto,C02167,Pune,Maharashtra,,2024-11-28,
Zepto,C02168,Hyderabad,Telangana,,2024-12-30,
Zepto,C02169,Lucknow,Uttar Pradesh,,2023-01-16,
Zepto,C02170,Chennai,Tamil Nadu,,2023-01-05,
Zepto,C02171,Pune,Maharashtra,,2024-02-16,
Zepto,C02172,Chennai,Tamil Nadu,,2024-03-08,
Zepto,C02173,Chennai,Tamil Nadu,,2024-02-24,
Zepto,C02174,Ahmedabad,Gujarat,,2023-09-17,
Zepto,C02175,Bengaluru,Karnataka,,2024-11-09,
Zepto,C02176,Delhi,Delhi,,2023-07-07,
Zepto,C02177,Kolkata,West Bengal,,2023-10-19,
Zepto,C02178,Delhi,Delhi,,2023-05-03,
Zepto,C02179,Hyderabad,Telangana,,2023-05-11,
Zepto,C02180,Hyderabad,Telangana,,2023-02-08,
Zepto,C02181,Hyderabad,Telangana,,2024-03-22,
Zepto,C02182,Lucknow,Uttar Pradesh,,2023-02-12,
Zepto,C02183,Lucknow,Uttar Pradesh,,2023-01-15,
Zepto,C02184,Ahmedabad,Gujarat,,2023-07-25,
Zepto,C02185,Jaipur,Rajasthan,,2023-03-07,
Zepto,C02186,Mumbai,Maharashtra,,2024-03-27,
Zepto,C02187,Bengaluru,Karnataka,,2023-05-27,
Zepto,C02188,Kolkata,West Bengal,,2024-06-14,
Zepto,C02189,Pune,Maharashtra,,2023-02-09,
Zepto,C02190,Lucknow,Uttar Pradesh,,2023-03-01,
Zepto,C02191,Mumbai,Maharashtra,,2024-07-31,
Zepto,C02192,Lucknow,Uttar Pradesh,,2024-10-22,
Zepto,C02193,Ahmedabad,Gujarat,,2024-09-19,
Zepto,C02194,Ahmedabad,Gujarat,,2024-07-03,
Zepto,C02195,Kolkata,West Bengal,,2023-09-21,
Zepto,C02196,Bengaluru,Karnataka,,2023-02-13,
Zepto,C02197,Bengaluru,Karnataka,,2024-10-03,
Zepto,C02198,Ahmedabad,Gujarat,,2024-04-08,
Zepto,C02199,Kolkata,West Bengal,,2023-05-17,
Zepto,C02200,Lucknow,Uttar Pradesh,,2023-07-19,
Zepto,C02201,Pune,Maharashtra,,2024-10-21,
Zepto,C02202,Jaipur,Rajasthan,,2024-10-29,
Zepto,C02203,Pune,Maharashtra,,2024-07-18,
Zepto,C02204,Mumbai,Maharashtra,,2024-12-11,
Zepto,C02205,Lucknow,Uttar Pradesh,,2023-06-09,
Zepto,C02206,Ahmedabad,Gujarat,,2023-09-09,
Zepto,C02207,Jaipur,Rajasthan,,2024-10-05,
Zepto,C02208,Mumbai,Maharashtra,,2023-12-06,
Zepto,C02209,Hyderabad,Telangana,,2023-11-11,
Zepto,C02210,Ahmedabad,Gujarat,,2023-12-13,
Zepto,C02211,Bengaluru,Karnataka,,2023-06-05,
Zepto,C02212,Kolkata,West Bengal,,2023-06-12,
Zepto,C02213,Hyderabad,Telangana,,2023-04-27,
Zepto,C02214,Kolkata,West Bengal,,2024-04-29,
Zepto,C02215,Pune,Maharashtra,,2024-03-27,
Zepto,C02216,Ahmedabad,Gujarat,,2024-11-18,
Zepto,C02217,Delhi,Delhi,,2023-07-01,
Zepto,C02218,Delhi,Delhi,,2024-11-15,
Zepto,C02219,Pune,Maharashtra,,2024-09-09,
Zepto,C02220,Pune,Maharashtra,,2023-09-16,
Zepto,C02221,Ahmedabad,Gujarat,,2023-11-23,
Zepto,C02222,Ahmedabad,Gujarat,,2024-03-19,
Zepto,C02223,Ahmedabad,Gujarat,,2024-11-06,
Zepto,C02224,Mumbai,Maharashtra,,2024-08-10,
Zepto,C02225,Kolkata,West Bengal,,2024-02-02,
Zepto,C02226,Kolkata,West Bengal,,2024-02-21,
Zepto,C02227,Hyderabad,Telangana,,2024-05-15,
Zepto,C02228,Delhi,Delhi,,2024-11-13,
Zepto,C02229,Delhi,Delhi,,2023-09-06,
Zepto,C02230,Hyderabad,Telangana,,2023-03-31,
Zepto,C02231,Lucknow,Uttar Pradesh,,2023-03-14,
Zepto,C02232,Delhi,Delhi,,2024-09-19,
Zepto,C02233,Bengaluru,Karnataka,,2023-04-04,
Zepto,C02234,Hyderabad,Telangana,,2023-02-21,
Zepto,C02235,Ahmedabad,Gujarat,,2023-07-22,
Zepto,C02236,Mumbai,Maharashtra,,2024-03-29,
Zepto,C02237,Chennai,Tamil Nadu,,2023-05-28,
Zepto,C02238,Hyderabad,Telangana,,2023-07-11,
Zepto,C02239,Chennai,Tamil Nadu,,2024-09-07,
Zepto,C02240,Pune,Maharashtra,,2023-09-04,
Zepto,C02241,Delhi,Delhi,,2023-03-05,
Zepto,C02242,Lucknow,Uttar Pradesh,,2024-03-16,
Zepto,C02243,Pune,Maharashtra,,2024-08-25,
Zepto,C02244,Ahmedabad,Gujarat,,2024-01-02,
Zepto,C02245,Pune,Maharashtra,,2024-07-13,
Zepto,C02246,Kolkata,West Bengal,,2024-04-21,
Zepto,C02247,Ahmedabad,Gujarat,,2023-06-06,
Zepto,C02248,Pune,Maharashtra,,2024-01-26,
Zepto,C02249,Bengaluru,Karnataka,,2023-06-04,
Zepto,C02250,Ahmedabad,Gujarat,,2023-06-03,
Zepto,C02251,Bengaluru,Karnataka,,2023-11-07,
Zepto,C02252,Ahmedabad,Gujarat,,2024-03-19,
Zepto,C02253,Pune,Maharashtra,,2023-04-19,
Zepto,C02254,Hyderabad,Telangana,,2024-06-15,
Zepto,C02255,Bengaluru,Karnataka,,2023-12-13,
Zepto,C02256,Bengaluru,Karnataka,,2024-06-26,
Zepto,C02257,Pune,Maharashtra,,2024-08-01,
Zepto,C02258,Hyderabad,Telangana,,2023-08-03,
Zepto,C02259,Chennai,Tamil Nadu,,2024-07-22,
Zepto,C02260,Pune,Maharashtra,,2024-10-09,
Zepto,C02261,Ahmedabad,Gujarat,,2024-07-30,
Zepto,C02262,Kolkata,West Bengal,,2023-06-01,
Zepto,C02263,Lucknow,Uttar Pradesh,,2023-09-30,
Zepto,C02264,Bengaluru,Karnataka,,2024-01-08,
Zepto,C02265,Pune,Maharashtra,,2023-12-31,
Zepto,C02266,Pune,Maharashtra,,2024-05-11,
Zepto,C02267,Hyderabad,Telangana,,2024-09-03,
Zepto,C02268,Jaipur,Rajasthan,,2024-05-31,
Zepto,C02269,Chennai,Tamil Nadu,,2023-09-25,
Zepto,C02270,Kolkata,West Bengal,,2023-03-22,
Zepto,C02271,Jaipur,Rajasthan,,2023-06-10,
Zepto,C02272,Ahmedabad,Gujarat,,2023-10-10,
Zepto,C02273,Bengaluru,Karnataka,,2023-11-27,
Zepto,C02274,Ahmedabad,Gujarat,,2024-01-13,
Zepto,C02275,Kolkata,West Bengal,,2024-10-23,
Zepto,C02276,Chennai,Tamil Nadu,,2023-11-28,
Zepto,C02277,Bengaluru,Karnataka,,2024-05-23,
Zepto,C02278,Bengaluru,Karnataka,,2024-12-31,
Zepto,C02279,Delhi,Delhi,,2024-02-27,
Zepto,C02280,Jaipur,Rajasthan,,2024-03-02,
Zepto,C02281,Ahmedabad,Gujarat,,2023-06-12,
Zepto,C02282,Jaipur,Rajasthan,,2023-01-25,
Zepto,C02283,Hyderabad,Telangana,,2023-06-06,
Zepto,C02284,Kolkata,West Bengal,,2023-01-20,
Zepto,C02285,Jaipur,Rajasthan,,2023-03-11,
Zepto,C02286,Lucknow,Uttar Pradesh,,2024-05-18,
Zepto,C02287,Jaipur,Rajasthan,,2023-06-18,
Zepto,C02288,Lucknow,Uttar Pradesh,,2023-10-16,
Zepto,C02289,Hyderabad,Telangana,,2024-09-14,
Zepto,C02290,Kolkata,West Bengal,,2023-05-03,
Zepto,C02291,Jaipur,Rajasthan,,2024-02-20,
Zepto,C02292,Hyderabad,Telangana,,2023-07-24,
Zepto,C02293,Pune,Maharashtra,,2024-04-19,
Zepto,C02294,Hyderabad,Telangana,,2024-06-07,
Zepto,C02295,Pune,Maharashtra,,2023-07-31,
Zepto,C02296,Lucknow,Uttar Pradesh,,2023-06-19,
Zepto,C02297,Hyderabad,Telangana,,2023-03-21,
Zepto,C02298,Mumbai,Maharashtra,,2023-01-12,
Zepto,C02299,Bengaluru,Karnataka,,2023-04-10,
Zepto,C02300,Pune,Maharashtra,,2023-03-19,
Zepto,C02301,Delhi,Delhi,,2023-11-06,
Zepto,C02302,Delhi,Delhi,,2024-10-13,
Zepto,C02303,Hyderabad,Telangana,,2024-04-11,
Zepto,C02304,Ahmedabad,Gujarat,,2023-03-06,
Zepto,C02305,Mumbai,Maharashtra,,2023-02-08,
Zepto,C02306,Lucknow,Uttar Pradesh,,2023-02-15,
Zepto,C02307,Chennai,Tamil Nadu,,2023-01-25,
Zepto,C02308,Mumbai,Maharashtra,,2024-07-30,
Zepto,C02309,Chennai,Tamil Nadu,,2024-01-08,
Zepto,C02310,Jaipur,Rajasthan,,2023-06-17,
Zepto,C02311,Pune,Maharashtra,,2024-02-21,
Zepto,C02312,Chennai,Tamil Nadu,,2023-06-01,
Zepto,C02313,Delhi,Delhi,,2024-09-08,
Zepto,C02314,Ahmedabad,Gujarat,,2024-04-06,
Zepto,C02315,Bengaluru,Karnataka,,2024-09-05,
Zepto,C02316,Bengaluru,Karnataka,,2023-07-30,
Zepto,C02317,Jaipur,Rajasthan,,2023-02-12,
Zepto,C02318,Bengaluru,Karnataka,,2023-08-21,
Zepto,C02319,Jaipur,Rajasthan,,2024-02-09,
Zepto,C02320,Delhi,Delhi,,2023-08-20,
Zepto,C02321,Delhi,Delhi,,2024-05-22,
Zepto,C02322,Chennai,Tamil Nadu,,2023-08-03,
Zepto,C02323,Chennai,Tamil Nadu,,2023-05-04,
Zepto,C02324,Delhi,Delhi,,2024-03-08,
Zepto,C02325,Pune,Maharashtra,,2024-02-02,
Zepto,C02326,Ahmedabad,Gujarat,,2024-10-12,
Zepto,C02327,Ahmedabad,Gujarat,,2023-11-24,
Zepto,C02328,Jaipur,Rajasthan,,2023-04-11,
Zepto,C02329,Mumbai,Maharashtra,,2024-01-25,
Zepto,C02330,Delhi,Delhi,,2023-03-26,
Zepto,C02331,Hyderabad,Telangana,,2024-09-10,
Zepto,C02332,Hyderabad,Telangana,,2024-09-20,
Zepto,C02333,Mumbai,Maharashtra,,2024-06-02,
Zepto,C02334,Lucknow,Uttar Pradesh,,2024-02-02,
Zepto,C02335,Ahmedabad,Gujarat,,2023-06-28,
Zepto,C02336,Pune,Maharashtra,,2024-03-12,
Zepto,C02337,Hyderabad,Telangana,,2023-01-06,
Zepto,C02338,Hyderabad,Telangana,,2023-12-15,
Zepto,C02339,Delhi,Delhi,,2023-06-18,
Zepto,C02340,Ahmedabad,Gujarat,,2024-01-11,
Zepto,C02341,Jaipur,Rajasthan,,2023-04-19,
Zepto,C02342,Kolkata,West Bengal,,2023-03-10,
Zepto,C02343,Pune,Maharashtra,,2024-05-01,
Zepto,C02344,Delhi,Delhi,,2023-01-25,
Zepto,C02345,Ahmedabad,Gujarat,,2024-11-06,
Zepto,C02346,Bengaluru,Karnataka,,2024-08-19,
Zepto,C02347,Bengaluru,Karnataka,,2023-11-04,
Zepto,C02348,Mumbai,Maharashtra,,2023-04-26,
Zepto,C02349,Bengaluru,Karnataka,,2023-11-24,
Zepto,C02350,Ahmedabad,Gujarat,,2024-05-05,
Zepto,C02351,Jaipur,Rajasthan,,2023-03-14,
Zepto,C02352,Ahmedabad,Gujarat,,2024-06-09,
Zepto,C02353,Pune,Maharashtra,,2023-08-19,
Zepto,C02354,Pune,Maharashtra,,2024-02-09,
Zepto,C02355,Hyderabad,Telangana,,2023-05-11,
Zepto,C02356,Bengaluru,Karnataka,,2023-09-05,
Zepto,C02357,Kolkata,West Bengal,,2024-09-06,
Zepto,C02358,Mumbai,Maharashtra,,2024-01-14,
Zepto,C02359,Chennai,Tamil Nadu,,2024-07-02,
Zepto,C02360,Jaipur,Rajasthan,,2024-05-14,
Zepto,C02361,Lucknow,Uttar Pradesh,,2024-11-07,
Zepto,C02362,Pune,Maharashtra,,2024-06-29,
Zepto,C02363,Chennai,Tamil Nadu,,2023-10-23,
Zepto,C02364,Hyderabad,Telangana,,2024-08-02,
Zepto,C02365,Jaipur,Rajasthan,,2024-11-23,
Zepto,C02366,Hyderabad,Telangana,,2024-09-19,
Zepto,C02367,Jaipur,Rajasthan,,2024-07-20,
Zepto,C02368,Delhi,Delhi,,2023-10-26,
Zepto,C02369,Bengaluru,Karnataka,,2024-10-25,
Zepto,C02370,Lucknow,Uttar Pradesh,,2024-04-15,
Zepto,C02371,Chennai,Tamil Nadu,,2023-05-08,
Zepto,C02372,Chennai,Tamil Nadu,,2024-05-21,
Zepto,C02373,Lucknow,Uttar Pradesh,,2024-03-06,
Zepto,C02374,Ahmedabad,Gujarat,,2024-09-01,
Zepto,C02375,Bengaluru,Karnataka,,2023-07-05,
Zepto,C02376,Chennai,Tamil Nadu,,2023-04-21,
Zepto,C02377,Kolkata,West Bengal,,2023-07-29,
Zepto,C02378,Lucknow,Uttar Pradesh,,2023-10-11,
Zepto,C02379,Lucknow,Uttar Pradesh,,2024-08-07,
Zepto,C02380,Mumbai,Maharashtra,,2024-07-20,
Zepto,C02381,Hyderabad,Telangana,,2024-07-08,
Zepto,C02382,Chennai,Tamil Nadu,,2024-05-12,
Zepto,C02383,Hyderabad,Telangana,,2024-04-15,
Zepto,C02384,Delhi,Delhi,,2023-01-04,
Zepto,C02385,Kolkata,West Bengal,,2024-04-01,
Zepto,C02386,Ahmedabad,Gujarat,,2024-03-29,
Zepto,C02387,Hyderabad,Telangana,,2024-11-20,
Zepto,C02388,Ahmedabad,Gujarat,,2024-06-03,
Zepto,C02389,Bengaluru,Karnataka,,2024-12-21,
Zepto,C02390,Hyderabad,Telangana,,2023-08-12,
Zepto,C02391,Hyderabad,Telangana,,2024-01-24,
Zepto,C02392,Hyderabad,Telangana,,2024-10-22,
Zepto,C02393,Pune,Maharashtra,,2024-01-26,
Zepto,C02394,Delhi,Delhi,,2024-03-23,
Zepto,C02395,Ahmedabad,Gujarat,,2023-06-11,
Zepto,C02396,Jaipur,Rajasthan,,2023-07-20,
Zepto,C02397,Delhi,Delhi,,2024-12-25,
Zepto,C02398,Jaipur,Rajasthan,,2023-09-19,
Zepto,C02399,Chennai,Tamil Nadu,,2023-07-10,
Zepto,C02400,Hyderabad,Telangana,,2023-04-05,
Zepto,C02401,Chennai,Tamil Nadu,,2024-07-15,
Zepto,C02402,Lucknow,Uttar Pradesh,,2024-12-30,
Zepto,C02403,Jaipur,Rajasthan,,2023-05-08,
Zepto,C02404,Jaipur,Rajasthan,,2023-07-11,
Zepto,C02405,Jaipur,Rajasthan,,2023-01-22,
Zepto,C02406,Mumbai,Maharashtra,,2024-04-25,
Zepto,C02407,Lucknow,Uttar Pradesh,,2023-10-13,
Zepto,C02408,Hyderabad,Telangana,,2023-06-15,
Zepto,C02409,Mumbai,Maharashtra,,2023-10-22,
Zepto,C02410,Jaipur,Rajasthan,,2024-07-08,
Zepto,C02411,Pune,Maharashtra,,2024-09-12,
Zepto,C02412,Bengaluru,Karnataka,,2024-05-30,
Zepto,C02413,Pune,Maharashtra,,2023-11-02,
Zepto,C02414,Pune,Maharashtra,,2023-01-25,
Zepto,C02415,Kolkata,West Bengal,,2024-10-15,
Zepto,C02416,Chennai,Tamil Nadu,,2024-02-10,
Zepto,C02417,Chennai,Tamil Nadu,,2024-05-13,
Zepto,C02418,Ahmedabad,Gujarat,,2023-05-14,
Zepto,C02419,Delhi,Delhi,,2023-10-30,
Zepto,C02420,Kolkata,West Bengal,,2023-03-21,
Zepto,C02421,Ahmedabad,Gujarat,,2023-02-11,
Zepto,C02422,Jaipur,Rajasthan,,2023-06-19,
Zepto,C02423,Chennai,Tamil Nadu,,2023-03-03,
Zepto,C02424,Mumbai,Maharashtra,,2024-04-04,
Zepto,C02425,Chennai,Tamil Nadu,,2024-01-12,
Zepto,C02426,Ahmedabad,Gujarat,,2024-03-19,
Zepto,C02427,Jaipur,Rajasthan,,2023-03-10,
Zepto,C02428,Chennai,Tamil Nadu,,2023-05-28,
Zepto,C02429,Kolkata,West Bengal,,2023-08-14,
Zepto,C02430,Hyderabad,Telangana,,2024-03-04,
Zepto,C02431,Kolkata,West Bengal,,2024-07-14,
Zepto,C02432,Bengaluru,Karnataka,,2023-02-08,
Zepto,C02433,Ahmedabad,Gujarat,,2023-04-27,
Zepto,C02434,Ahmedabad,Gujarat,,2023-09-22,
Zepto,C02435,Pune,Maharashtra,,2024-06-23,
Zepto,C02436,Hyderabad,Telangana,,2023-08-20,
Zepto,C02437,Chennai,Tamil Nadu,,2024-05-25,
Zepto,C02438,Delhi,Delhi,,2023-06-01,
Zepto,C02439,Ahmedabad,Gujarat,,2023-06-06,
Zepto,C02440,Kolkata,West Bengal,,2024-08-03,
Zepto,C02441,Ahmedabad,Gujarat,,2024-11-09,
Zepto,C02442,Bengaluru,Karnataka,,2024-02-29,
Zepto,C02443,Chennai,Tamil Nadu,,2023-08-30,
Zepto,C02444,Kolkata,West Bengal,,2023-08-29,
Zepto,C02445,Pune,Maharashtra,,2024-08-30,
Zepto,C02446,Bengaluru,Karnataka,,2024-07-07,
Zepto,C02447,Bengaluru,Karnataka,,2023-02-22,
Zepto,C02448,Pune,Maharashtra,,2024-11-26,
Zepto,C02449,Pune,Maharashtra,,2023-04-13,
Zepto,C02450,Mumbai,Maharashtra,,2023-07-16,
Zepto,C02451,Chennai,Tamil Nadu,,2024-09-22,
Zepto,C02452,Lucknow,Uttar Pradesh,,2023-09-24,
Zepto,C02453,Chennai,Tamil Nadu,,2023-02-02,
Zepto,C02454,Pune,Maharashtra,,2024-06-05,
Zepto,C02455,Chennai,Tamil Nadu,,2024-11-13,
Zepto,C02456,Mumbai,Maharashtra,,2023-03-23,
