platform,delivery_id,delivery_partner_id,order_id,delivery_time_minutes,distance_km,delivery_status,order_status,actual_delivery_datetime,promised_delivery_datetime,delay_reason
Zepto,D006938,,O006938,45,4.4,Late,,,,
Zepto,D006939,,O006939,23,3.6,On Time,,,,
Zepto,D006940,,O006940,23,0.5,Late,,,,
Zepto,D006941,,O006941,16,3.6,On Time,,,,
Zepto,D006942,,O006942,22,4.0,On Time,,,,
Zepto,D006943,,O006943,60,6.7,Late,,,,
Zepto,D006944,,O006944,14,1.4,On Time,,,,
Zepto,D006945,,O006945,14,1.7,On Time,,,,
Zepto,D006946,,O006946,51,5.1,Late,,,,
Zepto,D006947,,O006947,39,5.3,Late,,,,
Zepto,D006948,,O006948,12,0.9,Late,,,,
Zepto,D006949,,O006949,31,4.4,On Time,,,,
Zepto,D006950,,O006950,66,9.7,Late,,,,
Zepto,D006951,,O006951,77,9.4,Late,,,,
Zepto,D006952,,O006952,59,6.4,Late,,,,
Zepto,D006953,,O006953,51,6.7,Late,,,,
Zepto,D006954,,O006954,12,1.6,On Time,,,,
Zepto,D006955,,O006955,45,5.6,Late,,,,
Zepto,D006956,,O006956,61,7.3,Late,,,,
Zepto,D006957,,O006957,32,4.8,On Time,,,,
Zepto,D006958,,O006958,52,8.6,On Time,,,,
Zepto,D006959,,O006959,65,8.0,On Time,,,,
Zepto,D006960,,O006960,49,4.1,Late,,,,
Zepto,D006961,,O006961,29,2.0,Late,,,,
Zepto,D006962,,O006962,24,4.8,On Time,,,,
Zepto,D006963,,O006963,5,1.2,On Time,,,,
Zepto,D006964,,O006964,26,2.5,Late,,,,
Zepto,D006965,,O006965,80,7.9,Late,,,,
Zepto,D006966,,O006966,41,8.9,On Time,,,,
Zepto,D006967,,O006967,38,8.8,On Time,,,,
Zepto,D006968,,O006968,32,2.2,Late,,,,
Zepto,D006969,,O006969,78,9.3,On Time,,,,
Zepto,D006970,,O006970,40,5.2,On Time,,,,
Zepto,D006971,,O006971,14,3.8,On Time,,,,
Zepto,D006972,,O006972,5,1.7,On Time,,,,
Zepto,D006973,,O006973,14,0.9,Late,,,,
Zepto,D006974,,O006974,45,4.9,Late,,,,
Zepto,D006975,,O006975,75,8.6,Late,,,,
Zepto,D006976,,O006976,58,7.8,On Time,,,,
Zepto,D006977,,O006977,27,6.7,On Time,,,,
Zepto,D006978,,O006978,47,4.7,Late,,,,
Zepto,D006979,,O006979,41,3.0,Late,,,,
Zepto,D006980,,O006980,67,7.6,Late,,,,
Zepto,D006981,,O006981,46,4.2,Late,,,,
Zepto,D006982,,O006982,85,8.5,Late,,,,
Zepto,D006983,,O006983,19,2.9,On Time,,,,
Zepto,D006984,,O006984,53,5.0,Late,,,,
Zepto,D006985,,O006985,36,5.3,On Time,,,,
Zepto,D006986,,O006986,59,6.8,On Time,,,,
Zepto,D006987,,O006987,54,6.8,On Time,,,,
Zepto,D006988,,O006988,8,1.6,On Time,,,,
Zepto,D006989,,O006989,63,8.4,Late,,,,
Zepto,D006990,,O006990,15,2.7,On Time,,,,
Zepto,D006991,,O006991,60,6.1,Late,,,,
Zepto,D006992,,O006992,59,6.4,Late,,,,
Zepto,D006993,,O006993,40,3.7,Late,,,,
Zepto,D006994,,O006994,34,5.5,On Time,,,,
Zepto,D006995,,O006995,17,1.3,Late,,,,
Zepto,D006996,,O006996,21,0.8,Late,,,,
Zepto,D006997,,O006997,45,4.8,Late,,,,
Zepto,D006998,,O006998,22,1.0,Late,,,,
Zepto,D006999,,O006999,31,4.6,On Time,,,,
Zepto,D007000,,O007000,52,5.6,Late,,,,
Zepto,D007001,,O007001,47,5.8,On Time,,,,
Zepto,D007002,,O007002,63,7.6,Late,,,,
Zepto,D007003,,O007003,31,6.3,On Time,,,,
Zepto,D007004,,O007004,13,1.0,Late,,,,
Zepto,D007005,,O007005,44,4.3,Late,,,,
Zepto,D007006,,O007006,42,8.9,On Time,,,,
Zepto,D007007,,O007007,21,2.3,Late,,,,
Zepto,D007008,,O007008,6,2.5,On Time,,,,
Zepto,D007009,,O007009,11,2.3,On Time,,,,
Zepto,D007010,,O007010,75,8.3,Late,,,,
Zepto,D007011,,O007011,41,6.7,On Time,,,,
Zepto,D007012,,O007012,13,1.7,On Time,,,,
Zepto,D007013,,O007013,20,3.2,On Time,,,,
Zepto,D007014,,O007014,42,5.2,Late,,,,
Zepto,D007015,,O007015,93,9.3,Late,,,,
Zepto,D007016,,O007016,21,3.4,On Time,,,,
Zepto,D007017,,O007017,55,7.5,Late,,,,
Zepto,D007018,,O007018,48,6.8,On Time,,,,
Zepto,D007019,,O007019,72,6.9,Late,,,,
Zepto,D007020,,O007020,47,4.4,Late,,,,
Zepto,D007021,,O007021,55,7.8,Late,,,,
Zepto,D007022,,O007022,10,3.4,On Time,,,,
Zepto,D007023,,O007023,28,3.8,On Time,,,,
Zepto,D007024,,O007024,5,1.0,On Time,,,,
Zepto,D007025,,O007025,47,8.0,On Time,,,,
Zepto,D007026,,O007026,10,2.5,On Time,,,,
Zepto,D007027,,O007027,79,8.4,Late,,,,
Zepto,D007028,,O007028,41,7.2,On Time,,,,
Zepto,D007029,,O007029,89,10.0,Late,,,,
Zepto,D007030,,O007030,49,4.3,Late,,,,
Zepto,D007031,,O007031,23,3.4,On Time,,,,
Zepto,D007032,,O007032,16,1.2,Late,,,,
Zepto,D007033,,O007033,9,2.1,On Time,,,,
Zepto,D007034,,O007034,42,6.1,On Time,,,,
Zepto,D007035,,O007035,61,9.5,On Time,,,,
Zepto,D007036,,O007036,45,6.6,Late,,,,
Zepto,D007037,,O007037,26,3.5,On Time,,,,
Zepto,D007038,,O007038,54,7.6,On Time,,,,
Zepto,D007039,,O007039,70,9.6,Late,,,,
Zepto,D007040,,O007040,21,2.2,Late,,,,
Zepto,D007041,,O007041,45,6.3,On Time,,,,
Zepto,D007042,,O007042,53,6.1,Late,,,,
Zepto,D007043,,O007043,5,2.0,On Time,,,,
Zepto,D007044,,O007044,19,2.7,On Time,,,,
Zepto,D007045,,O007045,31,2.4,Late,,,,
Zepto,D007046,,O007046,34,3.1,Late,,,,
Zepto,D007047,,O007047,59,6.9,On Time,,,,
Zepto,D007048,,O007048,72,9.1,Late,,,,
Zepto,D007049,,O007049,23,2.8,Late,,,,
Zepto,D007050,,O007050,45,7.7,Late,,,,
Zepto,D007051,,O007051,31,4.1,Late,,,,
Zepto,D007052,,O007052,10,2.4,On Time,,,,
Zepto,D007053,,O007053,12,3.0,On Time,,,,
Zepto,D007054,,O007054,36,2.6,Late,,,,
Zepto,D007055,,O007055,17,1.4,Late,,,,
Zepto,D007056,,O007056,41,7.5,On Time,,,,
Zepto,D007057,,O007057,50,6.0,Late,,,,
Zepto,D007058,,O007058,41,5.7,On Time,,,,
Zepto,D007059,,O007059,5,0.9,On Time,,,,
Zepto,D007060,,O007060,77,7.4,Late,,,,
Zepto,D007061,,O007061,33,3.4,Late,,,,
Zepto,D007062,,O007062,29,3.4,On Time,,,,
Zepto,D007063,,O007063,26,5.5,On Time,,,,
Zepto,D007064,,O007064,15,1.1,Late,,,,
Zepto,D007065,,O007065,42,6.9,On Time,,,,
Zepto,D007066,,O007066,83,10.0,Late,,,,
Zepto,D007067,,O007067,45,5.6,On Time,,,,
Zepto,D007068,,O007068,10,1.0,Late,,,,
Zepto,D007069,,O007069,51,8.1,On Time,,,,
Zepto,D007070,,O007070,81,7.5,Late,,,,
Zepto,D007071,,O007071,44,7.1,On Time,,,,
Zepto,D007072,,O007072,7,1.4,On Time,,,,
Zepto,D007073,,O007073,34,5.0,Late,,,,
Zepto,D007074,,O007074,81,8.5,Late,,,,
Zepto,D007075,,O007075,43,9.8,On Time,,,,
Zepto,D007076,,O007076,52,5.6,On Time,,,,
Zepto,D007077,,O007077,52,7.2,Late,,,,
Zepto,D007078,,O007078,72,8.2,Late,,,,
Zepto,D007079,,O007079,48,8.5,On Time,,,,
Zepto,D007080,,O007080,64,9.5,Late,,,,
Zepto,D007081,,O007081,77,9.5,Late,,,,
Zepto,D007082,,O007082,38,3.1,Late,,,,
Zepto,D007083,,O007083,17,3.4,On Time,,,,
Zepto,D007084,,O007084,80,9.7,Late,,,,
Zepto,D007085,,O007085,70,9.7,Late,,,,
Zepto,D007086,,O007086,26,4.3,On Time,,,,
Zepto,D007087,,O007087,14,1.8,On Time,,,,
Zepto,D007088,,O007088,45,6.6,On Time,,,,
Zepto,D007089,,O007089,10,1.1,On Time,,,,
Zepto,D007090,,O007090,61,5.6,Late,,,,
Zepto,D007091,,O007091,40,6.2,Late,,,,
Zepto,D007092,,O007092,58,7.0,On Time,,,,
Zepto,D007093,,O007093,12,0.7,Late,,,,
Zepto,D007094,,O007094,26,1.8,Late,,,,
Zepto,D007095,,O007095,78,8.6,Late,,,,
Zepto,D007096,,O007096,32,3.3,On Time,,,,
Zepto,D007097,,O007097,28,4.7,On Time,,,,
Zepto,D007098,,O007098,5,0.7,On Time,,,,
Zepto,D007099,,O007099,47,3.9,Late,,,,
Zepto,D007100,,O007100,13,2.8,On Time,,,,
Zepto,D007101,,O007101,9,1.2,On Time,,,,
Zepto,D007102,,O007102,78,10.0,On Time,,,,
Zepto,D007103,,O007103,26,5.8,On Time,,,,
Zepto,D007104,,O007104,67,8.2,Late,,,,
Zepto,D007105,,O007105,5,0.8,On Time,,,,
Zepto,D007106,,O007106,41,8.2,On Time,,,,
Zepto,D007107,,O007107,62,5.0,Late,,,,
Zepto,D007108,,O007108,33,3.5,Late,,,,
Zepto,D007109,,O007109,53,6.2,Late,,,,
Zepto,D007110,,O007110,58,5.4,Late,,,,
Zepto,D007111,,O007111,25,6.8,On Time,,,,
Zepto,D007112,,O007112,59,7.9,On Time,,,,
Zepto,D007113,,O007113,39,5.1,On Time,,,,
Zepto,D007114,,O007114,39,6.0,On Time,,,,
Zepto,D007115,,O007115,49,4.9,Late,,,,
Zepto,D007116,,O007116,11,1.5,On Time,,,,
Zepto,D007117,,O007117,35,4.5,On Time,,,,
Zepto,D007118,,O007118,39,4.7,On Time,,,,
Zepto,D007119,,O007119,31,2.4,Late,,,,
Zepto,D007120,,O007120,51,8.1,Late,,,,
Zepto,D007121,,O007121,43,6.9,On Time,,,,
Zepto,D007122,,O007122,42,9.2,On Time,,,,
Zepto,D007123,,O007123,39,7.8,On Time,,,,
Zepto,D007124,,O007124,38,6.7,On Time,,,,
Zepto,D007125,,O007125,72,8.9,Late,,,,
Zepto,D007126,,O007126,67,9.5,Late,,,,
Zepto,D007127,,O007127,27,1.7,Late,,,,
Zepto,D007128,,O007128,46,7.3,On Time,,,,
Zepto,D007129,,O007129,55,5.0,Late,,,,
Zepto,D007130,,O007130,19,2.2,Late,,,,
Zepto,D007131,,O007131,37,4.9,On Time,,,,
Zepto,D007132,,O007132,44,7.7,On Time,,,,
Zepto,D007133,,O007133,41,5.2,On Time,,,,
Zepto,D007134,,O007134,50,5.2,Late,,,,
Zepto,D007135,,O007135,51,4.9,Late,,,,
Zepto,D007136,,O007136,23,3.6,On Time,,,,
Zepto,D007137,,O007137,61,8.3,Late,,,,
Zepto,D007138,,O007138,38,5.7,On Time,,,,
Zepto,D007139,,O007139,45,5.6,Late,,,,
Zepto,D007140,,O007140,48,6.5,Late,,,,
Zepto,D007141,,O007141,17,3.3,On Time,,,,
Zepto,D007142,,O007142,74,9.2,On Time,,,,
Zepto,D007143,,O007143,20,2.3,On Time,,,,
Zepto,D007144,,O007144,22,2.0,Late,,,,
Zepto,D007145,,O007145,52,5.2,Late,,,,
Zepto,D007146,,O007146,45,4.5,Late,,,,
Zepto,D007147,,O007147,16,1.5,On Time,,,,
Zepto,D007148,,O007148,56,5.3,Late,,,,
Zepto,D007149,,O007149,60,5.0,Late,,,,
Zepto,D007150,,O007150,32,5.3,Late,,,,
Zepto,D007151,,O007151,43,3.8,Late,,,,
Zepto,D007152,,O007152,66,9.7,On Time,,,,
Zepto,D007153,,O007153,11,1.8,On Time,,,,
Zepto,D007154,,O007154,14,0.9,Late,,,,
Zepto,D007155,,O007155,31,3.0,Late,,,,
Zepto,D007156,,O007156,18,1.5,Late,,,,
Zepto,D007157,,O007157,53,6.9,Late,,,,
Zepto,D007158,,O007158,33,3.1,Late,,,,
Zepto,D007159,,O007159,46,3.6,Late,,,,
Zepto,D007160,,O007160,61,6.5,Late,,,,
Zepto,D007161,,O007161,70,10.0,Late,,,,
Zepto,D007162,,O007162,26,2.2,Late,,,,
Zepto,D007163,,O007163,15,2.0,On Time,,,,
Zepto,D007164,,O007164,32,2.7,Late,,,,
Zepto,D007165,,O007165,19,0.7,Late,,,,
Zepto,D007166,,O007166,93,9.3,Late,,,,
Zepto,D007167,,O007167,52,6.7,On Time,,,,
Zepto,D007168,,O007168,36,8.2,On Time,,,,
Zepto,D007169,,O007169,33,5.3,On Time,,,,
Zepto,D007170,,O007170,25,3.8,On Time,,,,
Zepto,D007171,,O007171,64,8.1,Late,,,,
Zepto,D007172,,O007172,27,2.9,Late,,,,
Zepto,D007173,,O007173,47,9.5,On Time,,,,
Zepto,D007174,,O007174,34,4.5,On Time,,,,
Zepto,D007175,,O007175,31,5.0,On Time,,,,
Zepto,D007176,,O007176,88,10.0,Late,,,,
Zepto,D007177,,O007177,68,7.3,Late,,,,
Zepto,D007178,,O007178,93,9.4,Late,,,,
Zepto,D007179,,O007179,37,3.6,Late,,,,
Zepto,D007180,,O007180,59,8.1,On Time,,,,
Zepto,D007181,,O007181,32,4.4,On Time,,,,
Zepto,D007182,,O007182,94,9.9,Late,,,,
Zepto,D007183,,O007183,45,5.6,Late,,,,
Zepto,D007184,,O007184,5,1.2,On Time,,,,
Zepto,D007185,,O007185,71,9.4,On Time,,,,
Zepto,D007186,,O007186,9,3.1,On Time,,,,
Zepto,D007187,,O007187,37,6.8,On Time,,,,
Zepto,D007188,,O007188,28,4.0,Late,,,,
Zepto,D007189,,O007189,42,4.8,Late,,,,
Zepto,D007190,,O007190,5,0.6,On Time,,,,
Zepto,D007191,,O007191,35,6.0,On Time,,,,
Zepto,D007192,,O007192,63,10.0,On Time,,,,
Zepto,D007193,,O007193,45,4.9,Late,,,,
Zepto,D007194,,O007194,56,9.6,On Time,,,,
Zepto,D007195,,O007195,32,2.9,Late,,,,
Zepto,D007196,,O007196,66,8.8,On Time,,,,
Zepto,D007197,,O007197,41,3.7,Late,,,,
Zepto,D007198,,O007198,31,6.7,On Time,,,,
Zepto,D007199,,O007199,46,4.5,Late,,,,
Zepto,D007200,,O007200,7,1.7,On Time,,,,
Zepto,D007201,,O007201,52,7.5,On Time,,,,
Zepto,D007202,,O007202,35,2.6,Late,,,,
Zepto,D007203,,O007203,45,4.5,Late,,,,
Zepto,D007204,,O007204,51,8.2,On Time,,,,
Zepto,D007205,,O007205,43,6.0,Late,,,,
Zepto,D007206,,O007206,7,0.6,On Time,,,,
Zepto,D007207,,O007207,49,6.2,Late,,,,
Zepto,D007208,,O007208,74,6.6,Late,,,,
Zepto,D007209,,O007209,37,5.8,Late,,,,
Zepto,D007210,,O007210,16,2.7,On Time,,,,
Zepto,D007211,,O007211,46,7.1,Late,,,,
Zepto,D007212,,O007212,78,9.1,On Time,,,,
Zepto,D007213,,O007213,15,1.9,On Time,,,,
Zepto,D007214,,O007214,52,7.6,Late,,,,
Zepto,D007215,,O007215,32,6.1,On Time,,,,
Zepto,D007216,,O007216,52,7.2,Late,,,,
Zepto,D007217,,O007217,9,1.3,On Time,,,,
Zepto,D007218,,O007218,50,8.3,On Time,,,,
Zepto,D007219,,O007219,53,9.7,On Time,,,,
Zepto,D007220,,O007220,6,1.0,On Time,,,,
Zepto,D007221,,O007221,14,1.2,Late,,,,
Zepto,D007222,,O007222,9,1.6,On Time,,,,
Zepto,D007223,,O007223,14,0.6,Late,,,,
Zepto,D007224,,O007224,76,9.3,On Time,,,,
Zepto,D007225,,O007225,43,5.9,On Time,,,,
Zepto,D007226,,O007226,33,3.6,Late,,,,
Zepto,D007227,,O007227,24,3.0,Late,,,,
Zepto,D007228,,O007228,33,6.7,On Time,,,,
Zepto,D007229,,O007229,31,3.5,Late,,,,
Zepto,D007230,,O007230,39,7.0,On Time,,,,
Zepto,D007231,,O007231,32,2.8,Late,,,,
Zepto,D007232,,O007232,23,2.6,Late,,,,
Zepto,D007233,,O007233,80,9.4,Late,,,,
Zepto,D007234,,O007234,49,3.5,Late,,,,
Zepto,D007235,,O007235,55,7.3,On Time,,,,
Zepto,D007236,,O007236,20,3.9,On Time,,,,
Zepto,D007237,,O007237,48,7.5,On Time,,,,
Zepto,D007238,,O007238,37,4.4,Late,,,,
Zepto,D007239,,O007239,68,6.0,Late,,,,
Zepto,D007240,,O007240,72,8.8,Late,,,,
Zepto,D007241,,O007241,22,2.5,Late,,,,
Zepto,D007242,,O007242,82,9.5,Late,,,,
Zepto,D007243,,O007243,79,8.9,Late,,,,
Zepto,D007244,,O007244,28,1.9,Late,,,,
Zepto,D007245,,O007245,58,8.9,On Time,,,,
Zepto,D007246,,O007246,28,4.6,Late,,,,
Zepto,D007247,,O007247,69,8.5,Late,,,,
Zepto,D007248,,O007248,71,8.0,On Time,,,,
Zepto,D007249,,O007249,86,8.3,Late,,,,
Zepto,D007250,,O007250,60,6.7,Late,,,,
Zepto,D007251,,O007251,73,6.8,Late,,,,
Zepto,D007252,,O007252,68,8.0,On Time,,,,
Zepto,D007253,,O007253,58,8.3,On Time,,,,
Zepto,D007254,,O007254,21,4.9,On Time,,,,
Zepto,D007255,,O007255,31,2.7,Late,,,,
Zepto,D007256,,O007256,80,7.8,Late,,,,
Zepto,D007257,,O007257,44,6.9,On Time,,,,
Zepto,D007258,,O007258,53,7.4,On Time,,,,
Zepto,D007259,,O007259,48,5.0,Late,,,,
Zepto,D007260,,O007260,72,7.0,Late,,,,
Zepto,D007261,,O007261,41,4.8,Late,,,,
Zepto,D007262,,O007262,14,1.6,Late,,,,
Zepto,D007263,,O007263,51,7.2,On Time,,,,
Zepto,D007264,,O007264,18,0.6,Late,,,,
Zepto,D007265,,O007265,25,4.8,On Time,,,,
Zepto,D007266,,O007266,64,6.0,Late,,,,
Zepto,D007267,,O007267,5,1.4,On Time,,,,
Zepto,D007268,,O007268,60,8.5,On Time,,,,
Zepto,D007269,,O007269,43,5.7,On Time,,,,
Zepto,D007270,,O007270,21,4.3,On Time,,,,
Zepto,D007271,,O007271,72,9.2,On Time,,,,
Zepto,D007272,,O007272,51,6.6,On Time,,,,
Zepto,D007273,,O007273,76,8.0,Late,,,,
Zepto,D007274,,O007274,58,5.9,Late,,,,
Zepto,D007275,,O007275,11,0.9,On Time,,,,
Zepto,D007276,,O007276,7,1.2,On Time,,,,
Zepto,D007277,,O007277,52,8.2,On Time,,,,
Zepto,D007278,,O007278,65,8.5,On Time,,,,
Zepto,D007279,,O007279,22,2.5,On Time,,,,
Zepto,D007280,,O007280,92,9.8,Late,,,,
Zepto,D007281,,O007281,32,2.6,Late,,,,
Zepto,D007282,,O007282,17,2.8,On Time,,,,
Zepto,D007283,,O007283,53,5.5,Late,,,,
Zepto,D007284,,O007284,55,8.1,On Time,,,,
Zepto,D007285,,O007285,30,6.6,On Time,,,,
Zepto,D007286,,O007286,25,0.9,Late,,,,
Zepto,D007287,,O007287,37,5.2,On Time,,,,
Zepto,D007288,,O007288,32,1.9,Late,,,,
Zepto,D007289,,O007289,24,4.8,On Time,,,,
Zepto,D007290,,O007290,35,4.1,On Time,,,,
Zepto,D007291,,O007291,62,8.2,Late,,,,
Zepto,D007292,,O007292,35,3.1,Late,,,,
Zepto,D007293,,O007293,32,2.2,Late,,,,
Zepto,D007294,,O007294,77,6.9,Late,,,,
Zepto,D007295,,O007295,18,3.4,On Time,,,,
Zepto,D007296,,O007296,29,4.3,On Time,,,,
Zepto,D007297,,O007297,23,2.2,Late,,,,
Zepto,D007298,,O007298,6,1.4,On Time,,,,
Zepto,D007299,,O007299,45,5.2,Late,,,,
Zepto,D007300,,O007300,35,4.4,Late,,,,
Zepto,D007301,,O007301,64,8.3,On Time,,,,
Zepto,D007302,,O007302,97,9.3,Late,,,,
Zepto,D007303,,O007303,30,3.8,On Time,,,,
Zepto,D007304,,O007304,58,7.6,Late,,,,
Zepto,D007305,,O007305,63,5.3,Late,,,,
Zepto,D007306,,O007306,36,4.7,On Time,,,,
Zepto,D007307,,O007307,46,6.8,On Time,,,,
Zepto,D007308,,O007308,31,4.4,On Time,,,,
Zepto,D007309,,O007309,84,8.0,Late,,,,
Zepto,D007310,,O007310,13,1.5,On Time,,,,
Zepto,D007311,,O007311,45,6.5,Late,,,,
Zepto,D007312,,O007312,22,3.9,On Time,,,,
Zepto,D007313,,O007313,54,6.8,Late,,,,
Zepto,D007314,,O007314,63,7.0,Late,,,,
Zepto,D007315,,O007315,53,8.4,On Time,,,,
Zepto,D007316,,O007316,42,5.4,On Time,,,,
Zepto,D007317,,O007317,42,4.1,Late,,,,
Zepto,D007318,,O007318,27,1.6,Late,,,,
Zepto,D007319,,O007319,30,3.8,Late,,,,
Zepto,D007320,,O007320,30,3.3,On Time,,,,
Zepto,D007321,,O007321,69,8.3,Late,,,,
Zepto,D007322,,O007322,20,1.4,Late,,,,
Zepto,D007323,,O007323,34,7.1,On Time,,,,
Zepto,D007324,,O007324,21,4.6,On Time,,,,
Zepto,D007325,,O007325,52,7.2,On Time,,,,
Zepto,D007326,,O007326,68,9.4,Late,,,,
Zepto,D007327,,O007327,11,1.5,On Time,,,,
Zepto,D007328,,O007328,45,5.7,On Time,,,,
Zepto,D007329,,O007329,60,6.3,Late,,,,
Zepto,D007330,,O007330,5,1.2,On Time,,,,
Zepto,D007331,,O007331,41,4.3,Late,,,,
Zepto,D007332,,O007332,62,8.0,On Time,,,,
Zepto,D007333,,O007333,18,2.5,On Time,,,,
Zepto,D007334,,O007334,36,6.4,On Time,,,,
Zepto,D007335,,O007335,23,4.9,On Time,,,,
Zepto,D007336,,O007336,43,4.5,Late,,,,
Zepto,D007337,,O007337,74,8.1,Late,,,,
Zepto,D007338,,O007338,16,0.5,Late,,,,
Zepto,D007339,,O007339,54,4.6,Late,,,,
Zepto,D007340,,O007340,45,9.5,On Time,,,,
Zepto,D007341,,O007341,49,7.4,On Time,,,,
Zepto,D007342,,O007342,11,2.5,On Time,,,,
Zepto,D007343,,O007343,53,5.8,Late,,,,
Zepto,D007344,,O007344,48,5.0,Late,,,,
Zepto,D007345,,O007345,43,7.3,On Time,,,,
Zepto,D007346,,O007346,48,7.7,On Time,,,,
Zepto,D007347,,O007347,60,6.7,On Time,,,,
Zepto,D007348,,O007348,57,8.7,On Time,,,,
Zepto,D007349,,O007349,30,3.4,Late,,,,
Zepto,D007350,,O007350,46,9.8,On Time,,,,
Zepto,D007351,,O007351,5,1.1,On Time,,,,
Zepto,D007352,,O007352,75,9.6,On Time,,,,
Zepto,D007353,,O007353,84,9.4,Late,,,,
Zepto,D007354,,O007354,68,7.6,Late,,,,
Zepto,D007355,,O007355,54,5.6,Late,,,,
Zepto,D007356,,O007356,28,1.3,Late,,,,
Zepto,D007357,,O007357,43,6.1,Late,,,,
Zepto,D007358,,O007358,46,7.5,On Time,,,,
Zepto,D007359,,O007359,49,6.9,On Time,,,,
Zepto,D007360,,O007360,37,3.6,Late,,,,
Zepto,D007361,,O007361,52,5.1,Late,,,,
Zepto,D007362,,O007362,51,7.3,On Time,,,,
Zepto,D007363,,O007363,62,8.2,On Time,,,,
Zepto,D007364,,O007364,52,5.5,Late,,,,
Zepto,D007365,,O007365,73,6.8,Late,,,,
Zepto,D007366,,O007366,41,3.8,Late,,,,
Zepto,D007367,,O007367,29,2.4,Late,,,,
Zepto,D007368,,O007368,27,4.6,On Time,,,,
Zepto,D007369,,O007369,8,1.6,On Time,,,,
Zepto,D007370,,O007370,30,1.7,Late,,,,
Zepto,D007371,,O007371,37,7.0,On Time,,,,
Zepto,D007372,,O007372,43,8.5,On Time,,,,
Zepto,D007373,,O007373,30,5.5,On Time,,,,
Zepto,D007374,,O007374,75,9.3,On Time,,,,
Zepto,D007375,,O007375,34,4.0,Late,,,,
Zepto,D007376,,O007376,84,10.0,Late,,,,
Zepto,D007377,,O007377,25,4.6,On Time,,,,
Zepto,D007378,,O007378,32,5.9,On Time,,,,
Zepto,D007379,,O007379,45,5.8,On Time,,,,
Zepto,D007380,,O007380,37,8.4,On Time,,,,
Zepto,D007381,,O007381,29,6.6,On Time,,,,
Zepto,D007382,,O007382,42,8.7,On Time,,,,
Zepto,D007383,,O007383,13,2.0,On Time,,,,
Zepto,D007384,,O007384,75,8.3,Late,,,,
Zepto,D007385,,O007385,24,1.1,Late,,,,
Zepto,D007386,,O007386,44,6.6,On Time,,,,
Zepto,D007387,,O007387,45,6.6,On Time,,,,
Zepto,D007388,,O007388,14,2.9,On Time,,,,
Zepto,D007389,,O007389,33,6.5,On Time,,,,
Zepto,D007390,,O007390,32,1.9,Late,,,,
Zepto,D007391,,O007391,12,1.2,Late,,,,
Zepto,D007392,,O007392,61,9.0,Late,,,,
Zepto,D007393,,O007393,5,0.6,On Time,,,,
Zepto,D007394,,O007394,66,8.1,On Time,,,,
Zepto,D007395,,O007395,64,6.6,Late,,,,
Zepto,D007396,,O007396,72,6.9,Late,,,,
Zepto,D007397,,O007397,58,5.4,Late,,,,
Zepto,D007398,,O007398,7,1.8,On Time,,,,
Zepto,D007399,,O007399,60,8.4,On Time,,,,
Zepto,D007400,,O007400,60,8.1,On Time,,,,
Zepto,D007401,,O007401,28,5.8,On Time,,,,
Zepto,D007402,,O007402,67,8.2,Late,,,,
Zepto,D007403,,O007403,43,5.4,On Time,,,,
Zepto,D007404,,O007404,66,8.4,Late,,,,
Zepto,D007405,,O007405,55,8.7,Late,,,,
Zepto,D007406,,O007406,31,2.5,Late,,,,
Zepto,D007407,,O007407,75,8.9,On Time,,,,
Zepto,D007408,,O007408,14,2.7,On Time,,,,
Zepto,D007409,,O007409,55,6.9,On Time,,,,
Zepto,D007410,,O007410,36,2.4,Late,,,,
Zepto,D007411,,O007411,41,3.5,Late,,,,
Zepto,D007412,,O007412,71,9.8,Late,,,,
Zepto,D007413,,O007413,24,1.6,Late,,,,
Zepto,D007414,,O007414,17,0.9,Late,,,,
Zepto,D007415,,O007415,43,5.6,On Time,,,,
Zepto,D007416,,O007416,39,3.0,Late,,,,
Zepto,D007417,,O007417,55,4.9,Late,,,,
Zepto,D007418,,O007418,64,8.7,On Time,,,,
Zepto,D007419,,O007419,62,7.9,On Time,,,,
Zepto,D007420,,O007420,7,2.7,On Time,,,,
Zepto,D007421,,O007421,36,5.0,On Time,,,,
Zepto,D007422,,O007422,36,4.8,Late,,,,
Zepto,D007423,,O007423,6,1.1,On Time,,,,
Zepto,D007424,,O007424,79,8.5,Late,,,,
Zepto,D007425,,O007425,68,7.8,Late,,,,
Zepto,D007426,,O007426,56,7.0,Late,,,,
Zepto,D007427,,O007427,64,9.1,On Time,,,,
Zepto,D007428,,O007428,55,8.5,On Time,,,,
Zepto,D007429,,O007429,74,7.5,Late,,,,
Zepto,D007430,,O007430,34,3.4,Late,,,,
Zepto,D007431,,O007431,64,9.9,Late,,,,
Zepto,D007432,,O007432,23,3.5,On Time,,,,
Zepto,D007433,,O007433,74,7.5,Late,,,,
Zepto,D007434,,O007434,41,3.0,Late,,,,
Zepto,D007435,,O007435,44,5.5,Late,,,,
Zepto,D007436,,O007436,44,2.9,Late,,,,
Zepto,D007437,,O007437,55,9.2,On Time,,,,
Zepto,D007438,,O007438,44,4.4,Late,,,,
Zepto,D007439,,O007439,16,3.2,On Time,,,,
Zepto,D007440,,O007440,34,3.4,Late,,,,
Zepto,D007441,,O007441,62,8.6,Late,,,,
Zepto,D007442,,O007442,21,0.7,Late,,,,
Zepto,D007443,,O007443,67,8.4,On Time,,,,
